"date","age60","reported","nowcast","nowcast_lwr","nowcast_upr","reported7","nowcast7","nowcast7_lwr","nowcast7_upr","F_est","F_0.025","F_0.975","scale_factor"
2021-12-01,"0-60",39,132.1,110,159,4.9841937319532,8.60687710064957,8.08755964052783,9.21605633455497,0.295322674345905,0.329527842363459,0.2614387443411,131.24737
2021-12-01,"60+",68,248.8,212,290,23.6883957526313,42.2368034957545,40.0058180050376,44.8729111941174,0.273275033384608,0.305537874625327,0.241641275523915,35.54483
2021-12-01,"alle",107,380.9,331,439,10.0497251868742,17.7154026019721,16.8460518485056,18.7508519218328,NA,NA,NA,95.70254
2021-11-30,"0-60",73,146.7,129,168,5.65293251359891,8.598517865879,8.16070294477033,9.11156589992282,0.497642623456854,0.531593733844051,0.461957486527362,131.24737
2021-11-30,"60+",108,227.4,202,256,26.8674797431863,41.8429346827654,40.0339514916797,43.9445061349288,0.474974737046159,0.508702752128812,0.440367755864221,35.54483
2021-11-30,"alle",181,374.1,338,414,11.3983236387899,17.6011145975725,16.9146246511454,18.4232263092205,NA,NA,NA,95.70254
2021-11-29,"0-60",57,92.4,80,106,6.00819999134819,8.42401884004333,8.03531442321176,8.86078885680568,0.616789921116197,0.649322179052779,0.581492363987309,131.24737
2021-11-29,"60+",97,162.4,145,182,30.1028307070255,43.1623952062789,41.553159770352,45.0135786273278,0.59743120231399,0.629379936734826,0.563631167768371,35.54483
2021-11-29,"alle",154,254.8,232,280,12.5335844824929,17.8319763664598,17.2270118631711,18.5375143136202,NA,NA,NA,95.70254
2021-11-28,"0-60",57,88.5,78,102,6.17538468675962,8.37177362272726,8.01441633628533,8.77719650909997,0.643876789811734,0.674056178374212,0.608634300813969,131.24737
2021-11-28,"60+",93,148.8,133,166,31.5657720124136,43.6462911765227,42.1439629898357,45.3793139536748,0.624810277890595,0.654797551523816,0.591393089608213,35.54483
2021-11-28,"alle",150,237.4,217,261,13.0516901024379,17.9249306100381,17.3641574684506,18.5679911147934,NA,NA,NA,95.70254
2021-11-27,"0-60",67,104.7,92,118,6.37391651256069,8.41565960527275,8.0666615536014,8.7980945960264,0.639912929657727,0.669100307524776,0.606360215474787,131.24737
2021-11-27,"60+",149,240.1,219,264,33.4225821307909,44.948871608051,43.4662368620134,46.5890538792843,0.620463848938927,0.648952670112057,0.589277734147444,35.54483
2021-11-27,"alle",216,344.8,319,374,13.6993221273691,18.3097002248502,17.7755942842893,18.9260935285789,NA,NA,NA,95.70254
2021-11-26,"0-60",92,136,123,151,6.61424451221462,8.5055213790564,8.18160103169676,8.88168694373211,0.676230909123149,0.702566568058753,0.645445615022981,131.24737
2021-11-26,"60+",165,251.2,231,274,34.5479215964741,44.9038580294237,43.5787708085817,46.4202529594318,0.656725962022908,0.682426871357478,0.627674667610589,35.54483
2021-11-26,"alle",257,387.3,362,417,14.1793317458476,18.3637965469327,17.8822630883956,18.9260935285789,NA,NA,NA,95.70254
