date;age60;reported;nowcast_est;nowcast_lwr;nowcast_upr;reported7;nowcast7_est;nowcast7_lwr;nowcast7_upr
2021-06-28;alle;17;17,0;17,0;17,0;65;65,0;65,0;65,0
2021-06-28;ja;5;5,0;5,0;5,0;27;27,0;27,0;27,0
2021-06-28;nein;12;12,0;12,0;12,0;38;38,0;38,0;38,0
2021-06-27;alle;4;4,0;4,0;4,0;61;61,0;61,0;61,0
2021-06-27;ja;3;3,0;3,0;3,0;27;27,0;27,0;27,0
2021-06-27;nein;1;1,0;1,0;1,0;34;34,0;34,0;34,0
2021-06-26;alle;9;9,0;9,0;9,0;66;66,0;66,0;66,0
2021-06-26;ja;1;1,0;1,0;1,0;27;27,0;27,0;27,0
2021-06-26;nein;8;8,0;8,0;8,0;39;39,0;39,0;39,0
2021-06-25;alle;7;7,0;7,0;7,0;69;69,0;69,0;69,0
2021-06-25;ja;3;3,0;3,0;3,0;29;29,0;29,0;29,0
2021-06-25;nein;4;4,0;4,0;4,0;40;40,0;40,0;40,0
2021-06-24;alle;11;11,0;11,0;11,0;77;77,0;77,0;77,0
2021-06-24;ja;5;5,0;5,0;5,0;32;32,0;32,0;32,0
2021-06-24;nein;6;6,0;6,0;6,0;45;45,0;45,0;45,0
2021-06-23;alle;9;9,0;9,0;9,0;76;76,0;76,0;76,0
2021-06-23;ja;4;4,0;4,0;4,0;30;30,0;30,0;30,0
2021-06-23;nein;5;5,0;5,0;5,0;46;46,0;46,0;46,0
2021-06-22;alle;8;8,0;8,0;8,0;80;80,0;80,0;80,0
2021-06-22;ja;6;6,0;6,0;6,0;32;32,0;32,0;32,0
2021-06-22;nein;2;2,0;2,0;2,0;48;48,0;48,0;48,0
2021-06-21;alle;13;13,0;13,0;13,0;89;89,0;89,0;89,0
2021-06-21;ja;5;5,0;5,0;5,0;30;30,0;30,0;30,0
2021-06-21;nein;8;8,0;8,0;8,0;59;59,0;59,0;59,0
2021-06-20;alle;9;9,0;9,0;9,0;100;100,0;100,0;100,0
2021-06-20;ja;3;3,0;3,0;3,0;36;36,0;36,0;36,0
2021-06-20;nein;6;6,0;6,0;6,0;64;64,0;64,0;64,0
2021-06-19;alle;12;12,0;12,0;12,0;101;101,0;101,0;101,0
2021-06-19;ja;3;3,0;3,0;3,0;38;38,0;38,0;38,0
2021-06-19;nein;9;9,0;9,0;9,0;63;63,0;63,0;63,0
2021-06-18;alle;15;15,0;15,0;15,0;98;98,0;98,0;98,0
2021-06-18;ja;6;6,0;6,0;6,0;38;38,0;38,0;38,0
2021-06-18;nein;9;9,0;9,0;9,0;60;60,0;60,0;60,0
2021-06-17;alle;10;10,0;10,0;10,0;102;102,0;102,0;102,0
2021-06-17;ja;3;3,0;3,0;3,0;39;39,0;39,0;39,0
2021-06-17;nein;7;7,0;7,0;7,0;63;63,0;63,0;63,0
2021-06-16;alle;13;13,0;13,0;13,0;113;113,0;113,0;113,0
2021-06-16;ja;6;6,0;6,0;6,0;44;44,0;44,0;44,0
2021-06-16;nein;7;7,0;7,0;7,0;69;69,0;69,0;69,0
2021-06-15;alle;17;17,0;17,0;17,0;121;121,0;121,0;121,0
2021-06-15;ja;4;4,0;4,0;4,0;47;47,0;47,0;47,0
2021-06-15;nein;13;13,0;13,0;13,0;74;74,0;74,0;74,0
2021-06-14;alle;24;24,0;24,0;24,0;125;125,0;125,0;125,0
2021-06-14;ja;11;11,0;11,0;11,0;50;50,0;50,0;50,0
2021-06-14;nein;13;13,0;13,0;13,0;75;75,0;75,0;75,0
2021-06-13;alle;10;10,0;10,0;10,0;124;124,0;124,0;124,0
2021-06-13;ja;5;5,0;5,0;5,0;52;52,0;52,0;52,0
2021-06-13;nein;5;5,0;5,0;5,0;72;72,0;72,0;72,0
2021-06-12;alle;9;9,0;9,0;9,0;138;138,0;138,0;138,0
2021-06-12;ja;3;3,0;3,0;3,0;53;53,0;53,0;53,0
2021-06-12;nein;6;6,0;6,0;6,0;85;85,0;85,0;85,0
2021-06-11;alle;19;19,0;19,0;19,0;150;150,0;150,0;150,0
2021-06-11;ja;7;7,0;7,0;7,0;62;62,0;62,0;62,0
2021-06-11;nein;12;12,0;12,0;12,0;88;88,0;88,0;88,0
2021-06-10;alle;21;21,0;21,0;21,0;160;160,0;160,0;160,0
2021-06-10;ja;8;8,0;8,0;8,0;67;67,0;67,0;67,0
2021-06-10;nein;13;13,0;13,0;13,0;93;93,0;93,0;93,0
2021-06-09;alle;21;21,0;21,0;21,0;170;170,0;170,0;170,0
2021-06-09;ja;9;9,0;9,0;9,0;72;72,0;72,0;72,0
2021-06-09;nein;12;12,0;12,0;12,0;98;98,0;98,0;98,0
2021-06-08;alle;21;21,0;21,0;21,0;177;177,0;177,0;177,0
2021-06-08;ja;7;7,0;7,0;7,0;73;73,0;73,0;73,0
2021-06-08;nein;14;14,0;14,0;14,0;104;104,0;104,0;104,0
2021-06-07;alle;23;23,0;23,0;23,0;184;184,0;184,0;184,0
2021-06-07;ja;13;13,0;13,0;13,0;78;78,0;78,0;78,0
2021-06-07;nein;10;10,0;10,0;10,0;106;106,0;106,0;106,0
2021-06-06;alle;24;24,0;24,0;24,0;194;194,0;194,0;194,0
2021-06-06;ja;6;6,0;6,0;6,0;81;81,0;81,0;81,0
2021-06-06;nein;18;18,0;18,0;18,0;113;113,0;113,0;113,0
2021-06-05;alle;21;21,0;21,0;21,0;199;199,0;199,0;199,0
2021-06-05;ja;12;12,0;12,0;12,0;87;87,0;87,0;87,0
2021-06-05;nein;9;9,0;9,0;9,0;112;112,0;112,0;112,0
2021-06-04;alle;29;29,0;29,0;29,0;202;202,0;202,0;202,0
2021-06-04;ja;12;12,0;12,0;12,0;87;87,0;87,0;87,0
2021-06-04;nein;17;17,0;17,0;17,0;115;115,0;115,0;115,0
2021-06-03;alle;31;31,0;31,0;31,0;210;210,0;210,0;210,0
2021-06-03;ja;13;13,0;13,0;13,0;95;95,0;95,0;95,0
2021-06-03;nein;18;18,0;18,0;18,0;115;115,0;115,0;115,0
2021-06-02;alle;28;28,0;28,0;28,0;223;223,0;223,0;223,0
2021-06-02;ja;10;10,0;10,0;10,0;105;105,0;105,0;105,0
2021-06-02;nein;18;18,0;18,0;18,0;118;118,0;118,0;118,0
2021-06-01;alle;28;28,0;28,0;28,0;236;236,0;236,0;236,0
2021-06-01;ja;12;12,0;12,0;12,0;114;114,0;114,0;114,0
2021-06-01;nein;16;16,0;16,0;16,0;122;122,0;122,0;122,0
2021-05-31;alle;33;33,0;33,0;33,0;249;249,0;249,0;249,0
2021-05-31;ja;16;16,0;16,0;16,0;122;122,0;122,0;122,0
2021-05-31;nein;17;17,0;17,0;17,0;127;127,0;127,0;127,0
2021-05-30;alle;29;29,0;29,0;29,0;257;257,0;257,0;257,0
2021-05-30;ja;12;12,0;12,0;12,0;124;124,0;124,0;124,0
2021-05-30;nein;17;17,0;17,0;17,0;133;133,0;133,0;133,0
2021-05-29;alle;24;24,0;24,0;24,0;269;269,0;269,0;269,0
2021-05-29;ja;12;12,0;12,0;12,0;136;136,0;136,0;136,0
2021-05-29;nein;12;12,0;12,0;12,0;133;133,0;133,0;133,0
2021-05-28;alle;37;37,0;37,0;37,0;288;288,0;288,0;288,0
2021-05-28;ja;20;20,0;20,0;20,0;143;143,0;143,0;143,0
2021-05-28;nein;17;17,0;17,0;17,0;145;145,0;145,0;145,0
2021-05-27;alle;44;44,0;44,0;44,0;298;298,0;298,0;298,0
2021-05-27;ja;23;23,0;23,0;23,0;146;146,0;146,0;146,0
2021-05-27;nein;21;21,0;21,0;21,0;152;152,0;152,0;152,0
2021-05-26;alle;41;41,0;41,0;41,0;320;320,0;320,0;320,0
2021-05-26;ja;19;19,0;19,0;19,0;158;158,0;158,0;158,0
2021-05-26;nein;22;22,0;22,0;22,0;162;162,0;162,0;162,0
2021-05-25;alle;41;41,0;41,0;41,0;338;338,0;338,0;338,0
2021-05-25;ja;20;20,0;20,0;20,0;163;163,0;163,0;163,0
2021-05-25;nein;21;21,0;21,0;21,0;175;175,0;175,0;175,0
2021-05-24;alle;41;41,0;41,0;41,0;366;366,0;366,0;366,0
2021-05-24;ja;18;18,0;18,0;18,0;169;169,0;169,0;169,0
2021-05-24;nein;23;23,0;23,0;23,0;197;197,0;197,0;197,0
2021-05-23;alle;41;41,0;41,0;41,0;407;407,0;407,0;407,0
2021-05-23;ja;24;24,0;24,0;24,0;196;196,0;196,0;196,0
2021-05-23;nein;17;17,0;17,0;17,0;211;211,0;211,0;211,0
2021-05-22;alle;43;43,0;43,0;43,0;421;421,0;421,0;421,0
2021-05-22;ja;19;19,0;19,0;19,0;202;202,0;202,0;202,0
2021-05-22;nein;24;24,0;24,0;24,0;219;219,0;219,0;219,0
2021-05-21;alle;47;47,0;47,0;47,0;448;448,0;448,0;448,0
2021-05-21;ja;23;23,0;23,0;23,0;218;218,0;218,0;218,0
2021-05-21;nein;24;24,0;24,0;24,0;230;230,0;230,0;230,0
2021-05-20;alle;66;66,0;66,0;66,0;476;476,0;476,0;476,0
2021-05-20;ja;35;35,0;35,0;35,0;236;236,0;236,0;236,0
2021-05-20;nein;31;31,0;31,0;31,0;240;240,0;240,0;240,0
2021-05-19;alle;59;59,0;59,0;59,0;491;491,0;491,0;491,0
2021-05-19;ja;24;24,0;24,0;24,0;244;244,0;244,0;244,0
2021-05-19;nein;35;35,0;35,0;35,0;247;247,0;247,0;247,0
2021-05-18;alle;69;69,0;69,0;69,0;526;526,0;526,0;526,0
2021-05-18;ja;26;26,0;26,0;26,0;266;266,0;266,0;266,0
2021-05-18;nein;43;43,0;43,0;43,0;260;260,0;260,0;260,0
2021-05-17;alle;82;82,0;82,0;82,0;547;547,0;547,0;547,0
2021-05-17;ja;45;45,0;45,0;45,0;286;286,0;286,0;286,0
2021-05-17;nein;37;37,0;37,0;37,0;261;261,0;261,0;261,0
2021-05-16;alle;55;55,0;55,0;55,0;588;588,0;588,0;588,0
2021-05-16;ja;30;30,0;30,0;30,0;306;306,0;306,0;306,0
2021-05-16;nein;25;25,0;25,0;25,0;282;282,0;282,0;282,0
2021-05-15;alle;70;70,0;70,0;70,0;626;626,0;626,0;626,0
2021-05-15;ja;35;35,0;35,0;35,0;326;326,0;326,0;326,0
2021-05-15;nein;35;35,0;35,0;35,0;300;300,0;300,0;300,0
2021-05-14;alle;75;75,0;75,0;75,0;638;638,0;638,0;638,0
2021-05-14;ja;41;41,0;41,0;41,0;336;336,0;336,0;336,0
2021-05-14;nein;34;34,0;34,0;34,0;302;302,0;302,0;302,0
2021-05-13;alle;81;81,0;81,0;81,0;660;660,0;660,0;660,0
2021-05-13;ja;43;43,0;43,0;43,0;348;348,0;348,0;348,0
2021-05-13;nein;38;38,0;38,0;38,0;312;312,0;312,0;312,0
2021-05-12;alle;94;94,0;94,0;94,0;683;683,0;683,0;683,0
2021-05-12;ja;46;46,0;46,0;46,0;362;362,0;362,0;362,0
2021-05-12;nein;48;48,0;48,0;48,0;321;321,0;321,0;321,0
2021-05-11;alle;90;90,0;90,0;90,0;708;708,0;708,0;708,0
2021-05-11;ja;46;46,0;46,0;46,0;387;387,0;387,0;387,0
2021-05-11;nein;44;44,0;44,0;44,0;321;321,0;321,0;321,0
2021-05-10;alle;123;123,0;123,0;123,0;755;755,0;755,0;755,0
2021-05-10;ja;65;65,0;65,0;65,0;413;413,0;413,0;413,0
2021-05-10;nein;58;58,0;58,0;58,0;342;342,0;342,0;342,0
2021-05-09;alle;93;93,0;93,0;93,0;740;740,0;740,0;740,0
2021-05-09;ja;50;50,0;50,0;50,0;403;403,0;403,0;403,0
2021-05-09;nein;43;43,0;43,0;43,0;337;337,0;337,0;337,0
2021-05-08;alle;82;82,0;82,0;82,0;747;747,0;747,0;747,0
2021-05-08;ja;45;45,0;45,0;45,0;402;402,0;402,0;402,0
2021-05-08;nein;37;37,0;37,0;37,0;345;345,0;345,0;345,0
2021-05-07;alle;97;97,0;97,0;97,0;769;769,0;769,0;769,0
2021-05-07;ja;53;53,0;53,0;53,0;408;408,0;408,0;408,0
2021-05-07;nein;44;44,0;44,0;44,0;361;361,0;361,0;361,0
2021-05-06;alle;104;104,0;104,0;104,0;818;818,0;818,0;818,0
2021-05-06;ja;57;57,0;57,0;57,0;438;438,0;438,0;438,0
2021-05-06;nein;47;47,0;47,0;47,0;380;380,0;380,0;380,0
2021-05-05;alle;119;119,0;119,0;119,0;854;854,0;854,0;854,0
2021-05-05;ja;71;71,0;71,0;71,0;455;455,0;455,0;455,0
2021-05-05;nein;48;48,0;48,0;48,0;399;399,0;399,0;399,0
2021-05-04;alle;137;137,0;137,0;137,0;902;902,0;902,0;902,0
2021-05-04;ja;72;72,0;72,0;72,0;491;491,0;491,0;491,0
2021-05-04;nein;65;65,0;65,0;65,0;411;411,0;411,0;411,0
2021-05-03;alle;108;108,0;108,0;108,0;929;929,0;929,0;929,0
2021-05-03;ja;55;55,0;55,0;55,0;506;506,0;506,0;506,0
2021-05-03;nein;53;53,0;53,0;53,0;423;423,0;423,0;423,0
2021-05-02;alle;100;100,0;100,0;100,0;976;976,0;976,0;976,0
2021-05-02;ja;49;49,0;49,0;49,0;533;533,0;533,0;533,0
2021-05-02;nein;51;51,0;51,0;51,0;443;443,0;443,0;443,0
2021-05-01;alle;104;104,0;104,0;104,0;979;979,0;979,0;979,0
2021-05-01;ja;51;51,0;51,0;51,0;533;533,0;533,0;533,0
2021-05-01;nein;53;53,0;53,0;53,0;446;446,0;446,0;446,0
2021-04-30;alle;146;146,0;146,0;146,0;1009;1009,0;1009,0;1009,0
2021-04-30;ja;83;83,0;83,0;83,0;547;547,0;547,0;547,0
2021-04-30;nein;63;63,0;63,0;63,0;462;462,0;462,0;462,0
2021-04-29;alle;140;140,0;140,0;140,0;1012;1012,0;1012,0;1012,0
2021-04-29;ja;74;74,0;74,0;74,0;540;540,0;540,0;540,0
2021-04-29;nein;66;66,0;66,0;66,0;472;472,0;472,0;472,0
2021-04-28;alle;167;167,0;167,0;167,0;1040;1040,0;1040,0;1040,0
2021-04-28;ja;107;107,0;107,0;107,0;550;550,0;550,0;550,0
2021-04-28;nein;60;60,0;60,0;60,0;490;490,0;490,0;490,0
2021-04-27;alle;164;164,0;164,0;164,0;1027;1027,0;1027,0;1027,0
2021-04-27;ja;87;87,0;87,0;87,0;526;526,0;526,0;526,0
2021-04-27;nein;77;77,0;77,0;77,0;501;501,0;501,0;501,0
2021-04-26;alle;155;155,0;155,0;155,0;1041;1041,0;1041,0;1041,0
2021-04-26;ja;82;82,0;82,0;82,0;532;532,0;532,0;532,0
2021-04-26;nein;73;73,0;73,0;73,0;509;509,0;509,0;509,0
2021-04-25;alle;103;103,0;103,0;103,0;1060;1060,0;1060,0;1060,0
2021-04-25;ja;49;49,0;49,0;49,0;546;546,0;546,0;546,0
2021-04-25;nein;54;54,0;54,0;54,0;514;514,0;514,0;514,0
2021-04-24;alle;134;134,0;134,0;134,0;1077;1077,0;1077,0;1077,0
2021-04-24;ja;65;65,0;65,0;65,0;568;568,0;568,0;568,0
2021-04-24;nein;69;69,0;69,0;69,0;509;509,0;509,0;509,0
2021-04-23;alle;149;149,0;149,0;149,0;1069;1069,0;1069,0;1069,0
2021-04-23;ja;76;76,0;76,0;76,0;568;568,0;568,0;568,0
2021-04-23;nein;73;73,0;73,0;73,0;501;501,0;501,0;501,0
2021-04-22;alle;168;168,0;168,0;168,0;1074;1074,0;1074,0;1074,0
2021-04-22;ja;84;84,0;84,0;84,0;583;583,0;583,0;583,0
2021-04-22;nein;84;84,0;84,0;84,0;491;491,0;491,0;491,0
2021-04-21;alle;154;154,0;154,0;154,0;1068;1068,0;1068,0;1068,0
2021-04-21;ja;83;83,0;83,0;83,0;590;590,0;590,0;590,0
2021-04-21;nein;71;71,0;71,0;71,0;478;478,0;478,0;478,0
2021-04-20;alle;178;178,0;178,0;178,0;1059;1059,0;1059,0;1059,0
2021-04-20;ja;93;93,0;93,0;93,0;586;586,0;586,0;586,0
2021-04-20;nein;85;85,0;85,0;85,0;473;473,0;473,0;473,0
2021-04-19;alle;174;174,0;174,0;174,0;1015;1015,0;1015,0;1015,0
2021-04-19;ja;96;96,0;96,0;96,0;573;573,0;573,0;573,0
2021-04-19;nein;78;78,0;78,0;78,0;442;442,0;442,0;442,0
2021-04-18;alle;120;120,0;120,0;120,0;999;999,0;999,0;999,0
2021-04-18;ja;71;71,0;71,0;71,0;566;566,0;566,0;566,0
2021-04-18;nein;49;49,0;49,0;49,0;433;433,0;433,0;433,0
2021-04-17;alle;126;126,0;126,0;126,0;988;988,0;988,0;988,0
2021-04-17;ja;65;65,0;65,0;65,0;554;554,0;554,0;554,0
2021-04-17;nein;61;61,0;61,0;61,0;434;434,0;434,0;434,0
2021-04-16;alle;154;154,0;154,0;154,0;1018;1018,0;1018,0;1018,0
2021-04-16;ja;91;91,0;91,0;91,0;579;579,0;579,0;579,0
2021-04-16;nein;63;63,0;63,0;63,0;439;439,0;439,0;439,0
2021-04-15;alle;162;162,0;162,0;162,0;1038;1038,0;1038,0;1038,0
2021-04-15;ja;91;91,0;91,0;91,0;589;589,0;589,0;589,0
2021-04-15;nein;71;71,0;71,0;71,0;449;449,0;449,0;449,0
2021-04-14;alle;145;145,0;145,0;145,0;1046;1046,0;1046,0;1046,0
2021-04-14;ja;79;79,0;79,0;79,0;587;587,0;587,0;587,0
2021-04-14;nein;66;66,0;66,0;66,0;459;459,0;459,0;459,0
2021-04-13;alle;134;134,0;134,0;134,0;1065;1065,0;1065,0;1065,0
2021-04-13;ja;80;80,0;80,0;80,0;598;598,0;598,0;598,0
2021-04-13;nein;54;54,0;54,0;54,0;467;467,0;467,0;467,0
2021-04-12;alle;158;158,0;158,0;158,0;1082;1082,0;1082,0;1082,0
2021-04-12;ja;89;89,0;89,0;89,0;602;602,0;602,0;602,0
2021-04-12;nein;69;69,0;69,0;69,0;480;480,0;480,0;480,0
2021-04-11;alle;109;109,0;109,0;109,0;1061;1061,0;1061,0;1061,0
2021-04-11;ja;59;59,0;59,0;59,0;595;595,0;595,0;595,0
2021-04-11;nein;50;50,0;50,0;50,0;466;466,0;466,0;466,0
2021-04-10;alle;156;156,0;156,0;156,0;1046;1046,0;1046,0;1046,0
2021-04-10;ja;90;90,0;90,0;90,0;582;582,0;582,0;582,0
2021-04-10;nein;66;66,0;66,0;66,0;464;464,0;464,0;464,0
2021-04-09;alle;174;174,0;174,0;174,0;1003;1003,0;1003,0;1003,0
2021-04-09;ja;101;101,0;101,0;101,0;563;563,0;563,0;563,0
2021-04-09;nein;73;73,0;73,0;73,0;440;440,0;440,0;440,0
2021-04-08;alle;170;170,0;170,0;170,0;957;957,0;957,0;957,0
2021-04-08;ja;89;89,0;89,0;89,0;530;530,0;530,0;530,0
2021-04-08;nein;81;81,0;81,0;81,0;427;427,0;427,0;427,0
2021-04-07;alle;164;164,0;164,0;164,0;955;955,0;955,0;955,0
2021-04-07;ja;90;90,0;90,0;90,0;536;536,0;536,0;536,0
2021-04-07;nein;74;74,0;74,0;74,0;419;419,0;419,0;419,0
2021-04-06;alle;151;151,0;151,0;151,0;954;954,0;954,0;954,0
2021-04-06;ja;84;84,0;84,0;84,0;543;543,0;543,0;543,0
2021-04-06;nein;67;67,0;67,0;67,0;411;411,0;411,0;411,0
2021-04-05;alle;137;137,0;137,0;137,0;960;960,0;960,0;960,0
2021-04-05;ja;82;82,0;82,0;82,0;569;569,0;569,0;569,0
2021-04-05;nein;55;55,0;55,0;55,0;391;391,0;391,0;391,0
2021-04-04;alle;94;94,0;94,0;94,0;986;986,0;986,0;986,0
2021-04-04;ja;46;46,0;46,0;46,0;586;586,0;586,0;586,0
2021-04-04;nein;48;48,0;48,0;48,0;400;400,0;400,0;400,0
2021-04-03;alle;113;113,0;113,0;113,0;962;962,0;962,0;962,0
2021-04-03;ja;71;71,0;71,0;71,0;575;575,0;575,0;575,0
2021-04-03;nein;42;42,0;42,0;42,0;387;387,0;387,0;387,0
2021-04-02;alle;128;128,0;128,0;128,0;950;950,0;950,0;950,0
2021-04-02;ja;68;68,0;68,0;68,0;566;566,0;566,0;566,0
2021-04-02;nein;60;60,0;60,0;60,0;384;384,0;384,0;384,0
2021-04-01;alle;168;168,0;168,0;168,0;950;950,0;950,0;950,0
2021-04-01;ja;95;95,0;95,0;95,0;577;577,0;577,0;577,0
2021-04-01;nein;73;73,0;73,0;73,0;373;373,0;373,0;373,0
2021-03-31;alle;163;163,0;163,0;163,0;958;958,0;958,0;958,0
2021-03-31;ja;97;97,0;97,0;97,0;585;585,0;585,0;585,0
2021-03-31;nein;66;66,0;66,0;66,0;373;373,0;373,0;373,0
2021-03-30;alle;157;157,0;157,0;157,0;951;951,0;951,0;951,0
2021-03-30;ja;110;110,0;110,0;110,0;579;579,0;579,0;579,0
2021-03-30;nein;47;47,0;47,0;47,0;372;372,0;372,0;372,0
2021-03-29;alle;163;163,0;163,0;163,0;931;931,0;931,0;931,0
2021-03-29;ja;99;99,0;99,0;99,0;555;555,0;555,0;555,0
2021-03-29;nein;64;64,0;64,0;64,0;376;376,0;376,0;376,0
2021-03-28;alle;70;70,0;70,0;70,0;913;913,0;913,0;913,0
2021-03-28;ja;35;35,0;35,0;35,0;541;541,0;541,0;541,0
2021-03-28;nein;35;35,0;35,0;35,0;372;372,0;372,0;372,0
2021-03-27;alle;101;101,0;101,0;101,0;938;938,0;938,0;938,0
2021-03-27;ja;62;62,0;62,0;62,0;557;557,0;557,0;557,0
2021-03-27;nein;39;39,0;39,0;39,0;381;381,0;381,0;381,0
2021-03-26;alle;128;128,0;128,0;128,0;948;948,0;948,0;948,0
2021-03-26;ja;79;79,0;79,0;79,0;569;569,0;569,0;569,0
2021-03-26;nein;49;49,0;49,0;49,0;379;379,0;379,0;379,0
2021-03-25;alle;176;176,0;176,0;176,0;933;933,0;933,0;933,0
2021-03-25;ja;103;103,0;103,0;103,0;563;563,0;563,0;563,0
2021-03-25;nein;73;73,0;73,0;73,0;370;370,0;370,0;370,0
2021-03-24;alle;156;156,0;156,0;156,0;895;895,0;895,0;895,0
2021-03-24;ja;91;91,0;91,0;91,0;539;539,0;539,0;539,0
2021-03-24;nein;65;65,0;65,0;65,0;356;356,0;356,0;356,0
2021-03-23;alle;137;137,0;137,0;137,0;853;853,0;853,0;853,0
2021-03-23;ja;86;86,0;86,0;86,0;514;514,0;514,0;514,0
2021-03-23;nein;51;51,0;51,0;51,0;339;339,0;339,0;339,0
2021-03-22;alle;145;145,0;145,0;145,0;836;836,0;836,0;836,0
2021-03-22;ja;85;85,0;85,0;85,0;501;501,0;501,0;501,0
2021-03-22;nein;60;60,0;60,0;60,0;335;335,0;335,0;335,0
2021-03-21;alle;95;95,0;95,0;95,0;835;835,0;835,0;835,0
2021-03-21;ja;51;51,0;51,0;51,0;516;516,0;516,0;516,0
2021-03-21;nein;44;44,0;44,0;44,0;319;319,0;319,0;319,0
2021-03-20;alle;111;111,0;111,0;111,0;815;815,0;815,0;815,0
2021-03-20;ja;74;74,0;74,0;74,0;504;504,0;504,0;504,0
2021-03-20;nein;37;37,0;37,0;37,0;311;311,0;311,0;311,0
2021-03-19;alle;113;113,0;113,0;113,0;788;788,0;788,0;788,0
2021-03-19;ja;73;73,0;73,0;73,0;475;475,0;475,0;475,0
2021-03-19;nein;40;40,0;40,0;40,0;313;313,0;313,0;313,0
2021-03-18;alle;138;138,0;138,0;138,0;763;763,0;763,0;763,0
2021-03-18;ja;79;79,0;79,0;79,0;459;459,0;459,0;459,0
2021-03-18;nein;59;59,0;59,0;59,0;304;304,0;304,0;304,0
2021-03-17;alle;114;114,0;114,0;114,0;725;725,0;725,0;725,0
2021-03-17;ja;66;66,0;66,0;66,0;446;446,0;446,0;446,0
2021-03-17;nein;48;48,0;48,0;48,0;279;279,0;279,0;279,0
2021-03-16;alle;120;120,0;120,0;120,0;724;724,0;724,0;724,0
2021-03-16;ja;73;73,0;73,0;73,0;448;448,0;448,0;448,0
2021-03-16;nein;47;47,0;47,0;47,0;276;276,0;276,0;276,0
2021-03-15;alle;144;144,0;144,0;144,0;706;706,0;706,0;706,0
2021-03-15;ja;100;100,0;100,0;100,0;437;437,0;437,0;437,0
2021-03-15;nein;44;44,0;44,0;44,0;269;269,0;269,0;269,0
2021-03-14;alle;75;75,0;75,0;75,0;639;639,0;639,0;639,0
2021-03-14;ja;39;39,0;39,0;39,0;389;389,0;389,0;389,0
2021-03-14;nein;36;36,0;36,0;36,0;250;250,0;250,0;250,0
2021-03-13;alle;84;84,0;84,0;84,0;629;629,0;629,0;629,0
2021-03-13;ja;45;45,0;45,0;45,0;393;393,0;393,0;393,0
2021-03-13;nein;39;39,0;39,0;39,0;236;236,0;236,0;236,0
2021-03-12;alle;88;88,0;88,0;88,0;611;611,0;611,0;611,0
2021-03-12;ja;57;57,0;57,0;57,0;388;388,0;388,0;388,0
2021-03-12;nein;31;31,0;31,0;31,0;223;223,0;223,0;223,0
2021-03-11;alle;100;100,0;100,0;100,0;618;618,0;618,0;618,0
2021-03-11;ja;66;66,0;66,0;66,0;393;393,0;393,0;393,0
2021-03-11;nein;34;34,0;34,0;34,0;225;225,0;225,0;225,0
2021-03-10;alle;113;113,0;113,0;113,0;613;613,0;613,0;613,0
2021-03-10;ja;68;68,0;68,0;68,0;391;391,0;391,0;391,0
2021-03-10;nein;45;45,0;45,0;45,0;222;222,0;222,0;222,0
2021-03-09;alle;102;102,0;102,0;102,0;584;584,0;584,0;584,0
2021-03-09;ja;62;62,0;62,0;62,0;372;372,0;372,0;372,0
2021-03-09;nein;40;40,0;40,0;40,0;212;212,0;212,0;212,0
2021-03-08;alle;77;77,0;77,0;77,0;582;582,0;582,0;582,0
2021-03-08;ja;52;52,0;52,0;52,0;372;372,0;372,0;372,0
2021-03-08;nein;25;25,0;25,0;25,0;210;210,0;210,0;210,0
2021-03-07;alle;65;65,0;65,0;65,0;601;601,0;601,0;601,0
2021-03-07;ja;43;43,0;43,0;43,0;380;380,0;380,0;380,0
2021-03-07;nein;22;22,0;22,0;22,0;221;221,0;221,0;221,0
2021-03-06;alle;66;66,0;66,0;66,0;582;582,0;582,0;582,0
2021-03-06;ja;40;40,0;40,0;40,0;360;360,0;360,0;360,0
2021-03-06;nein;26;26,0;26,0;26,0;222;222,0;222,0;222,0
2021-03-05;alle;95;95,0;95,0;95,0;582;582,0;582,0;582,0
2021-03-05;ja;62;62,0;62,0;62,0;367;367,0;367,0;367,0
2021-03-05;nein;33;33,0;33,0;33,0;215;215,0;215,0;215,0
2021-03-04;alle;95;95,0;95,0;95,0;566;566,0;566,0;566,0
2021-03-04;ja;64;64,0;64,0;64,0;351;351,0;351,0;351,0
2021-03-04;nein;31;31,0;31,0;31,0;215;215,0;215,0;215,0
2021-03-03;alle;84;84,0;84,0;84,0;569;569,0;569,0;569,0
2021-03-03;ja;49;49,0;49,0;49,0;351;351,0;351,0;351,0
2021-03-03;nein;35;35,0;35,0;35,0;218;218,0;218,0;218,0
2021-03-02;alle;100;100,0;100,0;100,0;580;580,0;580,0;580,0
2021-03-02;ja;62;62,0;62,0;62,0;367;367,0;367,0;367,0
2021-03-02;nein;38;38,0;38,0;38,0;213;213,0;213,0;213,0
2021-03-01;alle;96;96,0;96,0;96,0;566;566,0;566,0;566,0
2021-03-01;ja;60;60,0;60,0;60,0;361;361,0;361,0;361,0
2021-03-01;nein;36;36,0;36,0;36,0;205;205,0;205,0;205,0
2021-02-28;alle;46;46,0;46,0;46,0;563;563,0;563,0;563,0
2021-02-28;ja;23;23,0;23,0;23,0;365;365,0;365,0;365,0
2021-02-28;nein;23;23,0;23,0;23,0;198;198,0;198,0;198,0
2021-02-27;alle;66;66,0;66,0;66,0;568;568,0;568,0;568,0
