date;age60;reported;nowcast_est;nowcast_lwr;nowcast_upr;reported7;nowcast7_est;nowcast7_lwr;nowcast7_upr
2021-02-27;ja;47;47,0;47,0;47,0;374;374,0;374,0;374,0
2021-02-27;nein;19;19,0;19,0;19,0;194;194,0;194,0;194,0
2021-02-26;alle;79;79,0;79,0;79,0;554;554,0;554,0;554,0
2021-02-26;ja;46;46,0;46,0;46,0;363;363,0;363,0;363,0
2021-02-26;nein;33;33,0;33,0;33,0;191;191,0;191,0;191,0
2021-02-25;alle;98;98,0;98,0;98,0;566;566,0;566,0;566,0
2021-02-25;ja;64;64,0;64,0;64,0;378;378,0;378,0;378,0
2021-02-25;nein;34;34,0;34,0;34,0;188;188,0;188,0;188,0
2021-02-24;alle;95;95,0;95,0;95,0;553;553,0;553,0;553,0
2021-02-24;ja;65;65,0;65,0;65,0;366;366,0;366,0;366,0
2021-02-24;nein;30;30,0;30,0;30,0;187;187,0;187,0;187,0
2021-02-23;alle;86;86,0;86,0;86,0;542;542,0;542,0;542,0
2021-02-23;ja;56;56,0;56,0;56,0;362;362,0;362,0;362,0
2021-02-23;nein;30;30,0;30,0;30,0;180;180,0;180,0;180,0
2021-02-22;alle;93;93,0;93,0;93,0;544;544,0;544,0;544,0
2021-02-22;ja;64;64,0;64,0;64,0;365;365,0;365,0;365,0
2021-02-22;nein;29;29,0;29,0;29,0;179;179,0;179,0;179,0
2021-02-21;alle;51;51,0;51,0;51,0;546;546,0;546,0;546,0
2021-02-21;ja;32;32,0;32,0;32,0;371;371,0;371,0;371,0
2021-02-21;nein;19;19,0;19,0;19,0;175;175,0;175,0;175,0
2021-02-20;alle;52;52,0;52,0;52,0;557;557,0;557,0;557,0
2021-02-20;ja;36;36,0;36,0;36,0;389;389,0;389,0;389,0
2021-02-20;nein;16;16,0;16,0;16,0;168;168,0;168,0;168,0
2021-02-19;alle;91;91,0;91,0;91,0;565;565,0;565,0;565,0
2021-02-19;ja;61;61,0;61,0;61,0;397;397,0;397,0;397,0
2021-02-19;nein;30;30,0;30,0;30,0;168;168,0;168,0;168,0
2021-02-18;alle;85;85,0;85,0;85,0;581;581,0;581,0;581,0
2021-02-18;ja;52;52,0;52,0;52,0;407;407,0;407,0;407,0
2021-02-18;nein;33;33,0;33,0;33,0;174;174,0;174,0;174,0
2021-02-17;alle;84;84,0;84,0;84,0;594;594,0;594,0;594,0
2021-02-17;ja;61;61,0;61,0;61,0;428;428,0;428,0;428,0
2021-02-17;nein;23;23,0;23,0;23,0;166;166,0;166,0;166,0
2021-02-16;alle;88;88,0;88,0;88,0;631;631,0;631,0;631,0
2021-02-16;ja;59;59,0;59,0;59,0;456;456,0;456,0;456,0
2021-02-16;nein;29;29,0;29,0;29,0;175;175,0;175,0;175,0
2021-02-15;alle;95;95,0;95,0;95,0;647;647,0;647,0;647,0
2021-02-15;ja;70;70,0;70,0;70,0;466;466,0;466,0;466,0
2021-02-15;nein;25;25,0;25,0;25,0;181;181,0;181,0;181,0
2021-02-14;alle;62;62,0;62,0;62,0;671;671,0;671,0;671,0
2021-02-14;ja;50;50,0;50,0;50,0;484;484,0;484,0;484,0
2021-02-14;nein;12;12,0;12,0;12,0;187;187,0;187,0;187,0
2021-02-13;alle;60;60,0;60,0;60,0;684;684,0;684,0;684,0
2021-02-13;ja;44;44,0;44,0;44,0;483;483,0;483,0;483,0
2021-02-13;nein;16;16,0;16,0;16,0;201;201,0;201,0;201,0
2021-02-12;alle;107;107,0;107,0;107,0;689;689,0;689,0;689,0
2021-02-12;ja;71;71,0;71,0;71,0;489;489,0;489,0;489,0
2021-02-12;nein;36;36,0;36,0;36,0;200;200,0;200,0;200,0
2021-02-11;alle;98;98,0;98,0;98,0;681;681,0;681,0;681,0
2021-02-11;ja;73;73,0;73,0;73,0;487;487,0;487,0;487,0
2021-02-11;nein;25;25,0;25,0;25,0;194;194,0;194,0;194,0
2021-02-10;alle;121;121,0;121,0;121,0;687;687,0;687,0;687,0
2021-02-10;ja;89;89,0;89,0;89,0;498;498,0;498,0;498,0
2021-02-10;nein;32;32,0;32,0;32,0;189;189,0;189,0;189,0
2021-02-09;alle;104;104,0;104,0;104,0;681;681,0;681,0;681,0
2021-02-09;ja;69;69,0;69,0;69,0;492;492,0;492,0;492,0
2021-02-09;nein;35;35,0;35,0;35,0;189;189,0;189,0;189,0
2021-02-08;alle;119;119,0;119,0;119,0;690;690,0;690,0;690,0
2021-02-08;ja;88;88,0;88,0;88,0;505;505,0;505,0;505,0
2021-02-08;nein;31;31,0;31,0;31,0;185;185,0;185,0;185,0
2021-02-07;alle;75;75,0;75,0;75,0;725;725,0;725,0;725,0
2021-02-07;ja;49;49,0;49,0;49,0;526;526,0;526,0;526,0
2021-02-07;nein;26;26,0;26,0;26,0;199;199,0;199,0;199,0
2021-02-06;alle;65;65,0;65,0;65,0;719;719,0;719,0;719,0
2021-02-06;ja;50;50,0;50,0;50,0;527;527,0;527,0;527,0
2021-02-06;nein;15;15,0;15,0;15,0;192;192,0;192,0;192,0
2021-02-05;alle;99;99,0;99,0;99,0;725;725,0;725,0;725,0
2021-02-05;ja;69;69,0;69,0;69,0;532;532,0;532,0;532,0
2021-02-05;nein;30;30,0;30,0;30,0;193;193,0;193,0;193,0
2021-02-04;alle;104;104,0;104,0;104,0;766;766,0;766,0;766,0
2021-02-04;ja;84;84,0;84,0;84,0;564;564,0;564,0;564,0
2021-02-04;nein;20;20,0;20,0;20,0;202;202,0;202,0;202,0
2021-02-03;alle;115;115,0;115,0;115,0;804;804,0;804,0;804,0
2021-02-03;ja;83;83,0;83,0;83,0;587;587,0;587,0;587,0
2021-02-03;nein;32;32,0;32,0;32,0;217;217,0;217,0;217,0
2021-02-02;alle;113;113,0;113,0;113,0;834;834,0;834,0;834,0
2021-02-02;ja;82;82,0;82,0;82,0;620;620,0;620,0;620,0
2021-02-02;nein;31;31,0;31,0;31,0;214;214,0;214,0;214,0
2021-02-01;alle;154;154,0;154,0;154,0;870;870,0;870,0;870,0
2021-02-01;ja;109;109,0;109,0;109,0;651;651,0;651,0;651,0
2021-02-01;nein;45;45,0;45,0;45,0;219;219,0;219,0;219,0
2021-01-31;alle;69;69,0;69,0;69,0;877;877,0;877,0;877,0
2021-01-31;ja;50;50,0;50,0;50,0;655;655,0;655,0;655,0
2021-01-31;nein;19;19,0;19,0;19,0;222;222,0;222,0;222,0
2021-01-30;alle;71;71,0;71,0;71,0;910;910,0;910,0;910,0
2021-01-30;ja;55;55,0;55,0;55,0;680;680,0;680,0;680,0
2021-01-30;nein;16;16,0;16,0;16,0;230;230,0;230,0;230,0
2021-01-29;alle;140;140,0;140,0;140,0;934;934,0;934,0;934,0
2021-01-29;ja;101;101,0;101,0;101,0;689;689,0;689,0;689,0
2021-01-29;nein;39;39,0;39,0;39,0;245;245,0;245,0;245,0
2021-01-28;alle;142;142,0;142,0;142,0;957;957,0;957,0;957,0
2021-01-28;ja;107;107,0;107,0;107,0;706;706,0;706,0;706,0
2021-01-28;nein;35;35,0;35,0;35,0;251;251,0;251,0;251,0
2021-01-27;alle;145;145,0;145,0;145,0;1000;1000,0;1000,0;1000,0
2021-01-27;ja;116;116,0;116,0;116,0;730;730,0;730,0;730,0
2021-01-27;nein;29;29,0;29,0;29,0;270;270,0;270,0;270,0
2021-01-26;alle;149;149,0;149,0;149,0;1023;1023,0;1023,0;1023,0
2021-01-26;ja;113;113,0;113,0;113,0;745;745,0;745,0;745,0
2021-01-26;nein;36;36,0;36,0;36,0;278;278,0;278,0;278,0
2021-01-25;alle;161;161,0;161,0;161,0;1059;1059,0;1059,0;1059,0
2021-01-25;ja;113;113,0;113,0;113,0;771;771,0;771,0;771,0
2021-01-25;nein;48;48,0;48,0;48,0;288;288,0;288,0;288,0
2021-01-24;alle;102;102,0;102,0;102,0;1080;1080,0;1080,0;1080,0
2021-01-24;ja;75;75,0;75,0;75,0;799;799,0;799,0;799,0
2021-01-24;nein;27;27,0;27,0;27,0;281;281,0;281,0;281,0
2021-01-23;alle;95;95,0;95,0;95,0;1084;1084,0;1084,0;1084,0
2021-01-23;ja;64;64,0;64,0;64,0;807;807,0;807,0;807,0
2021-01-23;nein;31;31,0;31,0;31,0;277;277,0;277,0;277,0
2021-01-22;alle;163;163,0;163,0;163,0;1109;1109,0;1109,0;1109,0
2021-01-22;ja;118;118,0;118,0;118,0;837;837,0;837,0;837,0
2021-01-22;nein;45;45,0;45,0;45,0;272;272,0;272,0;272,0
2021-01-21;alle;185;185,0;185,0;185,0;1108;1108,0;1108,0;1108,0
2021-01-21;ja;131;131,0;131,0;131,0;843;843,0;843,0;843,0
2021-01-21;nein;54;54,0;54,0;54,0;265;265,0;265,0;265,0
2021-01-20;alle;168;168,0;168,0;168,0;1136;1136,0;1136,0;1136,0
2021-01-20;ja;131;131,0;131,0;131,0;866;866,0;866,0;866,0
2021-01-20;nein;37;37,0;37,0;37,0;270;270,0;270,0;270,0
2021-01-19;alle;185;185,0;185,0;185,0;1164;1164,0;1164,0;1164,0
2021-01-19;ja;139;139,0;139,0;139,0;877;877,0;877,0;877,0
2021-01-19;nein;46;46,0;46,0;46,0;287;287,0;287,0;287,0
2021-01-18;alle;182;182,0;182,0;182,0;1178;1178,0;1178,0;1178,0
2021-01-18;ja;141;141,0;141,0;141,0;880;880,0;880,0;880,0
2021-01-18;nein;41;41,0;41,0;41,0;298;298,0;298,0;298,0
2021-01-17;alle;106;106,0;106,0;106,0;1200;1200,0;1200,0;1200,0
2021-01-17;ja;83;83,0;83,0;83,0;896;896,0;896,0;896,0
2021-01-17;nein;23;23,0;23,0;23,0;304;304,0;304,0;304,0
2021-01-16;alle;120;120,0;120,0;120,0;1216;1216,0;1216,0;1216,0
2021-01-16;ja;94;94,0;94,0;94,0;908;908,0;908,0;908,0
2021-01-16;nein;26;26,0;26,0;26,0;308;308,0;308,0;308,0
2021-01-15;alle;162;162,0;162,0;162,0;1238;1238,0;1238,0;1238,0
2021-01-15;ja;124;124,0;124,0;124,0;922;922,0;922,0;922,0
2021-01-15;nein;38;38,0;38,0;38,0;316;316,0;316,0;316,0
2021-01-14;alle;213;213,0;213,0;213,0;1274;1274,0;1274,0;1274,0
2021-01-14;ja;154;154,0;154,0;154,0;960;960,0;960,0;960,0
2021-01-14;nein;59;59,0;59,0;59,0;314;314,0;314,0;314,0
2021-01-13;alle;196;196,0;196,0;196,0;1287;1287,0;1287,0;1287,0
2021-01-13;ja;142;142,0;142,0;142,0;986;986,0;986,0;986,0
2021-01-13;nein;54;54,0;54,0;54,0;301;301,0;301,0;301,0
2021-01-12;alle;199;199,0;199,0;199,0;1243;1243,0;1243,0;1243,0
2021-01-12;ja;142;142,0;142,0;142,0;961;961,0;961,0;961,0
2021-01-12;nein;57;57,0;57,0;57,0;282;282,0;282,0;282,0
2021-01-11;alle;204;204,0;204,0;204,0;1268;1268,0;1268,0;1268,0
2021-01-11;ja;157;157,0;157,0;157,0;992;992,0;992,0;992,0
2021-01-11;nein;47;47,0;47,0;47,0;276;276,0;276,0;276,0
2021-01-10;alle;122;122,0;122,0;122,0;1333;1333,0;1333,0;1333,0
2021-01-10;ja;95;95,0;95,0;95,0;1037;1037,0;1037,0;1037,0
2021-01-10;nein;27;27,0;27,0;27,0;296;296,0;296,0;296,0
2021-01-09;alle;142;142,0;142,0;142,0;1368;1368,0;1368,0;1368,0
2021-01-09;ja;108;108,0;108,0;108,0;1051;1051,0;1051,0;1051,0
2021-01-09;nein;34;34,0;34,0;34,0;317;317,0;317,0;317,0
2021-01-08;alle;198;198,0;198,0;198,0;1416;1416,0;1416,0;1416,0
2021-01-08;ja;162;162,0;162,0;162,0;1089;1089,0;1089,0;1089,0
2021-01-08;nein;36;36,0;36,0;36,0;327;327,0;327,0;327,0
2021-01-07;alle;226;226,0;226,0;226,0;1372;1372,0;1372,0;1372,0
2021-01-07;ja;180;180,0;180,0;180,0;1043;1043,0;1043,0;1043,0
2021-01-07;nein;46;46,0;46,0;46,0;329;329,0;329,0;329,0
2021-01-06;alle;152;152,0;152,0;152,0;1309;1309,0;1309,0;1309,0
2021-01-06;ja;117;117,0;117,0;117,0;993;993,0;993,0;993,0
2021-01-06;nein;35;35,0;35,0;35,0;316;316,0;316,0;316,0
2021-01-05;alle;224;224,0;224,0;224,0;1401;1401,0;1401,0;1401,0
2021-01-05;ja;173;173,0;173,0;173,0;1069;1069,0;1069,0;1069,0
2021-01-05;nein;51;51,0;51,0;51,0;332;332,0;332,0;332,0
2021-01-04;alle;269;269,0;269,0;269,0;1449;1449,0;1449,0;1449,0
2021-01-04;ja;202;202,0;202,0;202,0;1090;1090,0;1090,0;1090,0
2021-01-04;nein;67;67,0;67,0;67,0;359;359,0;359,0;359,0
2021-01-03;alle;157;157,0;157,0;157,0;1454;1454,0;1454,0;1454,0
2021-01-03;ja;109;109,0;109,0;109,0;1094;1094,0;1094,0;1094,0
2021-01-03;nein;48;48,0;48,0;48,0;360;360,0;360,0;360,0
2021-01-02;alle;190;190,0;190,0;190,0;1493;1493,0;1493,0;1493,0
2021-01-02;ja;146;146,0;146,0;146,0;1137;1137,0;1137,0;1137,0
2021-01-02;nein;44;44,0;44,0;44,0;356;356,0;356,0;356,0
2021-01-01;alle;154;154,0;154,0;154,0;1463;1463,0;1463,0;1463,0
2021-01-01;ja;116;116,0;116,0;116,0;1109;1109,0;1109,0;1109,0
2021-01-01;nein;38;38,0;38,0;38,0;354;354,0;354,0;354,0
2020-12-31;alle;163;163,0;163,0;163,0;1467;1467,0;1467,0;1467,0
2020-12-31;ja;130;130,0;130,0;130,0;1112;1112,0;1112,0;1112,0
2020-12-31;nein;33;33,0;33,0;33,0;355;355,0;355,0;355,0
2020-12-30;alle;244;244,0;244,0;244,0;1494;1494,0;1494,0;1494,0
2020-12-30;ja;193;193,0;193,0;193,0;1124;1124,0;1124,0;1124,0
2020-12-30;nein;51;51,0;51,0;51,0;370;370,0;370,0;370,0
2020-12-29;alle;272;272,0;272,0;272,0;1482;1482,0;1482,0;1482,0
2020-12-29;ja;194;194,0;194,0;194,0;1124;1124,0;1124,0;1124,0
2020-12-29;nein;78;78,0;78,0;78,0;358;358,0;358,0;358,0
2020-12-28;alle;274;274,0;274,0;274,0;1452;1452,0;1452,0;1452,0
2020-12-28;ja;206;206,0;206,0;206,0;1112;1112,0;1112,0;1112,0
2020-12-28;nein;68;68,0;68,0;68,0;340;340,0;340,0;340,0
2020-12-27;alle;196;196,0;196,0;196,0;1403;1403,0;1403,0;1403,0
2020-12-27;ja;152;152,0;152,0;152,0;1081;1081,0;1081,0;1081,0
2020-12-27;nein;44;44,0;44,0;44,0;322;322,0;322,0;322,0
2020-12-26;alle;160;160,0;160,0;160,0;1347;1347,0;1347,0;1347,0
2020-12-26;ja;118;118,0;118,0;118,0;1025;1025,0;1025,0;1025,0
2020-12-26;nein;42;42,0;42,0;42,0;322;322,0;322,0;322,0
2020-12-25;alle;158;158,0;158,0;158,0;1366;1366,0;1366,0;1366,0
2020-12-25;ja;119;119,0;119,0;119,0;1036;1036,0;1036,0;1036,0
2020-12-25;nein;39;39,0;39,0;39,0;330;330,0;330,0;330,0
2020-12-24;alle;190;190,0;190,0;190,0;1468;1468,0;1468,0;1468,0
2020-12-24;ja;142;142,0;142,0;142,0;1115;1115,0;1115,0;1115,0
2020-12-24;nein;48;48,0;48,0;48,0;353;353,0;353,0;353,0
2020-12-23;alle;232;232,0;232,0;232,0;1525;1525,0;1525,0;1525,0
2020-12-23;ja;193;193,0;193,0;193,0;1155;1155,0;1155,0;1155,0
2020-12-23;nein;39;39,0;39,0;39,0;370;370,0;370,0;370,0
2020-12-22;alle;242;242,0;242,0;242,0;1529;1529,0;1529,0;1529,0
2020-12-22;ja;182;182,0;182,0;182,0;1146;1146,0;1146,0;1146,0
2020-12-22;nein;60;60,0;60,0;60,0;383;383,0;383,0;383,0
2020-12-21;alle;225;225,0;225,0;225,0;1549;1549,0;1549,0;1549,0
2020-12-21;ja;175;175,0;175,0;175,0;1156;1156,0;1156,0;1156,0
2020-12-21;nein;50;50,0;50,0;50,0;393;393,0;393,0;393,0
2020-12-20;alle;140;140,0;140,0;140,0;1553;1553,0;1553,0;1553,0
2020-12-20;ja;96;96,0;96,0;96,0;1157;1157,0;1157,0;1157,0
2020-12-20;nein;44;44,0;44,0;44,0;396;396,0;396,0;396,0
2020-12-19;alle;179;179,0;179,0;179,0;1570;1570,0;1570,0;1570,0
2020-12-19;ja;129;129,0;129,0;129,0;1195;1195,0;1195,0;1195,0
2020-12-19;nein;50;50,0;50,0;50,0;375;375,0;375,0;375,0
2020-12-18;alle;260;260,0;260,0;260,0;1577;1577,0;1577,0;1577,0
2020-12-18;ja;198;198,0;198,0;198,0;1208;1208,0;1208,0;1208,0
2020-12-18;nein;62;62,0;62,0;62,0;369;369,0;369,0;369,0
2020-12-17;alle;247;247,0;247,0;247,0;1563;1563,0;1563,0;1563,0
2020-12-17;ja;182;182,0;182,0;182,0;1197;1197,0;1197,0;1197,0
2020-12-17;nein;65;65,0;65,0;65,0;366;366,0;366,0;366,0
2020-12-16;alle;236;236,0;236,0;236,0;1584;1584,0;1584,0;1584,0
2020-12-16;ja;184;184,0;184,0;184,0;1226;1226,0;1226,0;1226,0
2020-12-16;nein;52;52,0;52,0;52,0;358;358,0;358,0;358,0
2020-12-15;alle;262;262,0;262,0;262,0;1634;1634,0;1634,0;1634,0
2020-12-15;ja;192;192,0;192,0;192,0;1256;1256,0;1256,0;1256,0
2020-12-15;nein;70;70,0;70,0;70,0;378;378,0;378,0;378,0
2020-12-14;alle;229;229,0;229,0;229,0;1651;1651,0;1651,0;1651,0
2020-12-14;ja;176;176,0;176,0;176,0;1274;1274,0;1274,0;1274,0
2020-12-14;nein;53;53,0;53,0;53,0;377;377,0;377,0;377,0
2020-12-13;alle;157;157,0;157,0;157,0;1678;1678,0;1678,0;1678,0
2020-12-13;ja;134;134,0;134,0;134,0;1291;1291,0;1291,0;1291,0
2020-12-13;nein;23;23,0;23,0;23,0;387;387,0;387,0;387,0
2020-12-12;alle;186;186,0;186,0;186,0;1673;1673,0;1673,0;1673,0
2020-12-12;ja;142;142,0;142,0;142,0;1273;1273,0;1273,0;1273,0
2020-12-12;nein;44;44,0;44,0;44,0;400;400,0;400,0;400,0
2020-12-11;alle;246;246,0;246,0;246,0;1659;1659,0;1659,0;1659,0
2020-12-11;ja;187;187,0;187,0;187,0;1259;1259,0;1259,0;1259,0
2020-12-11;nein;59;59,0;59,0;59,0;400;400,0;400,0;400,0
2020-12-10;alle;268;268,0;268,0;268,0;1651;1651,0;1651,0;1651,0
2020-12-10;ja;211;211,0;211,0;211,0;1256;1256,0;1256,0;1256,0
2020-12-10;nein;57;57,0;57,0;57,0;395;395,0;395,0;395,0
2020-12-09;alle;286;286,0;286,0;286,0;1640;1640,0;1640,0;1640,0
2020-12-09;ja;214;214,0;214,0;214,0;1242;1242,0;1242,0;1242,0
2020-12-09;nein;72;72,0;72,0;72,0;398;398,0;398,0;398,0
2020-12-08;alle;279;279,0;279,0;279,0;1570;1570,0;1570,0;1570,0
2020-12-08;ja;210;210,0;210,0;210,0;1183;1183,0;1183,0;1183,0
2020-12-08;nein;69;69,0;69,0;69,0;387;387,0;387,0;387,0
2020-12-07;alle;256;256,0;256,0;256,0;1560;1560,0;1560,0;1560,0
2020-12-07;ja;193;193,0;193,0;193,0;1172;1172,0;1172,0;1172,0
2020-12-07;nein;63;63,0;63,0;63,0;388;388,0;388,0;388,0
2020-12-06;alle;152;152,0;152,0;152,0;1569;1569,0;1569,0;1569,0
2020-12-06;ja;116;116,0;116,0;116,0;1179;1179,0;1179,0;1179,0
2020-12-06;nein;36;36,0;36,0;36,0;390;390,0;390,0;390,0
2020-12-05;alle;172;172,0;172,0;172,0;1527;1527,0;1527,0;1527,0
2020-12-05;ja;128;128,0;128,0;128,0;1146;1146,0;1146,0;1146,0
2020-12-05;nein;44;44,0;44,0;44,0;381;381,0;381,0;381,0
2020-12-04;alle;238;238,0;238,0;238,0;1515;1515,0;1515,0;1515,0
2020-12-04;ja;184;184,0;184,0;184,0;1129;1129,0;1129,0;1129,0
2020-12-04;nein;54;54,0;54,0;54,0;386;386,0;386,0;386,0
2020-12-03;alle;257;257,0;257,0;257,0;1492;1492,0;1492,0;1492,0
2020-12-03;ja;197;197,0;197,0;197,0;1109;1109,0;1109,0;1109,0
2020-12-03;nein;60;60,0;60,0;60,0;383;383,0;383,0;383,0
2020-12-02;alle;216;216,0;216,0;216,0;1496;1496,0;1496,0;1496,0
2020-12-02;ja;155;155,0;155,0;155,0;1116;1116,0;1116,0;1116,0
2020-12-02;nein;61;61,0;61,0;61,0;380;380,0;380,0;380,0
2020-12-01;alle;269;269,0;269,0;269,0;1473;1473,0;1473,0;1473,0
2020-12-01;ja;199;199,0;199,0;199,0;1098;1098,0;1098,0;1098,0
2020-12-01;nein;70;70,0;70,0;70,0;375;375,0;375,0;375,0
2020-11-30;alle;265;265,0;265,0;265,0;1456;1456,0;1456,0;1456,0
2020-11-30;ja;200;200,0;200,0;200,0;1083;1083,0;1083,0;1083,0
2020-11-30;nein;65;65,0;65,0;65,0;373;373,0;373,0;373,0
2020-11-29;alle;110;110,0;110,0;110,0;1423;1423,0;1423,0;1423,0
2020-11-29;ja;83;83,0;83,0;83,0;1049;1049,0;1049,0;1049,0
2020-11-29;nein;27;27,0;27,0;27,0;374;374,0;374,0;374,0
2020-11-28;alle;160;160,0;160,0;160,0;1446;1446,0;1446,0;1446,0
2020-11-28;ja;111;111,0;111,0;111,0;1064;1064,0;1064,0;1064,0
2020-11-28;nein;49;49,0;49,0;49,0;382;382,0;382,0;382,0
2020-11-27;alle;215;215,0;215,0;215,0;1424;1424,0;1424,0;1424,0
2020-11-27;ja;164;164,0;164,0;164,0;1038;1038,0;1038,0;1038,0
2020-11-27;nein;51;51,0;51,0;51,0;386;386,0;386,0;386,0
2020-11-26;alle;261;261,0;261,0;261,0;1407;1407,0;1407,0;1407,0
2020-11-26;ja;204;204,0;204,0;204,0;1016;1016,0;1016,0;1016,0
2020-11-26;nein;57;57,0;57,0;57,0;391;391,0;391,0;391,0
2020-11-25;alle;193;193,0;193,0;193,0;1344;1344,0;1344,0;1344,0
2020-11-25;ja;137;137,0;137,0;137,0;950;950,0;950,0;950,0
2020-11-25;nein;56;56,0;56,0;56,0;394;394,0;394,0;394,0
2020-11-24;alle;252;252,0;252,0;252,0;1391;1391,0;1391,0;1391,0
2020-11-24;ja;184;184,0;184,0;184,0;987;987,0;987,0;987,0
2020-11-24;nein;68;68,0;68,0;68,0;404;404,0;404,0;404,0
2020-11-23;alle;232;232,0;232,0;232,0;1336;1336,0;1336,0;1336,0
2020-11-23;ja;166;166,0;166,0;166,0;948;948,0;948,0;948,0
2020-11-23;nein;66;66,0;66,0;66,0;388;388,0;388,0;388,0
2020-11-22;alle;133;133,0;133,0;133,0;1319;1319,0;1319,0;1319,0
2020-11-22;ja;98;98,0;98,0;98,0;925;925,0;925,0;925,0
2020-11-22;nein;35;35,0;35,0;35,0;394;394,0;394,0;394,0
2020-11-21;alle;138;138,0;138,0;138,0;1314;1314,0;1314,0;1314,0
2020-11-21;ja;85;85,0;85,0;85,0;920;920,0;920,0;920,0
2020-11-21;nein;53;53,0;53,0;53,0;394;394,0;394,0;394,0
2020-11-20;alle;198;198,0;198,0;198,0;1306;1306,0;1306,0;1306,0
2020-11-20;ja;142;142,0;142,0;142,0;920;920,0;920,0;920,0
2020-11-20;nein;56;56,0;56,0;56,0;386;386,0;386,0;386,0
2020-11-19;alle;198;198,0;198,0;198,0;1322;1322,0;1322,0;1322,0
2020-11-19;ja;138;138,0;138,0;138,0;926;926,0;926,0;926,0
2020-11-19;nein;60;60,0;60,0;60,0;396;396,0;396,0;396,0
2020-11-18;alle;240;240,0;240,0;240,0;1332;1332,0;1332,0;1332,0
2020-11-18;ja;174;174,0;174,0;174,0;924;924,0;924,0;924,0
2020-11-18;nein;66;66,0;66,0;66,0;408;408,0;408,0;408,0
2020-11-17;alle;197;197,0;197,0;197,0;1277;1277,0;1277,0;1277,0
2020-11-17;ja;145;145,0;145,0;145,0;872;872,0;872,0;872,0
2020-11-17;nein;52;52,0;52,0;52,0;405;405,0;405,0;405,0
2020-11-16;alle;215;215,0;215,0;215,0;1264;1264,0;1264,0;1264,0
2020-11-16;ja;143;143,0;143,0;143,0;844;844,0;844,0;844,0
2020-11-16;nein;72;72,0;72,0;72,0;420;420,0;420,0;420,0
2020-11-15;alle;128;128,0;128,0;128,0;1255;1255,0;1255,0;1255,0
2020-11-15;ja;93;93,0;93,0;93,0;848;848,0;848,0;848,0
2020-11-15;nein;35;35,0;35,0;35,0;407;407,0;407,0;407,0
2020-11-14;alle;130;130,0;130,0;130,0;1212;1212,0;1212,0;1212,0
2020-11-14;ja;85;85,0;85,0;85,0;809;809,0;809,0;809,0
2020-11-14;nein;45;45,0;45,0;45,0;403;403,0;403,0;403,0
2020-11-13;alle;214;214,0;214,0;214,0;1191;1191,0;1191,0;1191,0
2020-11-13;ja;148;148,0;148,0;148,0;793;793,0;793,0;793,0
2020-11-13;nein;66;66,0;66,0;66,0;398;398,0;398,0;398,0
2020-11-12;alle;208;208,0;208,0;208,0;1156;1156,0;1156,0;1156,0
2020-11-12;ja;136;136,0;136,0;136,0;779;779,0;779,0;779,0
2020-11-12;nein;72;72,0;72,0;72,0;377;377,0;377,0;377,0
2020-11-11;alle;185;185,0;185,0;185,0;1108;1108,0;1108,0;1108,0
2020-11-11;ja;122;122,0;122,0;122,0;748;748,0;748,0;748,0
2020-11-11;nein;63;63,0;63,0;63,0;360;360,0;360,0;360,0
2020-11-10;alle;184;184,0;184,0;184,0;1074;1074,0;1074,0;1074,0
2020-11-10;ja;117;117,0;117,0;117,0;722;722,0;722,0;722,0
2020-11-10;nein;67;67,0;67,0;67,0;352;352,0;352,0;352,0
2020-11-09;alle;206;206,0;206,0;206,0;1065;1065,0;1065,0;1065,0
2020-11-09;ja;147;147,0;147,0;147,0;726;726,0;726,0;726,0
2020-11-09;nein;59;59,0;59,0;59,0;339;339,0;339,0;339,0
2020-11-08;alle;85;85,0;85,0;85,0;1065;1065,0;1065,0;1065,0
2020-11-08;ja;54;54,0;54,0;54,0;714;714,0;714,0;714,0
2020-11-08;nein;31;31,0;31,0;31,0;351;351,0;351,0;351,0
2020-11-07;alle;109;109,0;109,0;109,0;1084;1084,0;1084,0;1084,0
2020-11-07;ja;69;69,0;69,0;69,0;731;731,0;731,0;731,0
2020-11-07;nein;40;40,0;40,0;40,0;353;353,0;353,0;353,0
2020-11-06;alle;179;179,0;179,0;179,0;1089;1089,0;1089,0;1089,0
2020-11-06;ja;134;134,0;134,0;134,0;732;732,0;732,0;732,0
2020-11-06;nein;45;45,0;45,0;45,0;357;357,0;357,0;357,0
2020-11-05;alle;160;160,0;160,0;160,0;1061;1061,0;1061,0;1061,0
2020-11-05;ja;105;105,0;105,0;105,0;703;703,0;703,0;703,0
2020-11-05;nein;55;55,0;55,0;55,0;358;358,0;358,0;358,0
2020-11-04;alle;151;151,0;151,0;151,0;1039;1039,0;1039,0;1039,0
2020-11-04;ja;96;96,0;96,0;96,0;693;693,0;693,0;693,0
2020-11-04;nein;55;55,0;55,0;55,0;346;346,0;346,0;346,0
2020-11-03;alle;175;175,0;175,0;175,0;996;996,0;996,0;996,0
2020-11-03;ja;121;121,0;121,0;121,0;663;663,0;663,0;663,0
2020-11-03;nein;54;54,0;54,0;54,0;333;333,0;333,0;333,0
2020-11-02;alle;206;206,0;206,0;206,0;949;949,0;949,0;949,0
2020-11-02;ja;135;135,0;135,0;135,0;635;635,0;635,0;635,0
2020-11-02;nein;71;71,0;71,0;71,0;314;314,0;314,0;314,0
