Bundesland,Altersgruppe,Meldedatum,Kalenderjahr,Kalenderwoche,Neuerkrankung,Hospitalisierung,index,population
Schleswig-Holstein,35-59,2020-05-31,2020,22,10,1,22,1006281
Schleswig-Holstein,60-79,2020-05-31,2020,22,7,3,22,663225
Schleswig-Holstein,80+,2020-05-31,2020,22,5,2,22,220518
Thueringen,00-04,2020-05-31,2020,22,1,0,22,87718
Thueringen,05-14,2020-05-31,2020,22,7,0,22,184533
Thueringen,15-34,2020-05-31,2020,22,19,0,22,386793
Thueringen,35-59,2020-05-31,2020,22,44,2,22,720476
Thueringen,60-79,2020-05-31,2020,22,40,12,22,558709
Thueringen,80+,2020-05-31,2020,22,38,16,22,179123
Baden-Wuerttemberg,00-04,2020-06-07,2020,23,9,0,23,549986
Baden-Wuerttemberg,05-14,2020-06-07,2020,23,7,0,23,1014378
Baden-Wuerttemberg,15-34,2020-06-07,2020,23,60,2,23,2678250
Baden-Wuerttemberg,35-59,2020-06-07,2020,23,57,9,23,3822725
Baden-Wuerttemberg,60-79,2020-06-07,2020,23,24,11,23,2286835
Baden-Wuerttemberg,80+,2020-06-07,2020,23,22,13,23,751989
Bayern,00-04,2020-06-07,2020,23,4,1,23,650503
Bayern,05-14,2020-06-07,2020,23,13,2,23,1157241
Bayern,15-34,2020-06-07,2020,23,102,7,23,3103465
Bayern,35-59,2020-06-07,2020,23,110,16,23,4601435
Bayern,60-79,2020-06-07,2020,23,38,11,23,2743938
Bayern,80+,2020-06-07,2020,23,44,18,23,871866
Berlin,00-04,2020-06-07,2020,23,12,0,23,191397
Berlin,05-14,2020-06-07,2020,23,25,1,23,332599
Berlin,15-34,2020-06-07,2020,23,69,2,23,947650
Berlin,35-59,2020-06-07,2020,23,63,13,23,1275540
Berlin,60-79,2020-06-07,2020,23,13,8,23,694774
Berlin,80+,2020-06-07,2020,23,8,3,23,221362
Brandenburg,00-04,2020-06-07,2020,23,0,0,23,108401
Brandenburg,05-14,2020-06-07,2020,23,1,1,23,231502
Brandenburg,15-34,2020-06-07,2020,23,5,0,23,435611
Brandenburg,35-59,2020-06-07,2020,23,7,1,23,908807
Brandenburg,60-79,2020-06-07,2020,23,3,2,23,638658
Brandenburg,80+,2020-06-07,2020,23,0,0,23,208572
Bremen,00-04,2020-06-07,2020,23,2,0,23,34034
Bremen,05-14,2020-06-07,2020,23,13,0,23,60178
Bremen,15-34,2020-06-07,2020,23,33,0,23,172904
Bremen,35-59,2020-06-07,2020,23,31,3,23,225427
Bremen,60-79,2020-06-07,2020,23,12,4,23,140249
Bremen,80+,2020-06-07,2020,23,8,5,23,47379
Hamburg,00-04,2020-06-07,2020,23,1,0,23,99224
Hamburg,05-14,2020-06-07,2020,23,1,0,23,166713
Hamburg,15-34,2020-06-07,2020,23,6,0,23,493650
Hamburg,35-59,2020-06-07,2020,23,12,2,23,654824
Hamburg,60-79,2020-06-07,2020,23,6,0,23,325912
Hamburg,80+,2020-06-07,2020,23,1,0,23,112515
Hessen,00-04,2020-06-07,2020,23,10,1,23,304428
Hessen,05-14,2020-06-07,2020,23,12,0,23,579964
Hessen,15-34,2020-06-07,2020,23,46,2,23,1469929
Hessen,35-59,2020-06-07,2020,23,52,5,23,2193749
Hessen,60-79,2020-06-07,2020,23,15,3,23,1320559
Hessen,80+,2020-06-07,2020,23,8,6,23,422139
Mecklenburg-Vorpommern,00-04,2020-06-07,2020,23,0,0,23,66216
Mecklenburg-Vorpommern,05-14,2020-06-07,2020,23,0,0,23,140750
Mecklenburg-Vorpommern,15-34,2020-06-07,2020,23,3,0,23,295487
Mecklenburg-Vorpommern,35-59,2020-06-07,2020,23,2,0,23,554265
Mecklenburg-Vorpommern,60-79,2020-06-07,2020,23,4,1,23,420800
Mecklenburg-Vorpommern,80+,2020-06-07,2020,23,4,1,23,133378
Niedersachsen,00-04,2020-06-07,2020,23,39,0,23,380629
Niedersachsen,05-14,2020-06-07,2020,23,67,0,23,724185
Niedersachsen,15-34,2020-06-07,2020,23,199,10,23,1803724
Niedersachsen,35-59,2020-06-07,2020,23,151,16,23,2728615
Niedersachsen,60-79,2020-06-07,2020,23,40,8,23,1769714
Niedersachsen,80+,2020-06-07,2020,23,8,5,23,580572
Nordrhein-Westfalen,00-04,2020-06-07,2020,23,24,1,23,875319
Nordrhein-Westfalen,05-14,2020-06-07,2020,23,42,1,23,1649725
Nordrhein-Westfalen,15-34,2020-06-07,2020,23,239,15,23,4197591
Nordrhein-Westfalen,35-59,2020-06-07,2020,23,219,17,23,6141151
Nordrhein-Westfalen,60-79,2020-06-07,2020,23,74,25,23,3823400
Nordrhein-Westfalen,80+,2020-06-07,2020,23,39,13,23,1262725
Rheinland-Pfalz,00-04,2020-06-07,2020,23,1,0,23,195044
Rheinland-Pfalz,05-14,2020-06-07,2020,23,14,0,23,366538
Rheinland-Pfalz,15-34,2020-06-07,2020,23,28,0,23,916852
Rheinland-Pfalz,35-59,2020-06-07,2020,23,26,4,23,1404114
Rheinland-Pfalz,60-79,2020-06-07,2020,23,11,5,23,923831
Rheinland-Pfalz,80+,2020-06-07,2020,23,4,1,23,293640
Saarland,00-04,2020-06-07,2020,23,2,0,23,41350
Saarland,05-14,2020-06-07,2020,23,0,0,23,80000
Saarland,15-34,2020-06-07,2020,23,1,1,23,212117
Saarland,35-59,2020-06-07,2020,23,6,2,23,330038
Saarland,60-79,2020-06-07,2020,23,8,3,23,243324
Saarland,80+,2020-06-07,2020,23,6,3,23,78108
Sachsen,00-04,2020-06-07,2020,23,1,0,23,180790
Sachsen,05-14,2020-06-07,2020,23,2,0,23,366870
Sachsen,15-34,2020-06-07,2020,23,6,0,23,785543
Sachsen,35-59,2020-06-07,2020,23,7,1,23,1357685
Sachsen,60-79,2020-06-07,2020,23,9,2,23,1009578
Sachsen,80+,2020-06-07,2020,23,3,3,23,361502
Sachsen-Anhalt,00-04,2020-06-07,2020,23,1,0,23,87877
Sachsen-Anhalt,05-14,2020-06-07,2020,23,0,0,23,182524
Sachsen-Anhalt,15-34,2020-06-07,2020,23,6,0,23,394869
Sachsen-Anhalt,35-59,2020-06-07,2020,23,3,1,23,745827
Sachsen-Anhalt,60-79,2020-06-07,2020,23,1,1,23,585321
Sachsen-Anhalt,80+,2020-06-07,2020,23,2,1,23,191330
Schleswig-Holstein,00-04,2020-06-07,2020,23,0,0,23,129800
Schleswig-Holstein,05-14,2020-06-07,2020,23,0,0,23,261702
Schleswig-Holstein,15-34,2020-06-07,2020,23,3,0,23,627902
Schleswig-Holstein,35-59,2020-06-07,2020,23,3,0,23,1006281
Schleswig-Holstein,60-79,2020-06-07,2020,23,1,0,23,663225
Schleswig-Holstein,80+,2020-06-07,2020,23,4,1,23,220518
Thueringen,00-04,2020-06-07,2020,23,1,0,23,87718
Thueringen,05-14,2020-06-07,2020,23,6,0,23,184533
Thueringen,15-34,2020-06-07,2020,23,11,1,23,386793
Thueringen,35-59,2020-06-07,2020,23,35,4,23,720476
Thueringen,60-79,2020-06-07,2020,23,13,6,23,558709
Thueringen,80+,2020-06-07,2020,23,8,2,23,179123
Baden-Wuerttemberg,00-04,2020-06-14,2020,24,2,0,24,549986
Baden-Wuerttemberg,05-14,2020-06-14,2020,24,8,0,24,1014378
Baden-Wuerttemberg,15-34,2020-06-14,2020,24,63,4,24,2678250
Baden-Wuerttemberg,35-59,2020-06-14,2020,24,62,9,24,3822725
Baden-Wuerttemberg,60-79,2020-06-14,2020,24,23,11,24,2286835
Baden-Wuerttemberg,80+,2020-06-14,2020,24,14,7,24,751989
Bayern,00-04,2020-06-14,2020,24,10,0,24,650503
Bayern,05-14,2020-06-14,2020,24,15,1,24,1157241
Bayern,15-34,2020-06-14,2020,24,113,4,24,3103465
Bayern,35-59,2020-06-14,2020,24,94,5,24,4601435
Bayern,60-79,2020-06-14,2020,24,22,8,24,2743938
Bayern,80+,2020-06-14,2020,24,15,6,24,871866
Berlin,00-04,2020-06-14,2020,24,33,2,24,191397
Berlin,05-14,2020-06-14,2020,24,63,1,24,332599
Berlin,15-34,2020-06-14,2020,24,114,11,24,947650
Berlin,35-59,2020-06-14,2020,24,90,13,24,1275540
Berlin,60-79,2020-06-14,2020,24,24,10,24,694774
Berlin,80+,2020-06-14,2020,24,13,9,24,221362
Brandenburg,00-04,2020-06-14,2020,24,1,0,24,108401
Brandenburg,05-14,2020-06-14,2020,24,2,0,24,231502
Brandenburg,15-34,2020-06-14,2020,24,12,4,24,435611
Brandenburg,35-59,2020-06-14,2020,24,12,2,24,908807
Brandenburg,60-79,2020-06-14,2020,24,4,1,24,638658
Brandenburg,80+,2020-06-14,2020,24,1,1,24,208572
Bremen,00-04,2020-06-14,2020,24,0,0,24,34034
Bremen,05-14,2020-06-14,2020,24,4,0,24,60178
Bremen,15-34,2020-06-14,2020,24,23,0,24,172904
Bremen,35-59,2020-06-14,2020,24,19,4,24,225427
Bremen,60-79,2020-06-14,2020,24,8,4,24,140249
Bremen,80+,2020-06-14,2020,24,6,3,24,47379
Hamburg,00-04,2020-06-14,2020,24,1,1,24,99224
Hamburg,05-14,2020-06-14,2020,24,6,1,24,166713
Hamburg,15-34,2020-06-14,2020,24,6,0,24,493650
Hamburg,35-59,2020-06-14,2020,24,9,0,24,654824
Hamburg,60-79,2020-06-14,2020,24,2,0,24,325912
Hamburg,80+,2020-06-14,2020,24,0,0,24,112515
Hessen,00-04,2020-06-14,2020,24,10,1,24,304428
Hessen,05-14,2020-06-14,2020,24,15,0,24,579964
Hessen,15-34,2020-06-14,2020,24,51,5,24,1469929
Hessen,35-59,2020-06-14,2020,24,44,7,24,2193749
Hessen,60-79,2020-06-14,2020,24,21,5,24,1320559
Hessen,80+,2020-06-14,2020,24,8,6,24,422139
Mecklenburg-Vorpommern,00-04,2020-06-14,2020,24,0,0,24,66216
Mecklenburg-Vorpommern,05-14,2020-06-14,2020,24,0,0,24,140750
Mecklenburg-Vorpommern,15-34,2020-06-14,2020,24,3,0,24,295487
Mecklenburg-Vorpommern,35-59,2020-06-14,2020,24,1,0,24,554265
Mecklenburg-Vorpommern,60-79,2020-06-14,2020,24,5,1,24,420800
Mecklenburg-Vorpommern,80+,2020-06-14,2020,24,0,0,24,133378
Niedersachsen,00-04,2020-06-14,2020,24,20,2,24,380629
Niedersachsen,05-14,2020-06-14,2020,24,50,1,24,724185
Niedersachsen,15-34,2020-06-14,2020,24,139,1,24,1803724
Niedersachsen,35-59,2020-06-14,2020,24,112,13,24,2728615
Niedersachsen,60-79,2020-06-14,2020,24,21,3,24,1769714
Niedersachsen,80+,2020-06-14,2020,24,21,3,24,580572
Nordrhein-Westfalen,00-04,2020-06-14,2020,24,26,4,24,875319
Nordrhein-Westfalen,05-14,2020-06-14,2020,24,64,1,24,1649725
Nordrhein-Westfalen,15-34,2020-06-14,2020,24,241,15,24,4197591
Nordrhein-Westfalen,35-59,2020-06-14,2020,24,251,25,24,6141151
Nordrhein-Westfalen,60-79,2020-06-14,2020,24,61,15,24,3823400
Nordrhein-Westfalen,80+,2020-06-14,2020,24,47,24,24,1262725
Rheinland-Pfalz,00-04,2020-06-14,2020,24,0,0,24,195044
Rheinland-Pfalz,05-14,2020-06-14,2020,24,4,0,24,366538
Rheinland-Pfalz,15-34,2020-06-14,2020,24,24,2,24,916852
Rheinland-Pfalz,35-59,2020-06-14,2020,24,20,1,24,1404114
Rheinland-Pfalz,60-79,2020-06-14,2020,24,5,0,24,923831
Rheinland-Pfalz,80+,2020-06-14,2020,24,1,1,24,293640
Saarland,00-04,2020-06-14,2020,24,1,0,24,41350
Saarland,05-14,2020-06-14,2020,24,0,0,24,80000
Saarland,15-34,2020-06-14,2020,24,8,1,24,212117
Saarland,35-59,2020-06-14,2020,24,8,1,24,330038
Saarland,60-79,2020-06-14,2020,24,3,0,24,243324
Saarland,80+,2020-06-14,2020,24,3,1,24,78108
Sachsen,00-04,2020-06-14,2020,24,0,0,24,180790
Sachsen,05-14,2020-06-14,2020,24,0,0,24,366870
Sachsen,15-34,2020-06-14,2020,24,5,0,24,785543
Sachsen,35-59,2020-06-14,2020,24,4,0,24,1357685
Sachsen,60-79,2020-06-14,2020,24,6,1,24,1009578
Sachsen,80+,2020-06-14,2020,24,4,2,24,361502
Sachsen-Anhalt,00-04,2020-06-14,2020,24,3,0,24,87877
Sachsen-Anhalt,05-14,2020-06-14,2020,24,8,0,24,182524
Sachsen-Anhalt,15-34,2020-06-14,2020,24,18,1,24,394869
Sachsen-Anhalt,35-59,2020-06-14,2020,24,17,2,24,745827
Sachsen-Anhalt,60-79,2020-06-14,2020,24,3,3,24,585321
Sachsen-Anhalt,80+,2020-06-14,2020,24,1,1,24,191330
Schleswig-Holstein,00-04,2020-06-14,2020,24,1,1,24,129800
Schleswig-Holstein,05-14,2020-06-14,2020,24,1,0,24,261702
Schleswig-Holstein,15-34,2020-06-14,2020,24,1,0,24,627902
Schleswig-Holstein,35-59,2020-06-14,2020,24,4,0,24,1006281
Schleswig-Holstein,60-79,2020-06-14,2020,24,3,1,24,663225
Schleswig-Holstein,80+,2020-06-14,2020,24,0,0,24,220518
Thueringen,00-04,2020-06-14,2020,24,2,0,24,87718
Thueringen,05-14,2020-06-14,2020,24,2,0,24,184533
Thueringen,15-34,2020-06-14,2020,24,9,0,24,386793
Thueringen,35-59,2020-06-14,2020,24,29,1,24,720476
Thueringen,60-79,2020-06-14,2020,24,17,7,24,558709
Thueringen,80+,2020-06-14,2020,24,24,9,24,179123
Baden-Wuerttemberg,00-04,2020-06-21,2020,25,4,0,25,549986
Baden-Wuerttemberg,05-14,2020-06-21,2020,25,23,0,25,1014378
Baden-Wuerttemberg,15-34,2020-06-21,2020,25,49,2,25,2678250
Baden-Wuerttemberg,35-59,2020-06-21,2020,25,75,8,25,3822725
Baden-Wuerttemberg,60-79,2020-06-21,2020,25,24,8,25,2286835
Baden-Wuerttemberg,80+,2020-06-21,2020,25,14,10,25,751989
Bayern,00-04,2020-06-21,2020,25,12,0,25,650503
Bayern,05-14,2020-06-21,2020,25,18,1,25,1157241
Bayern,15-34,2020-06-21,2020,25,106,4,25,3103465
Bayern,35-59,2020-06-21,2020,25,89,12,25,4601435
Bayern,60-79,2020-06-21,2020,25,30,10,25,2743938
Bayern,80+,2020-06-21,2020,25,13,7,25,871866
Berlin,00-04,2020-06-21,2020,25,46,1,25,191397
Berlin,05-14,2020-06-21,2020,25,90,1,25,332599
Berlin,15-34,2020-06-21,2020,25,179,11,25,947650
Berlin,35-59,2020-06-21,2020,25,147,14,25,1275540
Berlin,60-79,2020-06-21,2020,25,30,9,25,694774
Berlin,80+,2020-06-21,2020,25,19,5,25,221362
Brandenburg,00-04,2020-06-21,2020,25,2,0,25,108401
Brandenburg,05-14,2020-06-21,2020,25,4,0,25,231502
Brandenburg,15-34,2020-06-21,2020,25,24,1,25,435611
Brandenburg,35-59,2020-06-21,2020,25,37,5,25,908807
Brandenburg,60-79,2020-06-21,2020,25,6,0,25,638658
Brandenburg,80+,2020-06-21,2020,25,0,0,25,208572
Bremen,00-04,2020-06-21,2020,25,2,1,25,34034
Bremen,05-14,2020-06-21,2020,25,4,0,25,60178
Bremen,15-34,2020-06-21,2020,25,18,0,25,172904
Bremen,35-59,2020-06-21,2020,25,20,2,25,225427
Bremen,60-79,2020-06-21,2020,25,7,4,25,140249
Bremen,80+,2020-06-21,2020,25,4,1,25,47379
Hamburg,00-04,2020-06-21,2020,25,0,0,25,99224
Hamburg,05-14,2020-06-21,2020,25,1,0,25,166713
Hamburg,15-34,2020-06-21,2020,25,12,1,25,493650
Hamburg,35-59,2020-06-21,2020,25,13,0,25,654824
Hamburg,60-79,2020-06-21,2020,25,4,0,25,325912
Hamburg,80+,2020-06-21,2020,25,1,0,25,112515
Hessen,00-04,2020-06-21,2020,25,8,0,25,304428
Hessen,05-14,2020-06-21,2020,25,38,0,25,579964
Hessen,15-34,2020-06-21,2020,25,84,4,25,1469929
Hessen,35-59,2020-06-21,2020,25,74,11,25,2193749
Hessen,60-79,2020-06-21,2020,25,24,5,25,1320559
Hessen,80+,2020-06-21,2020,25,10,2,25,422139
Mecklenburg-Vorpommern,00-04,2020-06-21,2020,25,0,0,25,66216
Mecklenburg-Vorpommern,05-14,2020-06-21,2020,25,0,0,25,140750
Mecklenburg-Vorpommern,15-34,2020-06-21,2020,25,4,0,25,295487
Mecklenburg-Vorpommern,35-59,2020-06-21,2020,25,6,1,25,554265
Mecklenburg-Vorpommern,60-79,2020-06-21,2020,25,0,0,25,420800
Mecklenburg-Vorpommern,80+,2020-06-21,2020,25,0,0,25,133378
Niedersachsen,00-04,2020-06-21,2020,25,24,1,25,380629
Niedersachsen,05-14,2020-06-21,2020,25,65,1,25,724185
Niedersachsen,15-34,2020-06-21,2020,25,138,7,25,1803724
Niedersachsen,35-59,2020-06-21,2020,25,97,9,25,2728615
Niedersachsen,60-79,2020-06-21,2020,25,22,6,25,1769714
Niedersachsen,80+,2020-06-21,2020,25,23,10,25,580572
Nordrhein-Westfalen,00-04,2020-06-21,2020,25,40,1,25,875319
Nordrhein-Westfalen,05-14,2020-06-21,2020,25,75,0,25,1649725
Nordrhein-Westfalen,15-34,2020-06-21,2020,25,752,18,25,4197591
Nordrhein-Westfalen,35-59,2020-06-21,2020,25,1104,56,25,6141151
Nordrhein-Westfalen,60-79,2020-06-21,2020,25,127,26,25,3823400
Nordrhein-Westfalen,80+,2020-06-21,2020,25,45,18,25,1262725
Rheinland-Pfalz,00-04,2020-06-21,2020,25,2,0,25,195044
Rheinland-Pfalz,05-14,2020-06-21,2020,25,6,0,25,366538
Rheinland-Pfalz,15-34,2020-06-21,2020,25,26,3,25,916852
Rheinland-Pfalz,35-59,2020-06-21,2020,25,23,0,25,1404114
Rheinland-Pfalz,60-79,2020-06-21,2020,25,13,3,25,923831
Rheinland-Pfalz,80+,2020-06-21,2020,25,2,1,25,293640
Saarland,00-04,2020-06-21,2020,25,0,0,25,41350
Saarland,05-14,2020-06-21,2020,25,0,0,25,80000
Saarland,15-34,2020-06-21,2020,25,0,0,25,212117
Saarland,35-59,2020-06-21,2020,25,0,0,25,330038
Saarland,60-79,2020-06-21,2020,25,3,3,25,243324
Saarland,80+,2020-06-21,2020,25,4,3,25,78108
Sachsen,00-04,2020-06-21,2020,25,3,0,25,180790
Sachsen,05-14,2020-06-21,2020,25,22,0,25,366870
Sachsen,15-34,2020-06-21,2020,25,24,0,25,785543
Sachsen,35-59,2020-06-21,2020,25,25,1,25,1357685
Sachsen,60-79,2020-06-21,2020,25,5,2,25,1009578
Sachsen,80+,2020-06-21,2020,25,0,0,25,361502
Sachsen-Anhalt,00-04,2020-06-21,2020,25,12,1,25,87877
Sachsen-Anhalt,05-14,2020-06-21,2020,25,21,0,25,182524
Sachsen-Anhalt,15-34,2020-06-21,2020,25,24,1,25,394869
Sachsen-Anhalt,35-59,2020-06-21,2020,25,20,1,25,745827
Sachsen-Anhalt,60-79,2020-06-21,2020,25,3,2,25,585321
Sachsen-Anhalt,80+,2020-06-21,2020,25,0,0,25,191330
Schleswig-Holstein,00-04,2020-06-21,2020,25,1,0,25,129800
Schleswig-Holstein,05-14,2020-06-21,2020,25,0,0,25,261702
Schleswig-Holstein,15-34,2020-06-21,2020,25,3,0,25,627902
Schleswig-Holstein,35-59,2020-06-21,2020,25,5,1,25,1006281
Schleswig-Holstein,60-79,2020-06-21,2020,25,3,0,25,663225
Schleswig-Holstein,80+,2020-06-21,2020,25,5,1,25,220518
Thueringen,00-04,2020-06-21,2020,25,3,0,25,87718
Thueringen,05-14,2020-06-21,2020,25,2,0,25,184533
Thueringen,15-34,2020-06-21,2020,25,5,0,25,386793
Thueringen,35-59,2020-06-21,2020,25,15,0,25,720476
Thueringen,60-79,2020-06-21,2020,25,11,3,25,558709
Thueringen,80+,2020-06-21,2020,25,6,4,25,179123
Baden-Wuerttemberg,00-04,2020-06-28,2020,26,8,1,26,549986
Baden-Wuerttemberg,05-14,2020-06-28,2020,26,28,2,26,1014378
Baden-Wuerttemberg,15-34,2020-06-28,2020,26,82,8,26,2678250
Baden-Wuerttemberg,35-59,2020-06-28,2020,26,102,13,26,3822725
Baden-Wuerttemberg,60-79,2020-06-28,2020,26,28,16,26,2286835
Baden-Wuerttemberg,80+,2020-06-28,2020,26,23,13,26,751989
Bayern,00-04,2020-06-28,2020,26,11,0,26,650503
Bayern,05-14,2020-06-28,2020,26,35,5,26,1157241
Bayern,15-34,2020-06-28,2020,26,122,4,26,3103465
Bayern,35-59,2020-06-28,2020,26,130,13,26,4601435
Bayern,60-79,2020-06-28,2020,26,46,14,26,2743938
Bayern,80+,2020-06-28,2020,26,21,8,26,871866
Berlin,00-04,2020-06-28,2020,26,25,0,26,191397
Berlin,05-14,2020-06-28,2020,26,42,0,26,332599
Berlin,15-34,2020-06-28,2020,26,95,2,26,947650
Berlin,35-59,2020-06-28,2020,26,120,11,26,1275540
Berlin,60-79,2020-06-28,2020,26,23,1,26,694774
Berlin,80+,2020-06-28,2020,26,10,2,26,221362
Brandenburg,00-04,2020-06-28,2020,26,2,0,26,108401
Brandenburg,05-14,2020-06-28,2020,26,3,0,26,231502
Brandenburg,15-34,2020-06-28,2020,26,17,1,26,435611
Brandenburg,35-59,2020-06-28,2020,26,19,2,26,908807
Brandenburg,60-79,2020-06-28,2020,26,1,0,26,638658
Brandenburg,80+,2020-06-28,2020,26,0,0,26,208572
Bremen,00-04,2020-06-28,2020,26,1,0,26,34034
Bremen,05-14,2020-06-28,2020,26,1,0,26,60178
Bremen,15-34,2020-06-28,2020,26,6,0,26,172904
Bremen,35-59,2020-06-28,2020,26,4,0,26,225427
Bremen,60-79,2020-06-28,2020,26,2,2,26,140249
Bremen,80+,2020-06-28,2020,26,0,0,26,47379
Hamburg,00-04,2020-06-28,2020,26,3,0,26,99224
Hamburg,05-14,2020-06-28,2020,26,3,0,26,166713
Hamburg,15-34,2020-06-28,2020,26,21,2,26,493650
Hamburg,35-59,2020-06-28,2020,26,12,2,26,654824
Hamburg,60-79,2020-06-28,2020,26,7,4,26,325912
Hamburg,80+,2020-06-28,2020,26,2,2,26,112515
Hessen,00-04,2020-06-28,2020,26,6,1,26,304428
Hessen,05-14,2020-06-28,2020,26,17,0,26,579964
Hessen,15-34,2020-06-28,2020,26,76,7,26,1469929
Hessen,35-59,2020-06-28,2020,26,62,10,26,2193749
Hessen,60-79,2020-06-28,2020,26,10,1,26,1320559
Hessen,80+,2020-06-28,2020,26,3,2,26,422139
Mecklenburg-Vorpommern,00-04,2020-06-28,2020,26,0,0,26,66216
Mecklenburg-Vorpommern,05-14,2020-06-28,2020,26,0,0,26,140750
Mecklenburg-Vorpommern,15-34,2020-06-28,2020,26,3,0,26,295487
Mecklenburg-Vorpommern,35-59,2020-06-28,2020,26,5,0,26,554265
Mecklenburg-Vorpommern,60-79,2020-06-28,2020,26,1,0,26,420800
Mecklenburg-Vorpommern,80+,2020-06-28,2020,26,0,0,26,133378
Niedersachsen,00-04,2020-06-28,2020,26,10,1,26,380629
Niedersachsen,05-14,2020-06-28,2020,26,31,0,26,724185
Niedersachsen,15-34,2020-06-28,2020,26,71,5,26,1803724
Niedersachsen,35-59,2020-06-28,2020,26,102,6,26,2728615
Niedersachsen,60-79,2020-06-28,2020,26,18,5,26,1769714
Niedersachsen,80+,2020-06-28,2020,26,11,4,26,580572
Nordrhein-Westfalen,00-04,2020-06-28,2020,26,65,0,26,875319
Nordrhein-Westfalen,05-14,2020-06-28,2020,26,117,0,26,1649725
Nordrhein-Westfalen,15-34,2020-06-28,2020,26,520,14,26,4197591
Nordrhein-Westfalen,35-59,2020-06-28,2020,26,673,35,26,6141151
Nordrhein-Westfalen,60-79,2020-06-28,2020,26,115,30,26,3823400
Nordrhein-Westfalen,80+,2020-06-28,2020,26,28,14,26,1262725
Rheinland-Pfalz,00-04,2020-06-28,2020,26,3,0,26,195044
Rheinland-Pfalz,05-14,2020-06-28,2020,26,6,0,26,366538
Rheinland-Pfalz,15-34,2020-06-28,2020,26,34,2,26,916852
Rheinland-Pfalz,35-59,2020-06-28,2020,26,19,3,26,1404114
Rheinland-Pfalz,60-79,2020-06-28,2020,26,8,2,26,923831
Rheinland-Pfalz,80+,2020-06-28,2020,26,2,1,26,293640
Saarland,00-04,2020-06-28,2020,26,0,0,26,41350
Saarland,05-14,2020-06-28,2020,26,0,0,26,80000
Saarland,15-34,2020-06-28,2020,26,1,0,26,212117
Saarland,35-59,2020-06-28,2020,26,0,0,26,330038
Saarland,60-79,2020-06-28,2020,26,3,3,26,243324
Saarland,80+,2020-06-28,2020,26,3,3,26,78108
Sachsen,00-04,2020-06-28,2020,26,0,0,26,180790
Sachsen,05-14,2020-06-28,2020,26,2,0,26,366870
Sachsen,15-34,2020-06-28,2020,26,5,0,26,785543
Sachsen,35-59,2020-06-28,2020,26,13,2,26,1357685
Sachsen,60-79,2020-06-28,2020,26,3,1,26,1009578
Sachsen,80+,2020-06-28,2020,26,1,1,26,361502
Sachsen-Anhalt,00-04,2020-06-28,2020,26,2,0,26,87877
Sachsen-Anhalt,05-14,2020-06-28,2020,26,1,0,26,182524
Sachsen-Anhalt,15-34,2020-06-28,2020,26,5,0,26,394869
Sachsen-Anhalt,35-59,2020-06-28,2020,26,13,3,26,745827
Sachsen-Anhalt,60-79,2020-06-28,2020,26,1,0,26,585321
Sachsen-Anhalt,80+,2020-06-28,2020,26,0,0,26,191330
Schleswig-Holstein,00-04,2020-06-28,2020,26,0,0,26,129800
Schleswig-Holstein,05-14,2020-06-28,2020,26,0,0,26,261702
Schleswig-Holstein,15-34,2020-06-28,2020,26,4,1,26,627902
Schleswig-Holstein,35-59,2020-06-28,2020,26,9,0,26,1006281
Schleswig-Holstein,60-79,2020-06-28,2020,26,2,0,26,663225
Schleswig-Holstein,80+,2020-06-28,2020,26,1,1,26,220518
Thueringen,00-04,2020-06-28,2020,26,1,0,26,87718
Thueringen,05-14,2020-06-28,2020,26,0,0,26,184533
Thueringen,15-34,2020-06-28,2020,26,3,0,26,386793
Thueringen,35-59,2020-06-28,2020,26,5,3,26,720476
Thueringen,60-79,2020-06-28,2020,26,3,0,26,558709
Thueringen,80+,2020-06-28,2020,26,7,6,26,179123
Baden-Wuerttemberg,00-04,2020-07-05,2020,27,13,0,27,549986
Baden-Wuerttemberg,05-14,2020-07-05,2020,27,17,1,27,1014378
Baden-Wuerttemberg,15-34,2020-07-05,2020,27,69,7,27,2678250
Baden-Wuerttemberg,35-59,2020-07-05,2020,27,81,12,27,3822725
Baden-Wuerttemberg,60-79,2020-07-05,2020,27,23,7,27,2286835
Baden-Wuerttemberg,80+,2020-07-05,2020,27,10,6,27,751989
Bayern,00-04,2020-07-05,2020,27,26,0,27,650503
Bayern,05-14,2020-07-05,2020,27,36,0,27,1157241
Bayern,15-34,2020-07-05,2020,27,192,5,27,3103465
Bayern,35-59,2020-07-05,2020,27,161,12,27,4601435
Bayern,60-79,2020-07-05,2020,27,36,8,27,2743938
Bayern,80+,2020-07-05,2020,27,9,6,27,871866
Berlin,00-04,2020-07-05,2020,27,11,0,27,191397
Berlin,05-14,2020-07-05,2020,27,16,1,27,332599
Berlin,15-34,2020-07-05,2020,27,106,11,27,947650
Berlin,35-59,2020-07-05,2020,27,99,11,27,1275540
Berlin,60-79,2020-07-05,2020,27,21,6,27,694774
Berlin,80+,2020-07-05,2020,27,12,8,27,221362
Brandenburg,00-04,2020-07-05,2020,27,3,1,27,108401
Brandenburg,05-14,2020-07-05,2020,27,2,0,27,231502
Brandenburg,15-34,2020-07-05,2020,27,18,2,27,435611
Brandenburg,35-59,2020-07-05,2020,27,12,0,27,908807
Brandenburg,60-79,2020-07-05,2020,27,4,0,27,638658
Brandenburg,80+,2020-07-05,2020,27,3,3,27,208572
