Bundesland,Altersgruppe,Meldedatum,Kalenderjahr,Kalenderwoche,Neuerkrankung,Hospitalisierung,index,population
Sachsen,60-79,2021-03-07,2021,9,685,131,62,1009578
Sachsen,80+,2021-03-07,2021,9,322,143,62,361502
Sachsen-Anhalt,00-04,2021-03-07,2021,9,55,3,62,87877
Sachsen-Anhalt,05-14,2021-03-07,2021,9,123,3,62,182524
Sachsen-Anhalt,15-34,2021-03-07,2021,9,395,13,62,394869
Sachsen-Anhalt,35-59,2021-03-07,2021,9,756,28,62,745827
Sachsen-Anhalt,60-79,2021-03-07,2021,9,423,81,62,585321
Sachsen-Anhalt,80+,2021-03-07,2021,9,231,75,62,191330
Schleswig-Holstein,00-04,2021-03-07,2021,9,48,0,62,129800
Schleswig-Holstein,05-14,2021-03-07,2021,9,136,1,62,261702
Schleswig-Holstein,15-34,2021-03-07,2021,9,426,10,62,627902
Schleswig-Holstein,35-59,2021-03-07,2021,9,496,44,62,1006281
Schleswig-Holstein,60-79,2021-03-07,2021,9,133,23,62,663225
Schleswig-Holstein,80+,2021-03-07,2021,9,71,40,62,220518
Thueringen,00-04,2021-03-07,2021,9,160,4,62,87718
Thueringen,05-14,2021-03-07,2021,9,299,0,62,184533
Thueringen,15-34,2021-03-07,2021,9,589,10,62,386793
Thueringen,35-59,2021-03-07,2021,9,1141,43,62,720476
Thueringen,60-79,2021-03-07,2021,9,540,103,62,558709
Thueringen,80+,2021-03-07,2021,9,231,82,62,179123
Baden-Wuerttemberg,00-04,2021-03-14,2021,10,400,5,63,549986
Baden-Wuerttemberg,05-14,2021-03-14,2021,10,780,3,63,1014378
Baden-Wuerttemberg,15-34,2021-03-14,2021,10,2789,49,63,2678250
Baden-Wuerttemberg,35-59,2021-03-14,2021,10,3477,170,63,3822725
Baden-Wuerttemberg,60-79,2021-03-14,2021,10,1002,172,63,2286835
Baden-Wuerttemberg,80+,2021-03-14,2021,10,278,113,63,751989
Bayern,00-04,2021-03-14,2021,10,442,2,63,650503
Bayern,05-14,2021-03-14,2021,10,1077,6,63,1157241
Bayern,15-34,2021-03-14,2021,10,3723,49,63,3103465
Bayern,35-59,2021-03-14,2021,10,4658,198,63,4601435
Bayern,60-79,2021-03-14,2021,10,1539,240,63,2743938
Bayern,80+,2021-03-14,2021,10,441,150,63,871866
Berlin,00-04,2021-03-14,2021,10,141,2,63,191397
Berlin,05-14,2021-03-14,2021,10,235,2,63,332599
Berlin,15-34,2021-03-14,2021,10,894,18,63,947650
Berlin,35-59,2021-03-14,2021,10,1054,55,63,1275540
Berlin,60-79,2021-03-14,2021,10,396,90,63,694774
Berlin,80+,2021-03-14,2021,10,116,59,63,221362
Brandenburg,00-04,2021-03-14,2021,10,66,1,63,108401
Brandenburg,05-14,2021-03-14,2021,10,146,0,63,231502
Brandenburg,15-34,2021-03-14,2021,10,422,10,63,435611
Brandenburg,35-59,2021-03-14,2021,10,860,29,63,908807
Brandenburg,60-79,2021-03-14,2021,10,399,71,63,638658
Brandenburg,80+,2021-03-14,2021,10,150,63,63,208572
Bremen,00-04,2021-03-14,2021,10,10,0,63,34034
Bremen,05-14,2021-03-14,2021,10,44,1,63,60178
Bremen,15-34,2021-03-14,2021,10,191,4,63,172904
Bremen,35-59,2021-03-14,2021,10,208,15,63,225427
Bremen,60-79,2021-03-14,2021,10,53,14,63,140249
Bremen,80+,2021-03-14,2021,10,16,13,63,47379
Hamburg,00-04,2021-03-14,2021,10,76,0,63,99224
Hamburg,05-14,2021-03-14,2021,10,133,0,63,166713
Hamburg,15-34,2021-03-14,2021,10,614,8,63,493650
Hamburg,35-59,2021-03-14,2021,10,660,25,63,654824
Hamburg,60-79,2021-03-14,2021,10,197,37,63,325912
Hamburg,80+,2021-03-14,2021,10,53,20,63,112515
Hessen,00-04,2021-03-14,2021,10,217,3,63,304428
Hessen,05-14,2021-03-14,2021,10,494,2,63,579964
Hessen,15-34,2021-03-14,2021,10,1659,39,63,1469929
Hessen,35-59,2021-03-14,2021,10,2336,141,63,2193749
Hessen,60-79,2021-03-14,2021,10,735,151,63,1320559
Hessen,80+,2021-03-14,2021,10,215,109,63,422139
Mecklenburg-Vorpommern,00-04,2021-03-14,2021,10,45,1,63,66216
Mecklenburg-Vorpommern,05-14,2021-03-14,2021,10,78,0,63,140750
Mecklenburg-Vorpommern,15-34,2021-03-14,2021,10,233,4,63,295487
Mecklenburg-Vorpommern,35-59,2021-03-14,2021,10,471,38,63,554265
Mecklenburg-Vorpommern,60-79,2021-03-14,2021,10,213,73,63,420800
Mecklenburg-Vorpommern,80+,2021-03-14,2021,10,75,44,63,133378
Niedersachsen,00-04,2021-03-14,2021,10,283,8,63,380629
Niedersachsen,05-14,2021-03-14,2021,10,624,4,63,724185
Niedersachsen,15-34,2021-03-14,2021,10,2068,45,63,1803724
Niedersachsen,35-59,2021-03-14,2021,10,2422,109,63,2728615
Niedersachsen,60-79,2021-03-14,2021,10,797,119,63,1769714
Niedersachsen,80+,2021-03-14,2021,10,241,88,63,580572
Nordrhein-Westfalen,00-04,2021-03-14,2021,10,668,17,63,875319
Nordrhein-Westfalen,05-14,2021-03-14,2021,10,1417,11,63,1649725
Nordrhein-Westfalen,15-34,2021-03-14,2021,10,4684,123,63,4197591
Nordrhein-Westfalen,35-59,2021-03-14,2021,10,5637,341,63,6141151
Nordrhein-Westfalen,60-79,2021-03-14,2021,10,1824,342,63,3823400
Nordrhein-Westfalen,80+,2021-03-14,2021,10,600,244,63,1262725
Rheinland-Pfalz,00-04,2021-03-14,2021,10,141,1,63,195044
Rheinland-Pfalz,05-14,2021-03-14,2021,10,257,3,63,366538
Rheinland-Pfalz,15-34,2021-03-14,2021,10,710,9,63,916852
Rheinland-Pfalz,35-59,2021-03-14,2021,10,947,42,63,1404114
Rheinland-Pfalz,60-79,2021-03-14,2021,10,322,48,63,923831
Rheinland-Pfalz,80+,2021-03-14,2021,10,116,48,63,293640
Saarland,00-04,2021-03-14,2021,10,23,0,63,41350
Saarland,05-14,2021-03-14,2021,10,68,2,63,80000
Saarland,15-34,2021-03-14,2021,10,182,3,63,212117
Saarland,35-59,2021-03-14,2021,10,190,7,63,330038
Saarland,60-79,2021-03-14,2021,10,75,15,63,243324
Saarland,80+,2021-03-14,2021,10,43,6,63,78108
Sachsen,00-04,2021-03-14,2021,10,143,4,63,180790
Sachsen,05-14,2021-03-14,2021,10,448,1,63,366870
Sachsen,15-34,2021-03-14,2021,10,1060,15,63,785543
Sachsen,35-59,2021-03-14,2021,10,2066,88,63,1357685
Sachsen,60-79,2021-03-14,2021,10,891,159,63,1009578
Sachsen,80+,2021-03-14,2021,10,327,119,63,361502
Sachsen-Anhalt,00-04,2021-03-14,2021,10,103,4,63,87877
Sachsen-Anhalt,05-14,2021-03-14,2021,10,272,1,63,182524
Sachsen-Anhalt,15-34,2021-03-14,2021,10,559,12,63,394869
Sachsen-Anhalt,35-59,2021-03-14,2021,10,923,29,63,745827
Sachsen-Anhalt,60-79,2021-03-14,2021,10,422,85,63,585321
Sachsen-Anhalt,80+,2021-03-14,2021,10,171,68,63,191330
Schleswig-Holstein,00-04,2021-03-14,2021,10,76,1,63,129800
Schleswig-Holstein,05-14,2021-03-14,2021,10,155,1,63,261702
Schleswig-Holstein,15-34,2021-03-14,2021,10,460,12,63,627902
Schleswig-Holstein,35-59,2021-03-14,2021,10,573,37,63,1006281
Schleswig-Holstein,60-79,2021-03-14,2021,10,169,34,63,663225
Schleswig-Holstein,80+,2021-03-14,2021,10,60,38,63,220518
Thueringen,00-04,2021-03-14,2021,10,174,3,63,87718
Thueringen,05-14,2021-03-14,2021,10,340,0,63,184533
Thueringen,15-34,2021-03-14,2021,10,781,11,63,386793
Thueringen,35-59,2021-03-14,2021,10,1456,51,63,720476
Thueringen,60-79,2021-03-14,2021,10,625,97,63,558709
Thueringen,80+,2021-03-14,2021,10,281,115,63,179123
Baden-Wuerttemberg,00-04,2021-03-21,2021,11,533,11,64,549986
Baden-Wuerttemberg,05-14,2021-03-21,2021,11,1181,7,64,1014378
Baden-Wuerttemberg,15-34,2021-03-21,2021,11,3601,62,64,2678250
Baden-Wuerttemberg,35-59,2021-03-21,2021,11,4542,235,64,3822725
Baden-Wuerttemberg,60-79,2021-03-21,2021,11,1556,253,64,2286835
Baden-Wuerttemberg,80+,2021-03-21,2021,11,334,143,64,751989
Bayern,00-04,2021-03-21,2021,11,637,14,64,650503
Bayern,05-14,2021-03-21,2021,11,1389,6,64,1157241
Bayern,15-34,2021-03-21,2021,11,4767,57,64,3103465
Bayern,35-59,2021-03-21,2021,11,5706,223,64,4601435
Bayern,60-79,2021-03-21,2021,11,1991,324,64,2743938
Bayern,80+,2021-03-21,2021,11,474,170,64,871866
Berlin,00-04,2021-03-21,2021,11,181,3,64,191397
Berlin,05-14,2021-03-21,2021,11,315,5,64,332599
Berlin,15-34,2021-03-21,2021,11,1202,27,64,947650
Berlin,35-59,2021-03-21,2021,11,1509,82,64,1275540
Berlin,60-79,2021-03-21,2021,11,469,84,64,694774
Berlin,80+,2021-03-21,2021,11,109,43,64,221362
Brandenburg,00-04,2021-03-21,2021,11,112,1,64,108401
Brandenburg,05-14,2021-03-21,2021,11,210,4,64,231502
Brandenburg,15-34,2021-03-21,2021,11,655,10,64,435611
Brandenburg,35-59,2021-03-21,2021,11,1187,34,64,908807
Brandenburg,60-79,2021-03-21,2021,11,506,76,64,638658
Brandenburg,80+,2021-03-21,2021,11,171,56,64,208572
Bremen,00-04,2021-03-21,2021,11,19,5,64,34034
Bremen,05-14,2021-03-21,2021,11,78,2,64,60178
Bremen,15-34,2021-03-21,2021,11,237,11,64,172904
Bremen,35-59,2021-03-21,2021,11,259,19,64,225427
Bremen,60-79,2021-03-21,2021,11,89,22,64,140249
Bremen,80+,2021-03-21,2021,11,20,14,64,47379
Hamburg,00-04,2021-03-21,2021,11,99,1,64,99224
Hamburg,05-14,2021-03-21,2021,11,200,1,64,166713
Hamburg,15-34,2021-03-21,2021,11,726,1,64,493650
Hamburg,35-59,2021-03-21,2021,11,863,32,64,654824
Hamburg,60-79,2021-03-21,2021,11,264,46,64,325912
Hamburg,80+,2021-03-21,2021,11,45,21,64,112515
Hessen,00-04,2021-03-21,2021,11,313,6,64,304428
Hessen,05-14,2021-03-21,2021,11,718,9,64,579964
Hessen,15-34,2021-03-21,2021,11,2265,57,64,1469929
Hessen,35-59,2021-03-21,2021,11,3057,172,64,2193749
Hessen,60-79,2021-03-21,2021,11,996,194,64,1320559
Hessen,80+,2021-03-21,2021,11,263,107,64,422139
Mecklenburg-Vorpommern,00-04,2021-03-21,2021,11,53,2,64,66216
Mecklenburg-Vorpommern,05-14,2021-03-21,2021,11,99,1,64,140750
Mecklenburg-Vorpommern,15-34,2021-03-21,2021,11,274,10,64,295487
Mecklenburg-Vorpommern,35-59,2021-03-21,2021,11,539,30,64,554265
Mecklenburg-Vorpommern,60-79,2021-03-21,2021,11,273,65,64,420800
Mecklenburg-Vorpommern,80+,2021-03-21,2021,11,103,43,64,133378
Niedersachsen,00-04,2021-03-21,2021,11,379,5,64,380629
Niedersachsen,05-14,2021-03-21,2021,11,825,7,64,724185
Niedersachsen,15-34,2021-03-21,2021,11,2487,47,64,1803724
Niedersachsen,35-59,2021-03-21,2021,11,2977,138,64,2728615
Niedersachsen,60-79,2021-03-21,2021,11,954,126,64,1769714
Niedersachsen,80+,2021-03-21,2021,11,247,68,64,580572
Nordrhein-Westfalen,00-04,2021-03-21,2021,11,905,23,64,875319
Nordrhein-Westfalen,05-14,2021-03-21,2021,11,2038,14,64,1649725
Nordrhein-Westfalen,15-34,2021-03-21,2021,11,6194,138,64,4197591
Nordrhein-Westfalen,35-59,2021-03-21,2021,11,7334,396,64,6141151
Nordrhein-Westfalen,60-79,2021-03-21,2021,11,2391,444,64,3823400
Nordrhein-Westfalen,80+,2021-03-21,2021,11,620,244,64,1262725
Rheinland-Pfalz,00-04,2021-03-21,2021,11,202,1,64,195044
Rheinland-Pfalz,05-14,2021-03-21,2021,11,355,2,64,366538
Rheinland-Pfalz,15-34,2021-03-21,2021,11,1006,20,64,916852
Rheinland-Pfalz,35-59,2021-03-21,2021,11,1245,44,64,1404114
Rheinland-Pfalz,60-79,2021-03-21,2021,11,456,73,64,923831
Rheinland-Pfalz,80+,2021-03-21,2021,11,133,45,64,293640
Saarland,00-04,2021-03-21,2021,11,32,0,64,41350
Saarland,05-14,2021-03-21,2021,11,74,0,64,80000
Saarland,15-34,2021-03-21,2021,11,175,2,64,212117
Saarland,35-59,2021-03-21,2021,11,242,7,64,330038
Saarland,60-79,2021-03-21,2021,11,104,14,64,243324
Saarland,80+,2021-03-21,2021,11,33,14,64,78108
Sachsen,00-04,2021-03-21,2021,11,229,2,64,180790
Sachsen,05-14,2021-03-21,2021,11,679,9,64,366870
Sachsen,15-34,2021-03-21,2021,11,1548,12,64,785543
Sachsen,35-59,2021-03-21,2021,11,2800,86,64,1357685
Sachsen,60-79,2021-03-21,2021,11,1217,210,64,1009578
Sachsen,80+,2021-03-21,2021,11,444,151,64,361502
Sachsen-Anhalt,00-04,2021-03-21,2021,11,106,1,64,87877
Sachsen-Anhalt,05-14,2021-03-21,2021,11,251,0,64,182524
Sachsen-Anhalt,15-34,2021-03-21,2021,11,655,17,64,394869
Sachsen-Anhalt,35-59,2021-03-21,2021,11,1160,41,64,745827
Sachsen-Anhalt,60-79,2021-03-21,2021,11,464,69,64,585321
Sachsen-Anhalt,80+,2021-03-21,2021,11,186,76,64,191330
Schleswig-Holstein,00-04,2021-03-21,2021,11,86,3,64,129800
Schleswig-Holstein,05-14,2021-03-21,2021,11,175,2,64,261702
Schleswig-Holstein,15-34,2021-03-21,2021,11,583,13,64,627902
Schleswig-Holstein,35-59,2021-03-21,2021,11,629,42,64,1006281
Schleswig-Holstein,60-79,2021-03-21,2021,11,195,37,64,663225
Schleswig-Holstein,80+,2021-03-21,2021,11,63,33,64,220518
Thueringen,00-04,2021-03-21,2021,11,166,7,64,87718
Thueringen,05-14,2021-03-21,2021,11,379,2,64,184533
Thueringen,15-34,2021-03-21,2021,11,992,8,64,386793
Thueringen,35-59,2021-03-21,2021,11,1858,67,64,720476
Thueringen,60-79,2021-03-21,2021,11,850,145,64,558709
Thueringen,80+,2021-03-21,2021,11,298,91,64,179123
Baden-Wuerttemberg,00-04,2021-03-28,2021,12,633,11,65,549986
Baden-Wuerttemberg,05-14,2021-03-28,2021,12,1674,14,65,1014378
Baden-Wuerttemberg,15-34,2021-03-28,2021,12,4344,80,65,2678250
Baden-Wuerttemberg,35-59,2021-03-28,2021,12,5754,287,65,3822725
Baden-Wuerttemberg,60-79,2021-03-28,2021,12,1821,300,65,2286835
Baden-Wuerttemberg,80+,2021-03-28,2021,12,412,181,65,751989
Bayern,00-04,2021-03-28,2021,12,759,12,65,650503
Bayern,05-14,2021-03-28,2021,12,1725,7,65,1157241
Bayern,15-34,2021-03-28,2021,12,5810,84,65,3103465
Bayern,35-59,2021-03-28,2021,12,7185,262,65,4601435
Bayern,60-79,2021-03-28,2021,12,2488,363,65,2743938
Bayern,80+,2021-03-28,2021,12,614,213,65,871866
Berlin,00-04,2021-03-28,2021,12,332,4,65,191397
Berlin,05-14,2021-03-28,2021,12,637,8,65,332599
Berlin,15-34,2021-03-28,2021,12,1690,34,65,947650
Berlin,35-59,2021-03-28,2021,12,2015,85,65,1275540
Berlin,60-79,2021-03-28,2021,12,589,105,65,694774
Berlin,80+,2021-03-28,2021,12,125,53,65,221362
Brandenburg,00-04,2021-03-28,2021,12,113,3,65,108401
Brandenburg,05-14,2021-03-28,2021,12,301,0,65,231502
Brandenburg,15-34,2021-03-28,2021,12,734,12,65,435611
Brandenburg,35-59,2021-03-28,2021,12,1624,53,65,908807
Brandenburg,60-79,2021-03-28,2021,12,622,90,65,638658
Brandenburg,80+,2021-03-28,2021,12,203,82,65,208572
Bremen,00-04,2021-03-28,2021,12,31,3,65,34034
Bremen,05-14,2021-03-28,2021,12,138,3,65,60178
Bremen,15-34,2021-03-28,2021,12,307,9,65,172904
Bremen,35-59,2021-03-28,2021,12,351,24,65,225427
Bremen,60-79,2021-03-28,2021,12,90,23,65,140249
Bremen,80+,2021-03-28,2021,12,21,9,65,47379
Hamburg,00-04,2021-03-28,2021,12,145,2,65,99224
Hamburg,05-14,2021-03-28,2021,12,304,2,65,166713
Hamburg,15-34,2021-03-28,2021,12,994,15,65,493650
Hamburg,35-59,2021-03-28,2021,12,1032,40,65,654824
Hamburg,60-79,2021-03-28,2021,12,319,54,65,325912
Hamburg,80+,2021-03-28,2021,12,71,30,65,112515
Hessen,00-04,2021-03-28,2021,12,317,6,65,304428
Hessen,05-14,2021-03-28,2021,12,878,8,65,579964
Hessen,15-34,2021-03-28,2021,12,2851,74,65,1469929
Hessen,35-59,2021-03-28,2021,12,3712,214,65,2193749
Hessen,60-79,2021-03-28,2021,12,1189,208,65,1320559
Hessen,80+,2021-03-28,2021,12,263,105,65,422139
Mecklenburg-Vorpommern,00-04,2021-03-28,2021,12,92,1,65,66216
Mecklenburg-Vorpommern,05-14,2021-03-28,2021,12,181,3,65,140750
Mecklenburg-Vorpommern,15-34,2021-03-28,2021,12,387,10,65,295487
Mecklenburg-Vorpommern,35-59,2021-03-28,2021,12,794,59,65,554265
Mecklenburg-Vorpommern,60-79,2021-03-28,2021,12,377,79,65,420800
Mecklenburg-Vorpommern,80+,2021-03-28,2021,12,105,52,65,133378
Niedersachsen,00-04,2021-03-28,2021,12,512,6,65,380629
Niedersachsen,05-14,2021-03-28,2021,12,1000,6,65,724185
Niedersachsen,15-34,2021-03-28,2021,12,3150,61,65,1803724
Niedersachsen,35-59,2021-03-28,2021,12,3672,151,65,2728615
Niedersachsen,60-79,2021-03-28,2021,12,1189,187,65,1769714
Niedersachsen,80+,2021-03-28,2021,12,301,99,65,580572
Nordrhein-Westfalen,00-04,2021-03-28,2021,12,1178,27,65,875319
Nordrhein-Westfalen,05-14,2021-03-28,2021,12,2948,20,65,1649725
Nordrhein-Westfalen,15-34,2021-03-28,2021,12,7491,139,65,4197591
Nordrhein-Westfalen,35-59,2021-03-28,2021,12,8929,455,65,6141151
Nordrhein-Westfalen,60-79,2021-03-28,2021,12,2735,484,65,3823400
Nordrhein-Westfalen,80+,2021-03-28,2021,12,729,276,65,1262725
Rheinland-Pfalz,00-04,2021-03-28,2021,12,286,5,65,195044
Rheinland-Pfalz,05-14,2021-03-28,2021,12,543,5,65,366538
Rheinland-Pfalz,15-34,2021-03-28,2021,12,1354,24,65,916852
Rheinland-Pfalz,35-59,2021-03-28,2021,12,1743,57,65,1404114
Rheinland-Pfalz,60-79,2021-03-28,2021,12,556,75,65,923831
Rheinland-Pfalz,80+,2021-03-28,2021,12,168,54,65,293640
Saarland,00-04,2021-03-28,2021,12,44,0,65,41350
Saarland,05-14,2021-03-28,2021,12,118,0,65,80000
Saarland,15-34,2021-03-28,2021,12,213,2,65,212117
Saarland,35-59,2021-03-28,2021,12,272,7,65,330038
Saarland,60-79,2021-03-28,2021,12,113,19,65,243324
Saarland,80+,2021-03-28,2021,12,35,15,65,78108
Sachsen,00-04,2021-03-28,2021,12,240,3,65,180790
Sachsen,05-14,2021-03-28,2021,12,933,8,65,366870
Sachsen,15-34,2021-03-28,2021,12,2020,33,65,785543
Sachsen,35-59,2021-03-28,2021,12,3650,111,65,1357685
Sachsen,60-79,2021-03-28,2021,12,1521,236,65,1009578
Sachsen,80+,2021-03-28,2021,12,440,151,65,361502
Sachsen-Anhalt,00-04,2021-03-28,2021,12,135,1,65,87877
Sachsen-Anhalt,05-14,2021-03-28,2021,12,401,4,65,182524
Sachsen-Anhalt,15-34,2021-03-28,2021,12,885,16,65,394869
Sachsen-Anhalt,35-59,2021-03-28,2021,12,1474,59,65,745827
Sachsen-Anhalt,60-79,2021-03-28,2021,12,669,111,65,585321
Sachsen-Anhalt,80+,2021-03-28,2021,12,249,84,65,191330
Schleswig-Holstein,00-04,2021-03-28,2021,12,74,3,65,129800
Schleswig-Holstein,05-14,2021-03-28,2021,12,226,1,65,261702
Schleswig-Holstein,15-34,2021-03-28,2021,12,621,17,65,627902
Schleswig-Holstein,35-59,2021-03-28,2021,12,790,49,65,1006281
Schleswig-Holstein,60-79,2021-03-28,2021,12,236,43,65,663225
Schleswig-Holstein,80+,2021-03-28,2021,12,50,18,65,220518
Thueringen,00-04,2021-03-28,2021,12,139,7,65,87718
Thueringen,05-14,2021-03-28,2021,12,435,2,65,184533
Thueringen,15-34,2021-03-28,2021,12,1164,16,65,386793
Thueringen,35-59,2021-03-28,2021,12,2168,84,65,720476
Thueringen,60-79,2021-03-28,2021,12,1024,175,65,558709
Thueringen,80+,2021-03-28,2021,12,274,119,65,179123
Baden-Wuerttemberg,00-04,2021-04-04,2021,13,522,13,66,549986
Baden-Wuerttemberg,05-14,2021-04-04,2021,13,1268,10,66,1014378
Baden-Wuerttemberg,15-34,2021-04-04,2021,13,4318,64,66,2678250
Baden-Wuerttemberg,35-59,2021-04-04,2021,13,5455,283,66,3822725
Baden-Wuerttemberg,60-79,2021-04-04,2021,13,1794,308,66,2286835
Baden-Wuerttemberg,80+,2021-04-04,2021,13,415,167,66,751989
Bayern,00-04,2021-04-04,2021,13,663,12,66,650503
Bayern,05-14,2021-04-04,2021,13,1413,7,66,1157241
Bayern,15-34,2021-04-04,2021,13,5657,70,66,3103465
Bayern,35-59,2021-04-04,2021,13,7118,266,66,4601435
Bayern,60-79,2021-04-04,2021,13,2366,407,66,2743938
Bayern,80+,2021-04-04,2021,13,576,215,66,871866
Berlin,00-04,2021-04-04,2021,13,267,3,66,191397
Berlin,05-14,2021-04-04,2021,13,483,1,66,332599
Berlin,15-34,2021-04-04,2021,13,1526,32,66,947650
Berlin,35-59,2021-04-04,2021,13,1925,80,66,1275540
Berlin,60-79,2021-04-04,2021,13,646,138,66,694774
Berlin,80+,2021-04-04,2021,13,107,43,66,221362
Brandenburg,00-04,2021-04-04,2021,13,115,3,66,108401
Brandenburg,05-14,2021-04-04,2021,13,277,5,66,231502
Brandenburg,15-34,2021-04-04,2021,13,747,7,66,435611
Brandenburg,35-59,2021-04-04,2021,13,1413,40,66,908807
Brandenburg,60-79,2021-04-04,2021,13,647,90,66,638658
Brandenburg,80+,2021-04-04,2021,13,198,94,66,208572
Bremen,00-04,2021-04-04,2021,13,35,0,66,34034
Bremen,05-14,2021-04-04,2021,13,71,1,66,60178
Bremen,15-34,2021-04-04,2021,13,277,11,66,172904
Bremen,35-59,2021-04-04,2021,13,311,28,66,225427
Bremen,60-79,2021-04-04,2021,13,93,32,66,140249
Bremen,80+,2021-04-04,2021,13,21,11,66,47379
Hamburg,00-04,2021-04-04,2021,13,175,2,66,99224
Hamburg,05-14,2021-04-04,2021,13,337,0,66,166713
Hamburg,15-34,2021-04-04,2021,13,964,11,66,493650
Hamburg,35-59,2021-04-04,2021,13,1085,50,66,654824
Hamburg,60-79,2021-04-04,2021,13,293,52,66,325912
Hamburg,80+,2021-04-04,2021,13,55,23,66,112515
Hessen,00-04,2021-04-04,2021,13,316,8,66,304428
Hessen,05-14,2021-04-04,2021,13,802,11,66,579964
Hessen,15-34,2021-04-04,2021,13,2820,76,66,1469929
Hessen,35-59,2021-04-04,2021,13,3580,230,66,2193749
Hessen,60-79,2021-04-04,2021,13,1166,222,66,1320559
Hessen,80+,2021-04-04,2021,13,246,110,66,422139
Mecklenburg-Vorpommern,00-04,2021-04-04,2021,13,91,2,66,66216
Mecklenburg-Vorpommern,05-14,2021-04-04,2021,13,166,1,66,140750
Mecklenburg-Vorpommern,15-34,2021-04-04,2021,13,385,13,66,295487
Mecklenburg-Vorpommern,35-59,2021-04-04,2021,13,702,49,66,554265
Mecklenburg-Vorpommern,60-79,2021-04-04,2021,13,322,74,66,420800
Mecklenburg-Vorpommern,80+,2021-04-04,2021,13,81,22,66,133378
Niedersachsen,00-04,2021-04-04,2021,13,388,6,66,380629
Niedersachsen,05-14,2021-04-04,2021,13,864,5,66,724185
Niedersachsen,15-34,2021-04-04,2021,13,2787,64,66,1803724
Niedersachsen,35-59,2021-04-04,2021,13,3235,149,66,2728615
Niedersachsen,60-79,2021-04-04,2021,13,1035,140,66,1769714
Niedersachsen,80+,2021-04-04,2021,13,266,92,66,580572
Nordrhein-Westfalen,00-04,2021-04-04,2021,13,1070,33,66,875319
Nordrhein-Westfalen,05-14,2021-04-04,2021,13,2201,24,66,1649725
Nordrhein-Westfalen,15-34,2021-04-04,2021,13,7363,183,66,4197591
Nordrhein-Westfalen,35-59,2021-04-04,2021,13,8549,477,66,6141151
Nordrhein-Westfalen,60-79,2021-04-04,2021,13,2879,519,66,3823400
Nordrhein-Westfalen,80+,2021-04-04,2021,13,683,264,66,1262725
Rheinland-Pfalz,00-04,2021-04-04,2021,13,213,2,66,195044
Rheinland-Pfalz,05-14,2021-04-04,2021,13,478,3,66,366538
Rheinland-Pfalz,15-34,2021-04-04,2021,13,1399,25,66,916852
Rheinland-Pfalz,35-59,2021-04-04,2021,13,1804,87,66,1404114
Rheinland-Pfalz,60-79,2021-04-04,2021,13,624,79,66,923831
Rheinland-Pfalz,80+,2021-04-04,2021,13,145,52,66,293640
Saarland,00-04,2021-04-04,2021,13,61,0,66,41350
Saarland,05-14,2021-04-04,2021,13,120,0,66,80000
Saarland,15-34,2021-04-04,2021,13,244,2,66,212117
Saarland,35-59,2021-04-04,2021,13,316,14,66,330038
Saarland,60-79,2021-04-04,2021,13,120,15,66,243324
Saarland,80+,2021-04-04,2021,13,21,5,66,78108
Sachsen,00-04,2021-04-04,2021,13,170,5,66,180790
Sachsen,05-14,2021-04-04,2021,13,629,10,66,366870
Sachsen,15-34,2021-04-04,2021,13,1961,17,66,785543
Sachsen,35-59,2021-04-04,2021,13,3633,101,66,1357685
Sachsen,60-79,2021-04-04,2021,13,1504,225,66,1009578
Sachsen,80+,2021-04-04,2021,13,352,127,66,361502
Sachsen-Anhalt,00-04,2021-04-04,2021,13,137,0,66,87877
Sachsen-Anhalt,05-14,2021-04-04,2021,13,322,2,66,182524
Sachsen-Anhalt,15-34,2021-04-04,2021,13,858,10,66,394869
Sachsen-Anhalt,35-59,2021-04-04,2021,13,1439,74,66,745827
Sachsen-Anhalt,60-79,2021-04-04,2021,13,667,104,66,585321
Sachsen-Anhalt,80+,2021-04-04,2021,13,218,84,66,191330
Schleswig-Holstein,00-04,2021-04-04,2021,13,108,1,66,129800
Schleswig-Holstein,05-14,2021-04-04,2021,13,261,3,66,261702
Schleswig-Holstein,15-34,2021-04-04,2021,13,606,22,66,627902
Schleswig-Holstein,35-59,2021-04-04,2021,13,733,50,66,1006281
Schleswig-Holstein,60-79,2021-04-04,2021,13,234,44,66,663225
Schleswig-Holstein,80+,2021-04-04,2021,13,61,23,66,220518
Thueringen,00-04,2021-04-04,2021,13,137,5,66,87718
Thueringen,05-14,2021-04-04,2021,13,356,4,66,184533
Thueringen,15-34,2021-04-04,2021,13,1082,20,66,386793
Thueringen,35-59,2021-04-04,2021,13,2088,94,66,720476
Thueringen,60-79,2021-04-04,2021,13,1056,200,66,558709
Thueringen,80+,2021-04-04,2021,13,269,96,66,179123
Baden-Wuerttemberg,00-04,2021-04-11,2021,14,579,16,67,549986
Baden-Wuerttemberg,05-14,2021-04-11,2021,14,1237,5,67,1014378
Baden-Wuerttemberg,15-34,2021-04-11,2021,14,5168,111,67,2678250
Baden-Wuerttemberg,35-59,2021-04-11,2021,14,6475,312,67,3822725
Baden-Wuerttemberg,60-79,2021-04-11,2021,14,1980,339,67,2286835
Baden-Wuerttemberg,80+,2021-04-11,2021,14,397,162,67,751989
Bayern,00-04,2021-04-11,2021,14,658,13,67,650503
