Impfdatum,Impfschutz,Bundesland,population,Anzahl
2022-02-14,2,Bremen,680171,287
2022-02-14,2,Hamburg,1852838,668
2022-02-14,2,Hessen,6290768,2512
2022-02-14,2,Mecklenburg-Vorpommern,1610896,583
2022-02-14,2,Niedersachsen,7987439,4174
2022-02-14,2,Nordrhein-Westfalen,17949911,5555
2022-02-14,2,Rheinland-Pfalz,4100019,1862
2022-02-14,2,Saarland,984937,363
2022-02-14,2,Sachsen,4061968,1389
2022-02-14,2,Sachsen-Anhalt,2187748,758
2022-02-14,2,Schleswig-Holstein,2909428,1157
2022-02-14,2,Thueringen,2117352,234
2022-02-14,3,Baden-Wuerttemberg,11104163,7364
2022-02-14,3,Bayern,13128448,12473
2022-02-14,3,Berlin,3663322,4227
2022-02-14,3,Brandenburg,2531551,2540
2022-02-14,3,Bremen,680171,738
2022-02-14,3,Hamburg,1852838,1736
2022-02-14,3,Hessen,6290768,6046
2022-02-14,3,Mecklenburg-Vorpommern,1610896,1213
2022-02-14,3,Niedersachsen,7987439,9661
2022-02-14,3,Nordrhein-Westfalen,17949911,17252
2022-02-14,3,Rheinland-Pfalz,4100019,3921
2022-02-14,3,Saarland,984937,779
2022-02-14,3,Sachsen,4061968,3257
2022-02-14,3,Sachsen-Anhalt,2187748,1936
2022-02-14,3,Schleswig-Holstein,2909428,3699
2022-02-14,3,Thueringen,2117352,724
2022-02-15,2,Baden-Wuerttemberg,11104163,5545
2022-02-15,2,Bayern,13128448,7190
2022-02-15,2,Berlin,3663322,1878
2022-02-15,2,Brandenburg,2531551,1651
2022-02-15,2,Bremen,680171,503
2022-02-15,2,Hamburg,1852838,1512
2022-02-15,2,Hessen,6290768,3801
2022-02-15,2,Mecklenburg-Vorpommern,1610896,761
2022-02-15,2,Niedersachsen,7987439,4939
2022-02-15,2,Nordrhein-Westfalen,17949911,10188
2022-02-15,2,Rheinland-Pfalz,4100019,2165
2022-02-15,2,Saarland,984937,577
2022-02-15,2,Sachsen,4061968,1487
2022-02-15,2,Sachsen-Anhalt,2187748,968
2022-02-15,2,Schleswig-Holstein,2909428,2791
2022-02-15,2,Thueringen,2117352,1178
2022-02-15,3,Baden-Wuerttemberg,11104163,13156
2022-02-15,3,Bayern,13128448,19320
2022-02-15,3,Berlin,3663322,5641
2022-02-15,3,Brandenburg,2531551,4357
2022-02-15,3,Bremen,680171,1143
2022-02-15,3,Hamburg,1852838,3684
2022-02-15,3,Hessen,6290768,12545
2022-02-15,3,Mecklenburg-Vorpommern,1610896,2116
2022-02-15,3,Niedersachsen,7987439,14062
2022-02-15,3,Nordrhein-Westfalen,17949911,29475
2022-02-15,3,Rheinland-Pfalz,4100019,6084
2022-02-15,3,Saarland,984937,1552
2022-02-15,3,Sachsen,4061968,4601
2022-02-15,3,Sachsen-Anhalt,2187748,2919
2022-02-15,3,Schleswig-Holstein,2909428,5191
2022-02-15,3,Thueringen,2117352,2609
2022-02-16,2,Baden-Wuerttemberg,11104163,5563
2022-02-16,2,Bayern,13128448,6850
2022-02-16,2,Berlin,3663322,1710
2022-02-16,2,Brandenburg,2531551,1465
2022-02-16,2,Bremen,680171,490
2022-02-16,2,Hamburg,1852838,1108
2022-02-16,2,Hessen,6290768,3633
2022-02-16,2,Mecklenburg-Vorpommern,1610896,876
2022-02-16,2,Niedersachsen,7987439,5398
2022-02-16,2,Nordrhein-Westfalen,17949911,8354
2022-02-16,2,Rheinland-Pfalz,4100019,2475
2022-02-16,2,Saarland,984937,491
2022-02-16,2,Sachsen,4061968,1657
2022-02-16,2,Sachsen-Anhalt,2187748,987
2022-02-16,2,Schleswig-Holstein,2909428,1932
2022-02-16,2,Thueringen,2117352,903
2022-02-16,3,Baden-Wuerttemberg,11104163,12996
2022-02-16,3,Bayern,13128448,18856
2022-02-16,3,Berlin,3663322,5615
2022-02-16,3,Brandenburg,2531551,4222
2022-02-16,3,Bremen,680171,954
2022-02-16,3,Hamburg,1852838,3816
2022-02-16,3,Hessen,6290768,10735
2022-02-16,3,Mecklenburg-Vorpommern,1610896,2440
2022-02-16,3,Niedersachsen,7987439,14333
2022-02-16,3,Nordrhein-Westfalen,17949911,27616
2022-02-16,3,Rheinland-Pfalz,4100019,6272
2022-02-16,3,Saarland,984937,1411
2022-02-16,3,Sachsen,4061968,5222
2022-02-16,3,Sachsen-Anhalt,2187748,3040
2022-02-16,3,Schleswig-Holstein,2909428,6700
2022-02-16,3,Thueringen,2117352,2182
2022-02-17,2,Baden-Wuerttemberg,11104163,5480
2022-02-17,2,Bayern,13128448,7326
2022-02-17,2,Berlin,3663322,1891
2022-02-17,2,Brandenburg,2531551,1370
2022-02-17,2,Bremen,680171,382
2022-02-17,2,Hamburg,1852838,1095
2022-02-17,2,Hessen,6290768,3278
2022-02-17,2,Mecklenburg-Vorpommern,1610896,827
2022-02-17,2,Niedersachsen,7987439,5733
2022-02-17,2,Nordrhein-Westfalen,17949911,9221
2022-02-17,2,Rheinland-Pfalz,4100019,2558
2022-02-17,2,Saarland,984937,581
2022-02-17,2,Sachsen,4061968,1954
2022-02-17,2,Sachsen-Anhalt,2187748,1032
2022-02-17,2,Schleswig-Holstein,2909428,2622
2022-02-17,2,Thueringen,2117352,990
2022-02-17,3,Baden-Wuerttemberg,11104163,12328
2022-02-17,3,Bayern,13128448,19159
2022-02-17,3,Berlin,3663322,5148
2022-02-17,3,Brandenburg,2531551,4247
2022-02-17,3,Bremen,680171,852
2022-02-17,3,Hamburg,1852838,3050
2022-02-17,3,Hessen,6290768,9080
2022-02-17,3,Mecklenburg-Vorpommern,1610896,2470
2022-02-17,3,Niedersachsen,7987439,14750
2022-02-17,3,Nordrhein-Westfalen,17949911,29175
2022-02-17,3,Rheinland-Pfalz,4100019,6277
2022-02-17,3,Saarland,984937,1276
2022-02-17,3,Sachsen,4061968,5278
2022-02-17,3,Sachsen-Anhalt,2187748,2823
2022-02-17,3,Schleswig-Holstein,2909428,5100
2022-02-17,3,Thueringen,2117352,2346
2022-02-18,2,Baden-Wuerttemberg,11104163,5651
2022-02-18,2,Bayern,13128448,7593
2022-02-18,2,Berlin,3663322,1693
2022-02-18,2,Brandenburg,2531551,1442
2022-02-18,2,Bremen,680171,373
2022-02-18,2,Hamburg,1852838,5920
2022-02-18,2,Hessen,6290768,3807
2022-02-18,2,Mecklenburg-Vorpommern,1610896,863
2022-02-18,2,Niedersachsen,7987439,5044
2022-02-18,2,Nordrhein-Westfalen,17949911,7681
2022-02-18,2,Rheinland-Pfalz,4100019,2818
2022-02-18,2,Saarland,984937,594
2022-02-18,2,Sachsen,4061968,1492
2022-02-18,2,Sachsen-Anhalt,2187748,813
2022-02-18,2,Schleswig-Holstein,2909428,1588
2022-02-18,2,Thueringen,2117352,880
2022-02-18,3,Baden-Wuerttemberg,11104163,12067
2022-02-18,3,Bayern,13128448,16828
2022-02-18,3,Berlin,3663322,4599
2022-02-18,3,Brandenburg,2531551,3733
2022-02-18,3,Bremen,680171,959
2022-02-18,3,Hamburg,1852838,7472
2022-02-18,3,Hessen,6290768,7809
2022-02-18,3,Mecklenburg-Vorpommern,1610896,2564
2022-02-18,3,Niedersachsen,7987439,12332
2022-02-18,3,Nordrhein-Westfalen,17949911,20700
2022-02-18,3,Rheinland-Pfalz,4100019,5871
2022-02-18,3,Saarland,984937,1478
2022-02-18,3,Sachsen,4061968,3686
2022-02-18,3,Sachsen-Anhalt,2187748,2186
2022-02-18,3,Schleswig-Holstein,2909428,4621
2022-02-18,3,Thueringen,2117352,2355
2022-02-19,2,Baden-Wuerttemberg,11104163,4411
2022-02-19,2,Bayern,13128448,4341
2022-02-19,2,Berlin,3663322,1416
2022-02-19,2,Brandenburg,2531551,541
2022-02-19,2,Bremen,680171,409
2022-02-19,2,Hamburg,1852838,786
2022-02-19,2,Hessen,6290768,2014
2022-02-19,2,Mecklenburg-Vorpommern,1610896,363
2022-02-19,2,Niedersachsen,7987439,3023
2022-02-19,2,Nordrhein-Westfalen,17949911,6362
2022-02-19,2,Rheinland-Pfalz,4100019,934
2022-02-19,2,Saarland,984937,382
2022-02-19,2,Sachsen,4061968,694
2022-02-19,2,Sachsen-Anhalt,2187748,331
2022-02-19,2,Schleswig-Holstein,2909428,972
2022-02-19,2,Thueringen,2117352,570
2022-02-19,3,Baden-Wuerttemberg,11104163,4664
2022-02-19,3,Bayern,13128448,5922
2022-02-19,3,Berlin,3663322,1927
2022-02-19,3,Brandenburg,2531551,480
2022-02-19,3,Bremen,680171,288
2022-02-19,3,Hamburg,1852838,562
2022-02-19,3,Hessen,6290768,2432
2022-02-19,3,Mecklenburg-Vorpommern,1610896,174
2022-02-19,3,Niedersachsen,7987439,1972
2022-02-19,3,Nordrhein-Westfalen,17949911,10793
2022-02-19,3,Rheinland-Pfalz,4100019,1411
2022-02-19,3,Saarland,984937,568
2022-02-19,3,Sachsen,4061968,1325
2022-02-19,3,Sachsen-Anhalt,2187748,538
2022-02-19,3,Schleswig-Holstein,2909428,1502
2022-02-19,3,Thueringen,2117352,939
2022-02-20,2,Baden-Wuerttemberg,11104163,2129
2022-02-20,2,Bayern,13128448,1292
2022-02-20,2,Berlin,3663322,549
2022-02-20,2,Brandenburg,2531551,6
2022-02-20,2,Bremen,680171,65
2022-02-20,2,Hamburg,1852838,838
2022-02-20,2,Hessen,6290768,1242
2022-02-20,2,Mecklenburg-Vorpommern,1610896,30
2022-02-20,2,Niedersachsen,7987439,813
2022-02-20,2,Nordrhein-Westfalen,17949911,1742
2022-02-20,2,Rheinland-Pfalz,4100019,258
2022-02-20,2,Saarland,984937,43
2022-02-20,2,Sachsen,4061968,44
2022-02-20,2,Schleswig-Holstein,2909428,169
2022-02-20,2,Thueringen,2117352,51
2022-02-20,3,Baden-Wuerttemberg,11104163,3989
2022-02-20,3,Bayern,13128448,2090
2022-02-20,3,Berlin,3663322,1011
2022-02-20,3,Brandenburg,2531551,51
2022-02-20,3,Hamburg,1852838,477
2022-02-20,3,Hessen,6290768,1344
2022-02-20,3,Mecklenburg-Vorpommern,1610896,32
2022-02-20,3,Niedersachsen,7987439,1579
2022-02-20,3,Nordrhein-Westfalen,17949911,3612
2022-02-20,3,Rheinland-Pfalz,4100019,439
2022-02-20,3,Saarland,984937,12
2022-02-20,3,Sachsen,4061968,181
2022-02-20,3,Schleswig-Holstein,2909428,275
2022-02-20,3,Thueringen,2117352,78
2022-02-21,2,Baden-Wuerttemberg,11104163,2716
2022-02-21,2,Bayern,13128448,3466
2022-02-21,2,Berlin,3663322,1004
2022-02-21,2,Brandenburg,2531551,589
2022-02-21,2,Bremen,680171,310
2022-02-21,2,Hamburg,1852838,4940
2022-02-21,2,Hessen,6290768,2028
2022-02-21,2,Mecklenburg-Vorpommern,1610896,761
2022-02-21,2,Niedersachsen,7987439,2821
2022-02-21,2,Nordrhein-Westfalen,17949911,5650
2022-02-21,2,Rheinland-Pfalz,4100019,1136
2022-02-21,2,Saarland,984937,260
2022-02-21,2,Sachsen,4061968,1129
2022-02-21,2,Sachsen-Anhalt,2187748,721
2022-02-21,2,Schleswig-Holstein,2909428,1171
2022-02-21,2,Thueringen,2117352,277
2022-02-21,3,Baden-Wuerttemberg,11104163,5945
2022-02-21,3,Bayern,13128448,8946
2022-02-21,3,Berlin,3663322,2802
2022-02-21,3,Brandenburg,2531551,1549
2022-02-21,3,Bremen,680171,438
2022-02-21,3,Hamburg,1852838,10580
2022-02-21,3,Hessen,6290768,4826
2022-02-21,3,Mecklenburg-Vorpommern,1610896,1273
2022-02-21,3,Niedersachsen,7987439,6765
2022-02-21,3,Nordrhein-Westfalen,17949911,14649
2022-02-21,3,Rheinland-Pfalz,4100019,2972
2022-02-21,3,Saarland,984937,629
2022-02-21,3,Sachsen,4061968,2315
2022-02-21,3,Sachsen-Anhalt,2187748,1697
2022-02-21,3,Schleswig-Holstein,2909428,2696
2022-02-21,3,Thueringen,2117352,835
2022-02-22,2,Baden-Wuerttemberg,11104163,4109
2022-02-22,2,Bayern,13128448,5366
2022-02-22,2,Berlin,3663322,1361
2022-02-22,2,Brandenburg,2531551,1146
2022-02-22,2,Bremen,680171,397
2022-02-22,2,Hamburg,1852838,3013
2022-02-22,2,Hessen,6290768,2580
2022-02-22,2,Mecklenburg-Vorpommern,1610896,896
2022-02-22,2,Niedersachsen,7987439,3690
2022-02-22,2,Nordrhein-Westfalen,17949911,8426
2022-02-22,2,Rheinland-Pfalz,4100019,1284
2022-02-22,2,Saarland,984937,350
2022-02-22,2,Sachsen,4061968,1314
2022-02-22,2,Sachsen-Anhalt,2187748,1481
2022-02-22,2,Schleswig-Holstein,2909428,2516
2022-02-22,2,Thueringen,2117352,1392
2022-02-22,3,Baden-Wuerttemberg,11104163,8707
2022-02-22,3,Bayern,13128448,14166
2022-02-22,3,Berlin,3663322,3954
2022-02-22,3,Brandenburg,2531551,3379
2022-02-22,3,Bremen,680171,713
2022-02-22,3,Hamburg,1852838,6729
2022-02-22,3,Hessen,6290768,6812
2022-02-22,3,Mecklenburg-Vorpommern,1610896,2313
2022-02-22,3,Niedersachsen,7987439,10415
2022-02-22,3,Nordrhein-Westfalen,17949911,25900
2022-02-22,3,Rheinland-Pfalz,4100019,4158
2022-02-22,3,Saarland,984937,945
2022-02-22,3,Sachsen,4061968,3735
2022-02-22,3,Sachsen-Anhalt,2187748,3810
2022-02-22,3,Schleswig-Holstein,2909428,4202
2022-02-22,3,Thueringen,2117352,2879
2022-02-23,2,Baden-Wuerttemberg,11104163,3911
2022-02-23,2,Bayern,13128448,5073
2022-02-23,2,Berlin,3663322,1288
2022-02-23,2,Brandenburg,2531551,1002
2022-02-23,2,Bremen,680171,402
2022-02-23,2,Hamburg,1852838,3007
2022-02-23,2,Hessen,6290768,2787
2022-02-23,2,Mecklenburg-Vorpommern,1610896,1065
2022-02-23,2,Niedersachsen,7987439,3817
2022-02-23,2,Nordrhein-Westfalen,17949911,6653
2022-02-23,2,Rheinland-Pfalz,4100019,1722
2022-02-23,2,Saarland,984937,375
2022-02-23,2,Sachsen,4061968,1662
2022-02-23,2,Sachsen-Anhalt,2187748,1153
2022-02-23,2,Schleswig-Holstein,2909428,1460
2022-02-23,2,Thueringen,2117352,1197
2022-02-23,3,Baden-Wuerttemberg,11104163,9709
2022-02-23,3,Bayern,13128448,12504
2022-02-23,3,Berlin,3663322,4164
2022-02-23,3,Brandenburg,2531551,3483
2022-02-23,3,Bremen,680171,702
2022-02-23,3,Hamburg,1852838,9149
2022-02-23,3,Hessen,6290768,7672
2022-02-23,3,Mecklenburg-Vorpommern,1610896,2579
2022-02-23,3,Niedersachsen,7987439,10608
2022-02-23,3,Nordrhein-Westfalen,17949911,21486
2022-02-23,3,Rheinland-Pfalz,4100019,4526
2022-02-23,3,Saarland,984937,960
2022-02-23,3,Sachsen,4061968,4206
2022-02-23,3,Sachsen-Anhalt,2187748,3283
2022-02-23,3,Schleswig-Holstein,2909428,5308
2022-02-23,3,Thueringen,2117352,2877
2022-02-24,2,Baden-Wuerttemberg,11104163,4183
2022-02-24,2,Bayern,13128448,5569
2022-02-24,2,Berlin,3663322,1342
2022-02-24,2,Brandenburg,2531551,1330
2022-02-24,2,Bremen,680171,357
2022-02-24,2,Hamburg,1852838,2454
2022-02-24,2,Hessen,6290768,2692
2022-02-24,2,Mecklenburg-Vorpommern,1610896,1040
2022-02-24,2,Niedersachsen,7987439,4753
2022-02-24,2,Nordrhein-Westfalen,17949911,6034
2022-02-24,2,Rheinland-Pfalz,4100019,1370
2022-02-24,2,Saarland,984937,307
2022-02-24,2,Sachsen,4061968,1615
2022-02-24,2,Sachsen-Anhalt,2187748,1452
2022-02-24,2,Schleswig-Holstein,2909428,2865
2022-02-24,2,Thueringen,2117352,1441
2022-02-24,3,Baden-Wuerttemberg,11104163,9881
2022-02-24,3,Bayern,13128448,13939
2022-02-24,3,Berlin,3663322,3988
2022-02-24,3,Brandenburg,2531551,3832
2022-02-24,3,Bremen,680171,655
2022-02-24,3,Hamburg,1852838,4618
2022-02-24,3,Hessen,6290768,7473
2022-02-24,3,Mecklenburg-Vorpommern,1610896,3138
2022-02-24,3,Niedersachsen,7987439,13491
2022-02-24,3,Nordrhein-Westfalen,17949911,20512
2022-02-24,3,Rheinland-Pfalz,4100019,4118
2022-02-24,3,Saarland,984937,869
2022-02-24,3,Sachsen,4061968,4328
2022-02-24,3,Sachsen-Anhalt,2187748,4140
2022-02-24,3,Schleswig-Holstein,2909428,4718
2022-02-24,3,Thueringen,2117352,3132
2022-02-25,2,Baden-Wuerttemberg,11104163,4179
2022-02-25,2,Bayern,13128448,5628
2022-02-25,2,Berlin,3663322,1227
2022-02-25,2,Brandenburg,2531551,783
2022-02-25,2,Bremen,680171,389
2022-02-25,2,Hamburg,1852838,1794
2022-02-25,2,Hessen,6290768,2622
2022-02-25,2,Mecklenburg-Vorpommern,1610896,1014
2022-02-25,2,Niedersachsen,7987439,4120
2022-02-25,2,Nordrhein-Westfalen,17949911,6082
2022-02-25,2,Rheinland-Pfalz,4100019,1407
2022-02-25,2,Saarland,984937,332
2022-02-25,2,Sachsen,4061968,1272
2022-02-25,2,Sachsen-Anhalt,2187748,1055
2022-02-25,2,Schleswig-Holstein,2909428,1366
2022-02-25,2,Thueringen,2117352,988
2022-02-25,3,Baden-Wuerttemberg,11104163,9350
2022-02-25,3,Bayern,13128448,12851
2022-02-25,3,Berlin,3663322,3101
2022-02-25,3,Brandenburg,2531551,2461
2022-02-25,3,Bremen,680171,856
2022-02-25,3,Hamburg,1852838,3637
2022-02-25,3,Hessen,6290768,6228
2022-02-25,3,Mecklenburg-Vorpommern,1610896,2689
2022-02-25,3,Niedersachsen,7987439,10640
2022-02-25,3,Nordrhein-Westfalen,17949911,18078
2022-02-25,3,Rheinland-Pfalz,4100019,3211
2022-02-25,3,Saarland,984937,826
2022-02-25,3,Sachsen,4061968,3435
2022-02-25,3,Sachsen-Anhalt,2187748,2555
2022-02-25,3,Schleswig-Holstein,2909428,4185
2022-02-25,3,Thueringen,2117352,2374
2022-02-26,2,Baden-Wuerttemberg,11104163,2469
2022-02-26,2,Bayern,13128448,2843
2022-02-26,2,Berlin,3663322,781
2022-02-26,2,Brandenburg,2531551,370
2022-02-26,2,Bremen,680171,286
2022-02-26,2,Hamburg,1852838,632
2022-02-26,2,Hessen,6290768,1567
2022-02-26,2,Mecklenburg-Vorpommern,1610896,198
2022-02-26,2,Niedersachsen,7987439,2134
2022-02-26,2,Nordrhein-Westfalen,17949911,3659
2022-02-26,2,Rheinland-Pfalz,4100019,668
2022-02-26,2,Saarland,984937,336
2022-02-26,2,Sachsen,4061968,792
2022-02-26,2,Sachsen-Anhalt,2187748,359
2022-02-26,2,Schleswig-Holstein,2909428,775
2022-02-26,2,Thueringen,2117352,247
2022-02-26,3,Baden-Wuerttemberg,11104163,3473
2022-02-26,3,Bayern,13128448,4367
2022-02-26,3,Berlin,3663322,1432
2022-02-26,3,Brandenburg,2531551,552
2022-02-26,3,Bremen,680171,271
2022-02-26,3,Hamburg,1852838,1202
2022-02-26,3,Hessen,6290768,1948
2022-02-26,3,Mecklenburg-Vorpommern,1610896,257
2022-02-26,3,Niedersachsen,7987439,1836
2022-02-26,3,Nordrhein-Westfalen,17949911,6458
2022-02-26,3,Rheinland-Pfalz,4100019,840
2022-02-26,3,Saarland,984937,356
2022-02-26,3,Sachsen,4061968,1327
2022-02-26,3,Sachsen-Anhalt,2187748,519
2022-02-26,3,Schleswig-Holstein,2909428,1497
2022-02-26,3,Thueringen,2117352,601
2022-02-27,2,Baden-Wuerttemberg,11104163,1142
2022-02-27,2,Bayern,13128448,776
2022-02-27,2,Berlin,3663322,314
2022-02-27,2,Brandenburg,2531551,17
2022-02-27,2,Bremen,680171,46
2022-02-27,2,Hamburg,1852838,326
2022-02-27,2,Hessen,6290768,532
2022-02-27,2,Mecklenburg-Vorpommern,1610896,36
2022-02-27,2,Niedersachsen,7987439,267
2022-02-27,2,Nordrhein-Westfalen,17949911,1272
2022-02-27,2,Rheinland-Pfalz,4100019,113
2022-02-27,2,Sachsen,4061968,28
2022-02-27,2,Sachsen-Anhalt,2187748,5
2022-02-27,2,Schleswig-Holstein,2909428,8
2022-02-27,2,Thueringen,2117352,36
2022-02-27,3,Baden-Wuerttemberg,11104163,1691
2022-02-27,3,Bayern,13128448,1574
2022-02-27,3,Berlin,3663322,700
2022-02-27,3,Brandenburg,2531551,84
2022-02-27,3,Hamburg,1852838,340
2022-02-27,3,Hessen,6290768,923
2022-02-27,3,Mecklenburg-Vorpommern,1610896,12
2022-02-27,3,Niedersachsen,7987439,366
2022-02-27,3,Nordrhein-Westfalen,17949911,2086
2022-02-27,3,Rheinland-Pfalz,4100019,179
2022-02-27,3,Saarland,984937,78
2022-02-27,3,Sachsen,4061968,137
2022-02-27,3,Sachsen-Anhalt,2187748,75
2022-02-27,3,Schleswig-Holstein,2909428,20
2022-02-27,3,Thueringen,2117352,114
2022-02-28,2,Baden-Wuerttemberg,11104163,1582
2022-02-28,2,Bayern,13128448,2382
2022-02-28,2,Berlin,3663322,944
2022-02-28,2,Brandenburg,2531551,596
2022-02-28,2,Bremen,680171,250
2022-02-28,2,Hamburg,1852838,2197
2022-02-28,2,Hessen,6290768,1594
2022-02-28,2,Mecklenburg-Vorpommern,1610896,418
2022-02-28,2,Niedersachsen,7987439,2265
2022-02-28,2,Nordrhein-Westfalen,17949911,2390
2022-02-28,2,Rheinland-Pfalz,4100019,980
2022-02-28,2,Saarland,984937,171
2022-02-28,2,Sachsen,4061968,1206
2022-02-28,2,Sachsen-Anhalt,2187748,1284
2022-02-28,2,Schleswig-Holstein,2909428,1010
2022-02-28,2,Thueringen,2117352,314
2022-02-28,3,Baden-Wuerttemberg,11104163,3634
2022-02-28,3,Bayern,13128448,6330
2022-02-28,3,Berlin,3663322,3109
2022-02-28,3,Brandenburg,2531551,1424
2022-02-28,3,Bremen,680171,339
2022-02-28,3,Hamburg,1852838,5510
2022-02-28,3,Hessen,6290768,4490
2022-02-28,3,Mecklenburg-Vorpommern,1610896,1028
2022-02-28,3,Niedersachsen,7987439,6280
2022-02-28,3,Nordrhein-Westfalen,17949911,6957
2022-02-28,3,Rheinland-Pfalz,4100019,2123
2022-02-28,3,Saarland,984937,341
2022-02-28,3,Sachsen,4061968,2819
2022-02-28,3,Sachsen-Anhalt,2187748,2174
2022-02-28,3,Schleswig-Holstein,2909428,3845
2022-02-28,3,Thueringen,2117352,632
2022-03-01,2,Baden-Wuerttemberg,11104163,1958
2022-03-01,2,Bayern,13128448,3049
2022-03-01,2,Berlin,3663322,1125
2022-03-01,2,Brandenburg,2531551,695
2022-03-01,2,Bremen,680171,312
2022-03-01,2,Hamburg,1852838,1378
2022-03-01,2,Hessen,6290768,2113
2022-03-01,2,Mecklenburg-Vorpommern,1610896,626
2022-03-01,2,Niedersachsen,7987439,2886
2022-03-01,2,Nordrhein-Westfalen,17949911,5136
2022-03-01,2,Rheinland-Pfalz,4100019,1016
2022-03-01,2,Saarland,984937,266
2022-03-01,2,Sachsen,4061968,1624
2022-03-01,2,Sachsen-Anhalt,2187748,938
2022-03-01,2,Schleswig-Holstein,2909428,1111
2022-03-01,2,Thueringen,2117352,1060
2022-03-01,3,Baden-Wuerttemberg,11104163,5519
2022-03-01,3,Bayern,13128448,8418
2022-03-01,3,Berlin,3663322,3020
2022-03-01,3,Brandenburg,2531551,2524
2022-03-01,3,Bremen,680171,663
2022-03-01,3,Hamburg,1852838,3107
2022-03-01,3,Hessen,6290768,5866
2022-03-01,3,Mecklenburg-Vorpommern,1610896,1817
2022-03-01,3,Niedersachsen,7987439,9347
2022-03-01,3,Nordrhein-Westfalen,17949911,16282
2022-03-01,3,Rheinland-Pfalz,4100019,2384
2022-03-01,3,Saarland,984937,724
2022-03-01,3,Sachsen,4061968,3729
2022-03-01,3,Sachsen-Anhalt,2187748,2671
2022-03-01,3,Schleswig-Holstein,2909428,3267
2022-03-01,3,Thueringen,2117352,2398
2022-03-02,2,Baden-Wuerttemberg,11104163,2717
2022-03-02,2,Bayern,13128448,2856
2022-03-02,2,Berlin,3663322,1081
2022-03-02,2,Brandenburg,2531551,670
2022-03-02,2,Bremen,680171,302
2022-03-02,2,Hamburg,1852838,2344
2022-03-02,2,Hessen,6290768,1938
2022-03-02,2,Mecklenburg-Vorpommern,1610896,589
2022-03-02,2,Niedersachsen,7987439,2775
2022-03-02,2,Nordrhein-Westfalen,17949911,2817
2022-03-02,2,Rheinland-Pfalz,4100019,1487
2022-03-02,2,Saarland,984937,344
2022-03-02,2,Sachsen,4061968,1632
2022-03-02,2,Sachsen-Anhalt,2187748,917
2022-03-02,2,Schleswig-Holstein,2909428,1123
2022-03-02,2,Thueringen,2117352,985
2022-03-02,3,Baden-Wuerttemberg,11104163,6494
2022-03-02,3,Bayern,13128448,7973
2022-03-02,3,Berlin,3663322,3129
2022-03-02,3,Brandenburg,2531551,2301
2022-03-02,3,Bremen,680171,599
2022-03-02,3,Hamburg,1852838,3115
2022-03-02,3,Hessen,6290768,6039
2022-03-02,3,Mecklenburg-Vorpommern,1610896,1647
2022-03-02,3,Niedersachsen,7987439,9305
2022-03-02,3,Nordrhein-Westfalen,17949911,9252
2022-03-02,3,Rheinland-Pfalz,4100019,3781
2022-03-02,3,Saarland,984937,924
2022-03-02,3,Sachsen,4061968,4426
2022-03-02,3,Sachsen-Anhalt,2187748,2910
2022-03-02,3,Schleswig-Holstein,2909428,4216
2022-03-02,3,Thueringen,2117352,2386
2022-03-03,2,Baden-Wuerttemberg,11104163,2810
2022-03-03,2,Bayern,13128448,3621
2022-03-03,2,Berlin,3663322,1139
2022-03-03,2,Brandenburg,2531551,774
2022-03-03,2,Bremen,680171,194
2022-03-03,2,Hamburg,1852838,887
2022-03-03,2,Hessen,6290768,2038
2022-03-03,2,Mecklenburg-Vorpommern,1610896,752
2022-03-03,2,Niedersachsen,7987439,3442
2022-03-03,2,Nordrhein-Westfalen,17949911,7600
2022-03-03,2,Rheinland-Pfalz,4100019,1553
2022-03-03,2,Saarland,984937,371
2022-03-03,2,Sachsen,4061968,1971
2022-03-03,2,Sachsen-Anhalt,2187748,1165
2022-03-03,2,Schleswig-Holstein,2909428,1168
2022-03-03,2,Thueringen,2117352,912
2022-03-03,3,Baden-Wuerttemberg,11104163,6944
2022-03-03,3,Bayern,13128448,9945
2022-03-03,3,Berlin,3663322,3752
2022-03-03,3,Brandenburg,2531551,2720
2022-03-03,3,Bremen,680171,477
2022-03-03,3,Hamburg,1852838,2088
2022-03-03,3,Hessen,6290768,5906
2022-03-03,3,Mecklenburg-Vorpommern,1610896,2175
2022-03-03,3,Niedersachsen,7987439,9842
2022-03-03,3,Nordrhein-Westfalen,17949911,26834
2022-03-03,3,Rheinland-Pfalz,4100019,4129
2022-03-03,3,Saarland,984937,1079
2022-03-03,3,Sachsen,4061968,5046
2022-03-03,3,Sachsen-Anhalt,2187748,3322
2022-03-03,3,Schleswig-Holstein,2909428,3907
2022-03-03,3,Thueringen,2117352,2264
2022-03-04,2,Baden-Wuerttemberg,11104163,2277
2022-03-04,2,Bayern,13128448,3732
2022-03-04,2,Berlin,3663322,821
2022-03-04,2,Brandenburg,2531551,676
2022-03-04,2,Bremen,680171,326
2022-03-04,2,Hamburg,1852838,1518
2022-03-04,2,Hessen,6290768,2157
2022-03-04,2,Mecklenburg-Vorpommern,1610896,593
2022-03-04,2,Niedersachsen,7987439,2696
2022-03-04,2,Nordrhein-Westfalen,17949911,5126
2022-03-04,2,Rheinland-Pfalz,4100019,1722
2022-03-04,2,Saarland,984937,267
2022-03-04,2,Sachsen,4061968,1243
2022-03-04,2,Sachsen-Anhalt,2187748,764
2022-03-04,2,Schleswig-Holstein,2909428,813
2022-03-04,2,Thueringen,2117352,754
