Impfdatum,Impfschutz,Bundesland,population,Anzahl
2021-01-02,2,Baden-Wuerttemberg,11104163,6
2021-01-02,2,Hessen,6290768,7
2021-01-02,2,Mecklenburg-Vorpommern,1610896,60
2021-01-02,2,Nordrhein-Westfalen,17949911,5
2021-01-04,2,Nordrhein-Westfalen,17949911,62
2021-01-04,2,Sachsen,4061968,48
2021-01-05,2,Mecklenburg-Vorpommern,1610896,9
2021-01-05,2,Nordrhein-Westfalen,17949911,8
2021-01-05,2,Sachsen,4061968,59
2021-01-06,2,Sachsen,4061968,81
2021-01-07,2,Brandenburg,2531551,165
2021-01-07,2,Rheinland-Pfalz,4100019,8
2021-01-07,2,Sachsen,4061968,11
2021-01-08,2,Hessen,6290768,11
2021-01-08,2,Nordrhein-Westfalen,17949911,86
2021-01-09,2,Nordrhein-Westfalen,17949911,33
2021-01-09,2,Rheinland-Pfalz,4100019,5
2021-01-09,2,Sachsen,4061968,99
2021-01-10,2,Sachsen,4061968,103
2021-01-11,2,Baden-Wuerttemberg,11104163,6
2021-01-11,2,Hamburg,1852838,36
2021-01-11,2,Nordrhein-Westfalen,17949911,58
2021-01-12,2,Berlin,3663322,7
2021-01-12,2,Nordrhein-Westfalen,17949911,34
2021-01-12,2,Rheinland-Pfalz,4100019,14
2021-01-13,2,Bayern,13128448,5
2021-01-13,2,Hessen,6290768,5
2021-01-13,2,Nordrhein-Westfalen,17949911,176
2021-01-14,2,Baden-Wuerttemberg,11104163,128
2021-01-14,2,Berlin,3663322,5
2021-01-14,2,Nordrhein-Westfalen,17949911,36
2021-01-14,2,Sachsen,4061968,33
2021-01-15,2,Baden-Wuerttemberg,11104163,380
2021-01-15,2,Bayern,13128448,133
2021-01-15,2,Nordrhein-Westfalen,17949911,283
2021-01-15,2,Rheinland-Pfalz,4100019,11
2021-01-15,2,Sachsen-Anhalt,2187748,117
2021-01-16,2,Baden-Wuerttemberg,11104163,135
2021-01-16,2,Bayern,13128448,185
2021-01-16,2,Nordrhein-Westfalen,17949911,769
2021-01-16,2,Sachsen-Anhalt,2187748,99
2021-01-17,2,Baden-Wuerttemberg,11104163,2153
2021-01-17,2,Bayern,13128448,2553
2021-01-17,2,Berlin,3663322,1950
2021-01-17,2,Bremen,680171,72
2021-01-17,2,Hamburg,1852838,426
2021-01-17,2,Hessen,6290768,1886
2021-01-17,2,Niedersachsen,7987439,364
2021-01-17,2,Nordrhein-Westfalen,17949911,6115
2021-01-17,2,Rheinland-Pfalz,4100019,698
2021-01-17,2,Saarland,984937,165
2021-01-17,2,Sachsen,4061968,138
2021-01-17,2,Sachsen-Anhalt,2187748,508
2021-01-18,2,Baden-Wuerttemberg,11104163,2003
2021-01-18,2,Bayern,13128448,2952
2021-01-18,2,Berlin,3663322,2077
2021-01-18,2,Brandenburg,2531551,118
2021-01-18,2,Bremen,680171,333
2021-01-18,2,Hamburg,1852838,313
2021-01-18,2,Hessen,6290768,1279
2021-01-18,2,Mecklenburg-Vorpommern,1610896,866
2021-01-18,2,Niedersachsen,7987439,479
2021-01-18,2,Nordrhein-Westfalen,17949911,1049
2021-01-18,2,Rheinland-Pfalz,4100019,692
2021-01-18,2,Saarland,984937,642
2021-01-18,2,Sachsen,4061968,382
2021-01-18,2,Sachsen-Anhalt,2187748,1646
2021-01-18,2,Schleswig-Holstein,2909428,632
2021-01-18,2,Thueringen,2117352,154
2021-01-19,2,Baden-Wuerttemberg,11104163,3174
2021-01-19,2,Bayern,13128448,7833
2021-01-19,2,Berlin,3663322,2730
2021-01-19,2,Brandenburg,2531551,1007
2021-01-19,2,Bremen,680171,327
2021-01-19,2,Hamburg,1852838,431
2021-01-19,2,Hessen,6290768,4957
2021-01-19,2,Mecklenburg-Vorpommern,1610896,912
2021-01-19,2,Niedersachsen,7987439,778
2021-01-19,2,Nordrhein-Westfalen,17949911,8700
2021-01-19,2,Rheinland-Pfalz,4100019,840
2021-01-19,2,Saarland,984937,649
2021-01-19,2,Sachsen,4061968,919
2021-01-19,2,Sachsen-Anhalt,2187748,2027
2021-01-19,2,Schleswig-Holstein,2909428,426
2021-01-19,2,Thueringen,2117352,259
2021-01-20,2,Baden-Wuerttemberg,11104163,4288
2021-01-20,2,Bayern,13128448,14254
2021-01-20,2,Berlin,3663322,3211
2021-01-20,2,Brandenburg,2531551,1301
2021-01-20,2,Bremen,680171,526
2021-01-20,2,Hamburg,1852838,715
2021-01-20,2,Hessen,6290768,5823
2021-01-20,2,Mecklenburg-Vorpommern,1610896,1298
2021-01-20,2,Niedersachsen,7987439,1199
2021-01-20,2,Nordrhein-Westfalen,17949911,15662
2021-01-20,2,Rheinland-Pfalz,4100019,873
2021-01-20,2,Saarland,984937,635
2021-01-20,2,Sachsen,4061968,1309
2021-01-20,2,Sachsen-Anhalt,2187748,1839
2021-01-20,2,Schleswig-Holstein,2909428,93
2021-01-20,2,Thueringen,2117352,784
2021-01-21,2,Baden-Wuerttemberg,11104163,4097
2021-01-21,2,Bayern,13128448,11839
2021-01-21,2,Berlin,3663322,2505
2021-01-21,2,Brandenburg,2531551,371
2021-01-21,2,Bremen,680171,526
2021-01-21,2,Hamburg,1852838,685
2021-01-21,2,Hessen,6290768,4828
2021-01-21,2,Mecklenburg-Vorpommern,1610896,483
2021-01-21,2,Niedersachsen,7987439,775
2021-01-21,2,Nordrhein-Westfalen,17949911,10785
2021-01-21,2,Rheinland-Pfalz,4100019,637
2021-01-21,2,Saarland,984937,591
2021-01-21,2,Sachsen,4061968,769
2021-01-21,2,Sachsen-Anhalt,2187748,1407
2021-01-21,2,Schleswig-Holstein,2909428,158
2021-01-21,2,Thueringen,2117352,433
2021-01-22,2,Baden-Wuerttemberg,11104163,3692
2021-01-22,2,Bayern,13128448,10794
2021-01-22,2,Berlin,3663322,2155
2021-01-22,2,Brandenburg,2531551,124
2021-01-22,2,Bremen,680171,7
2021-01-22,2,Hamburg,1852838,650
2021-01-22,2,Hessen,6290768,3611
2021-01-22,2,Mecklenburg-Vorpommern,1610896,282
2021-01-22,2,Niedersachsen,7987439,466
2021-01-22,2,Nordrhein-Westfalen,17949911,9570
2021-01-22,2,Rheinland-Pfalz,4100019,291
2021-01-22,2,Saarland,984937,556
2021-01-22,2,Sachsen,4061968,337
2021-01-22,2,Sachsen-Anhalt,2187748,701
2021-01-22,2,Schleswig-Holstein,2909428,197
2021-01-22,2,Thueringen,2117352,56
2021-01-23,2,Baden-Wuerttemberg,11104163,4356
2021-01-23,2,Bayern,13128448,13116
2021-01-23,2,Berlin,3663322,1417
2021-01-23,2,Bremen,680171,17
2021-01-23,2,Hamburg,1852838,437
2021-01-23,2,Hessen,6290768,4570
2021-01-23,2,Mecklenburg-Vorpommern,1610896,119
2021-01-23,2,Niedersachsen,7987439,975
2021-01-23,2,Nordrhein-Westfalen,17949911,19311
2021-01-23,2,Rheinland-Pfalz,4100019,175
2021-01-23,2,Saarland,984937,800
2021-01-23,2,Sachsen,4061968,303
2021-01-23,2,Sachsen-Anhalt,2187748,750
2021-01-23,2,Schleswig-Holstein,2909428,5
2021-01-23,2,Thueringen,2117352,160
2021-01-24,2,Baden-Wuerttemberg,11104163,3752
2021-01-24,2,Bayern,13128448,6859
2021-01-24,2,Berlin,3663322,859
2021-01-24,2,Bremen,680171,68
2021-01-24,2,Hamburg,1852838,462
2021-01-24,2,Hessen,6290768,2841
2021-01-24,2,Niedersachsen,7987439,402
2021-01-24,2,Nordrhein-Westfalen,17949911,5862
2021-01-24,2,Sachsen,4061968,467
2021-01-24,2,Sachsen-Anhalt,2187748,455
2021-01-24,2,Thueringen,2117352,58
2021-01-25,2,Baden-Wuerttemberg,11104163,4808
2021-01-25,2,Bayern,13128448,11434
2021-01-25,2,Berlin,3663322,1546
2021-01-25,2,Brandenburg,2531551,20
2021-01-25,2,Bremen,680171,263
2021-01-25,2,Hamburg,1852838,862
2021-01-25,2,Hessen,6290768,3900
2021-01-25,2,Mecklenburg-Vorpommern,1610896,2372
2021-01-25,2,Niedersachsen,7987439,3667
2021-01-25,2,Nordrhein-Westfalen,17949911,3896
2021-01-25,2,Rheinland-Pfalz,4100019,378
2021-01-25,2,Saarland,984937,623
2021-01-25,2,Sachsen,4061968,1421
2021-01-25,2,Sachsen-Anhalt,2187748,1663
2021-01-25,2,Schleswig-Holstein,2909428,1284
2021-01-25,2,Thueringen,2117352,588
2021-01-26,2,Baden-Wuerttemberg,11104163,5844
2021-01-26,2,Bayern,13128448,3853
2021-01-26,2,Berlin,3663322,2536
2021-01-26,2,Brandenburg,2531551,2196
2021-01-26,2,Bremen,680171,635
2021-01-26,2,Hamburg,1852838,1240
2021-01-26,2,Hessen,6290768,2711
2021-01-26,2,Mecklenburg-Vorpommern,1610896,4512
2021-01-26,2,Niedersachsen,7987439,7403
2021-01-26,2,Nordrhein-Westfalen,17949911,7556
2021-01-26,2,Rheinland-Pfalz,4100019,825
2021-01-26,2,Saarland,984937,753
2021-01-26,2,Sachsen,4061968,2762
2021-01-26,2,Sachsen-Anhalt,2187748,1526
2021-01-26,2,Schleswig-Holstein,2909428,1636
2021-01-26,2,Thueringen,2117352,1724
2021-01-27,2,Baden-Wuerttemberg,11104163,5080
2021-01-27,2,Bayern,13128448,1995
2021-01-27,2,Berlin,3663322,2208
2021-01-27,2,Brandenburg,2531551,2662
2021-01-27,2,Bremen,680171,460
2021-01-27,2,Hamburg,1852838,1024
2021-01-27,2,Hessen,6290768,2970
2021-01-27,2,Mecklenburg-Vorpommern,1610896,2466
2021-01-27,2,Niedersachsen,7987439,8433
2021-01-27,2,Nordrhein-Westfalen,17949911,22037
2021-01-27,2,Rheinland-Pfalz,4100019,1375
2021-01-27,2,Saarland,984937,868
2021-01-27,2,Sachsen,4061968,2207
2021-01-27,2,Sachsen-Anhalt,2187748,921
2021-01-27,2,Schleswig-Holstein,2909428,1221
2021-01-27,2,Thueringen,2117352,2451
2021-01-28,2,Baden-Wuerttemberg,11104163,5626
2021-01-28,2,Bayern,13128448,1814
2021-01-28,2,Berlin,3663322,2288
2021-01-28,2,Brandenburg,2531551,2781
2021-01-28,2,Bremen,680171,648
2021-01-28,2,Hamburg,1852838,1368
2021-01-28,2,Hessen,6290768,1816
2021-01-28,2,Mecklenburg-Vorpommern,1610896,1717
2021-01-28,2,Niedersachsen,7987439,8873
2021-01-28,2,Nordrhein-Westfalen,17949911,5554
2021-01-28,2,Rheinland-Pfalz,4100019,5051
2021-01-28,2,Saarland,984937,768
2021-01-28,2,Sachsen,4061968,2088
2021-01-28,2,Sachsen-Anhalt,2187748,1262
2021-01-28,2,Schleswig-Holstein,2909428,1946
2021-01-28,2,Thueringen,2117352,2105
2021-01-29,2,Baden-Wuerttemberg,11104163,6251
2021-01-29,2,Bayern,13128448,3214
2021-01-29,2,Berlin,3663322,2360
2021-01-29,2,Brandenburg,2531551,1933
2021-01-29,2,Bremen,680171,531
2021-01-29,2,Hamburg,1852838,921
2021-01-29,2,Hessen,6290768,2525
2021-01-29,2,Mecklenburg-Vorpommern,1610896,484
2021-01-29,2,Niedersachsen,7987439,8717
2021-01-29,2,Nordrhein-Westfalen,17949911,17536
2021-01-29,2,Rheinland-Pfalz,4100019,4313
2021-01-29,2,Saarland,984937,861
2021-01-29,2,Sachsen,4061968,2383
2021-01-29,2,Sachsen-Anhalt,2187748,1610
2021-01-29,2,Schleswig-Holstein,2909428,2258
2021-01-29,2,Thueringen,2117352,2012
2021-01-30,2,Baden-Wuerttemberg,11104163,5538
2021-01-30,2,Bayern,13128448,11767
2021-01-30,2,Berlin,3663322,2082
2021-01-30,2,Brandenburg,2531551,113
2021-01-30,2,Bremen,680171,409
2021-01-30,2,Hamburg,1852838,1119
2021-01-30,2,Hessen,6290768,3330
2021-01-30,2,Mecklenburg-Vorpommern,1610896,72
2021-01-30,2,Niedersachsen,7987439,3061
2021-01-30,2,Nordrhein-Westfalen,17949911,20074
2021-01-30,2,Rheinland-Pfalz,4100019,1481
2021-01-30,2,Saarland,984937,917
2021-01-30,2,Sachsen,4061968,1014
2021-01-30,2,Sachsen-Anhalt,2187748,624
2021-01-30,2,Schleswig-Holstein,2909428,1931
2021-01-30,2,Thueringen,2117352,56
2021-01-31,2,Baden-Wuerttemberg,11104163,4402
2021-01-31,2,Bayern,13128448,10176
2021-01-31,2,Berlin,3663322,1018
2021-01-31,2,Bremen,680171,464
2021-01-31,2,Hamburg,1852838,1229
2021-01-31,2,Hessen,6290768,2368
2021-01-31,2,Niedersachsen,7987439,679
2021-01-31,2,Nordrhein-Westfalen,17949911,7682
2021-01-31,2,Rheinland-Pfalz,4100019,769
2021-01-31,2,Sachsen,4061968,1074
2021-01-31,2,Sachsen-Anhalt,2187748,347
2021-01-31,2,Schleswig-Holstein,2909428,1227
2021-02-01,2,Baden-Wuerttemberg,11104163,5741
2021-02-01,2,Bayern,13128448,16006
2021-02-01,2,Berlin,3663322,1785
2021-02-01,2,Brandenburg,2531551,1324
2021-02-01,2,Bremen,680171,693
2021-02-01,2,Hamburg,1852838,1962
2021-02-01,2,Hessen,6290768,3175
2021-02-01,2,Mecklenburg-Vorpommern,1610896,1138
2021-02-01,2,Niedersachsen,7987439,8327
2021-02-01,2,Nordrhein-Westfalen,17949911,6218
2021-02-01,2,Rheinland-Pfalz,4100019,5849
2021-02-01,2,Saarland,984937,873
2021-02-01,2,Sachsen,4061968,3600
2021-02-01,2,Sachsen-Anhalt,2187748,1505
2021-02-01,2,Schleswig-Holstein,2909428,1729
2021-02-01,2,Thueringen,2117352,2190
2021-02-02,2,Baden-Wuerttemberg,11104163,6368
2021-02-02,2,Bayern,13128448,11993
2021-02-02,2,Berlin,3663322,2598
2021-02-02,2,Brandenburg,2531551,2443
2021-02-02,2,Bremen,680171,698
2021-02-02,2,Hamburg,1852838,2296
2021-02-02,2,Hessen,6290768,2977
2021-02-02,2,Mecklenburg-Vorpommern,1610896,1520
2021-02-02,2,Niedersachsen,7987439,8321
2021-02-02,2,Nordrhein-Westfalen,17949911,9239
2021-02-02,2,Rheinland-Pfalz,4100019,6224
2021-02-02,2,Saarland,984937,933
2021-02-02,2,Sachsen,4061968,4711
2021-02-02,2,Sachsen-Anhalt,2187748,2032
2021-02-02,2,Schleswig-Holstein,2909428,3094
2021-02-02,2,Thueringen,2117352,1818
2021-02-03,2,Baden-Wuerttemberg,11104163,5990
2021-02-03,2,Bayern,13128448,16394
2021-02-03,2,Berlin,3663322,3904
2021-02-03,2,Brandenburg,2531551,3585
2021-02-03,2,Bremen,680171,787
2021-02-03,2,Hamburg,1852838,1979
2021-02-03,2,Hessen,6290768,2782
2021-02-03,2,Mecklenburg-Vorpommern,1610896,1370
2021-02-03,2,Niedersachsen,7987439,7304
2021-02-03,2,Nordrhein-Westfalen,17949911,33110
2021-02-03,2,Rheinland-Pfalz,4100019,7141
2021-02-03,2,Saarland,984937,938
2021-02-03,2,Sachsen,4061968,4900
2021-02-03,2,Sachsen-Anhalt,2187748,2067
2021-02-03,2,Schleswig-Holstein,2909428,3245
2021-02-03,2,Thueringen,2117352,2911
2021-02-04,2,Baden-Wuerttemberg,11104163,7258
2021-02-04,2,Bayern,13128448,12061
2021-02-04,2,Berlin,3663322,3709
2021-02-04,2,Brandenburg,2531551,3442
2021-02-04,2,Bremen,680171,823
2021-02-04,2,Hamburg,1852838,1609
2021-02-04,2,Hessen,6290768,3592
2021-02-04,2,Mecklenburg-Vorpommern,1610896,1260
2021-02-04,2,Niedersachsen,7987439,6971
2021-02-04,2,Nordrhein-Westfalen,17949911,12950
2021-02-04,2,Rheinland-Pfalz,4100019,6616
2021-02-04,2,Saarland,984937,929
2021-02-04,2,Sachsen,4061968,3872
2021-02-04,2,Sachsen-Anhalt,2187748,1720
2021-02-04,2,Schleswig-Holstein,2909428,3425
2021-02-04,2,Thueringen,2117352,2285
2021-02-05,2,Baden-Wuerttemberg,11104163,8277
2021-02-05,2,Bayern,13128448,10365
2021-02-05,2,Berlin,3663322,3283
2021-02-05,2,Brandenburg,2531551,3897
2021-02-05,2,Bremen,680171,620
2021-02-05,2,Hamburg,1852838,1544
2021-02-05,2,Hessen,6290768,3686
2021-02-05,2,Mecklenburg-Vorpommern,1610896,400
2021-02-05,2,Niedersachsen,7987439,7086
2021-02-05,2,Nordrhein-Westfalen,17949911,19951
2021-02-05,2,Rheinland-Pfalz,4100019,6880
2021-02-05,2,Saarland,984937,1037
2021-02-05,2,Sachsen,4061968,3798
2021-02-05,2,Sachsen-Anhalt,2187748,947
2021-02-05,2,Schleswig-Holstein,2909428,4026
2021-02-05,2,Thueringen,2117352,2313
2021-02-06,2,Baden-Wuerttemberg,11104163,6615
2021-02-06,2,Bayern,13128448,8126
2021-02-06,2,Berlin,3663322,2287
2021-02-06,2,Brandenburg,2531551,767
2021-02-06,2,Bremen,680171,297
2021-02-06,2,Hamburg,1852838,1943
2021-02-06,2,Hessen,6290768,1689
2021-02-06,2,Niedersachsen,7987439,2591
2021-02-06,2,Nordrhein-Westfalen,17949911,13191
2021-02-06,2,Rheinland-Pfalz,4100019,2372
2021-02-06,2,Saarland,984937,1014
2021-02-06,2,Sachsen,4061968,3496
2021-02-06,2,Sachsen-Anhalt,2187748,169
2021-02-06,2,Schleswig-Holstein,2909428,2661
2021-02-06,2,Thueringen,2117352,1339
2021-02-07,2,Baden-Wuerttemberg,11104163,3841
2021-02-07,2,Bayern,13128448,3643
2021-02-07,2,Berlin,3663322,1267
2021-02-07,2,Bremen,680171,373
2021-02-07,2,Hamburg,1852838,1139
2021-02-07,2,Hessen,6290768,656
2021-02-07,2,Niedersachsen,7987439,509
2021-02-07,2,Nordrhein-Westfalen,17949911,6758
2021-02-07,2,Rheinland-Pfalz,4100019,1837
2021-02-07,2,Sachsen,4061968,2582
2021-02-07,2,Sachsen-Anhalt,2187748,180
2021-02-07,2,Schleswig-Holstein,2909428,2273
2021-02-07,2,Thueringen,2117352,202
2021-02-08,2,Baden-Wuerttemberg,11104163,6926
2021-02-08,2,Bayern,13128448,5591
2021-02-08,2,Berlin,3663322,2299
2021-02-08,2,Brandenburg,2531551,2271
2021-02-08,2,Bremen,680171,485
2021-02-08,2,Hamburg,1852838,1545
2021-02-08,2,Hessen,6290768,1893
2021-02-08,2,Mecklenburg-Vorpommern,1610896,1510
2021-02-08,2,Niedersachsen,7987439,3258
2021-02-08,2,Nordrhein-Westfalen,17949911,15008
2021-02-08,2,Rheinland-Pfalz,4100019,6750
2021-02-08,2,Saarland,984937,606
2021-02-08,2,Sachsen,4061968,3108
2021-02-08,2,Sachsen-Anhalt,2187748,692
2021-02-08,2,Schleswig-Holstein,2909428,3422
2021-02-08,2,Thueringen,2117352,1109
2021-02-09,2,Baden-Wuerttemberg,11104163,6868
2021-02-09,2,Bayern,13128448,4676
2021-02-09,2,Berlin,3663322,2131
2021-02-09,2,Brandenburg,2531551,3354
2021-02-09,2,Bremen,680171,668
2021-02-09,2,Hamburg,1852838,2640
2021-02-09,2,Hessen,6290768,3569
2021-02-09,2,Mecklenburg-Vorpommern,1610896,2782
2021-02-09,2,Niedersachsen,7987439,2970
2021-02-09,2,Nordrhein-Westfalen,17949911,24060
2021-02-09,2,Rheinland-Pfalz,4100019,8130
2021-02-09,2,Saarland,984937,161
2021-02-09,2,Sachsen,4061968,4515
2021-02-09,2,Sachsen-Anhalt,2187748,1754
2021-02-09,2,Schleswig-Holstein,2909428,3653
2021-02-09,2,Thueringen,2117352,2564
2021-02-10,2,Baden-Wuerttemberg,11104163,5974
2021-02-10,2,Bayern,13128448,3809
2021-02-10,2,Berlin,3663322,2351
2021-02-10,2,Brandenburg,2531551,7003
2021-02-10,2,Bremen,680171,732
2021-02-10,2,Hamburg,1852838,1948
2021-02-10,2,Hessen,6290768,4011
2021-02-10,2,Mecklenburg-Vorpommern,1610896,2544
2021-02-10,2,Niedersachsen,7987439,5346
2021-02-10,2,Nordrhein-Westfalen,17949911,24537
2021-02-10,2,Rheinland-Pfalz,4100019,7620
2021-02-10,2,Saarland,984937,189
2021-02-10,2,Sachsen,4061968,3519
2021-02-10,2,Sachsen-Anhalt,2187748,2299
2021-02-10,2,Schleswig-Holstein,2909428,3009
2021-02-10,2,Thueringen,2117352,2819
2021-02-11,2,Baden-Wuerttemberg,11104163,5911
2021-02-11,2,Bayern,13128448,5647
2021-02-11,2,Berlin,3663322,3608
2021-02-11,2,Brandenburg,2531551,7663
2021-02-11,2,Bremen,680171,820
2021-02-11,2,Hamburg,1852838,1999
2021-02-11,2,Hessen,6290768,3346
2021-02-11,2,Mecklenburg-Vorpommern,1610896,2569
2021-02-11,2,Niedersachsen,7987439,8744
2021-02-11,2,Nordrhein-Westfalen,17949911,9651
2021-02-11,2,Rheinland-Pfalz,4100019,8085
2021-02-11,2,Saarland,984937,195
2021-02-11,2,Sachsen,4061968,2505
2021-02-11,2,Sachsen-Anhalt,2187748,1540
2021-02-11,2,Schleswig-Holstein,2909428,3934
2021-02-11,2,Thueringen,2117352,2775
2021-02-12,2,Baden-Wuerttemberg,11104163,10949
2021-02-12,2,Bayern,13128448,8685
2021-02-12,2,Berlin,3663322,4261
2021-02-12,2,Brandenburg,2531551,6138
2021-02-12,2,Bremen,680171,960
2021-02-12,2,Hamburg,1852838,1337
2021-02-12,2,Hessen,6290768,4905
2021-02-12,2,Mecklenburg-Vorpommern,1610896,1624
2021-02-12,2,Niedersachsen,7987439,9956
2021-02-12,2,Nordrhein-Westfalen,17949911,7063
2021-02-12,2,Rheinland-Pfalz,4100019,8867
2021-02-12,2,Saarland,984937,285
2021-02-12,2,Sachsen,4061968,2760
2021-02-12,2,Sachsen-Anhalt,2187748,2183
2021-02-12,2,Schleswig-Holstein,2909428,3818
2021-02-12,2,Thueringen,2117352,2310
2021-02-13,2,Baden-Wuerttemberg,11104163,9768
2021-02-13,2,Bayern,13128448,6848
2021-02-13,2,Berlin,3663322,3303
2021-02-13,2,Brandenburg,2531551,236
2021-02-13,2,Bremen,680171,742
2021-02-13,2,Hamburg,1852838,1520
2021-02-13,2,Hessen,6290768,2964
2021-02-13,2,Niedersachsen,7987439,5799
2021-02-13,2,Nordrhein-Westfalen,17949911,1697
2021-02-13,2,Rheinland-Pfalz,4100019,5026
2021-02-13,2,Saarland,984937,235
2021-02-13,2,Sachsen,4061968,2599
2021-02-13,2,Sachsen-Anhalt,2187748,420
2021-02-13,2,Schleswig-Holstein,2909428,2967
2021-02-13,2,Thueringen,2117352,1729
2021-02-14,2,Baden-Wuerttemberg,11104163,6341
2021-02-14,2,Bayern,13128448,4178
2021-02-14,2,Berlin,3663322,3305
2021-02-14,2,Brandenburg,2531551,5
2021-02-14,2,Bremen,680171,572
2021-02-14,2,Hamburg,1852838,1123
2021-02-14,2,Hessen,6290768,2435
2021-02-14,2,Niedersachsen,7987439,896
2021-02-14,2,Nordrhein-Westfalen,17949911,715
2021-02-14,2,Rheinland-Pfalz,4100019,1451
2021-02-14,2,Sachsen,4061968,1629
2021-02-14,2,Schleswig-Holstein,2909428,2786
2021-02-14,2,Thueringen,2117352,347
2021-02-15,2,Baden-Wuerttemberg,11104163,7600
2021-02-15,2,Bayern,13128448,9789
2021-02-15,2,Berlin,3663322,3499
2021-02-15,2,Brandenburg,2531551,2841
2021-02-15,2,Bremen,680171,723
2021-02-15,2,Hamburg,1852838,1484
2021-02-15,2,Hessen,6290768,3260
2021-02-15,2,Mecklenburg-Vorpommern,1610896,1519
2021-02-15,2,Niedersachsen,7987439,5473
2021-02-15,2,Nordrhein-Westfalen,17949911,2364
2021-02-15,2,Rheinland-Pfalz,4100019,6584
2021-02-15,2,Saarland,984937,745
2021-02-15,2,Sachsen,4061968,2869
2021-02-15,2,Sachsen-Anhalt,2187748,1506
2021-02-15,2,Schleswig-Holstein,2909428,2863
2021-02-15,2,Thueringen,2117352,2572
2021-02-16,2,Baden-Wuerttemberg,11104163,7028
2021-02-16,2,Bayern,13128448,11237
2021-02-16,2,Berlin,3663322,3043
2021-02-16,2,Brandenburg,2531551,2731
2021-02-16,2,Bremen,680171,616
2021-02-16,2,Hamburg,1852838,1589
2021-02-16,2,Hessen,6290768,3576
2021-02-16,2,Mecklenburg-Vorpommern,1610896,2315
2021-02-16,2,Niedersachsen,7987439,3154
2021-02-16,2,Nordrhein-Westfalen,17949911,3129
2021-02-16,2,Rheinland-Pfalz,4100019,5845
2021-02-16,2,Saarland,984937,706
2021-02-16,2,Sachsen,4061968,3377
2021-02-16,2,Sachsen-Anhalt,2187748,1495
2021-02-16,2,Schleswig-Holstein,2909428,3839
2021-02-16,2,Thueringen,2117352,2893
2021-02-17,2,Baden-Wuerttemberg,11104163,8454
2021-02-17,2,Bayern,13128448,11758
2021-02-17,2,Berlin,3663322,2890
2021-02-17,2,Brandenburg,2531551,2729
2021-02-17,2,Bremen,680171,478
2021-02-17,2,Hamburg,1852838,1924
2021-02-17,2,Hessen,6290768,4144
2021-02-17,2,Mecklenburg-Vorpommern,1610896,1965
2021-02-17,2,Niedersachsen,7987439,4535
2021-02-17,2,Nordrhein-Westfalen,17949911,4677
2021-02-17,2,Rheinland-Pfalz,4100019,3496
2021-02-17,2,Saarland,984937,641
2021-02-17,2,Sachsen,4061968,2053
2021-02-17,2,Sachsen-Anhalt,2187748,1913
2021-02-17,2,Schleswig-Holstein,2909428,2803
2021-02-17,2,Thueringen,2117352,2003
2021-02-18,2,Baden-Wuerttemberg,11104163,7529
2021-02-18,2,Bayern,13128448,11532
2021-02-18,2,Berlin,3663322,4157
2021-02-18,2,Brandenburg,2531551,2793
2021-02-18,2,Bremen,680171,570
2021-02-18,2,Hamburg,1852838,1636
2021-02-18,2,Hessen,6290768,3522
2021-02-18,2,Mecklenburg-Vorpommern,1610896,2535
2021-02-18,2,Niedersachsen,7987439,3186
2021-02-18,2,Nordrhein-Westfalen,17949911,2341
2021-02-18,2,Rheinland-Pfalz,4100019,3237
2021-02-18,2,Saarland,984937,840
2021-02-18,2,Sachsen,4061968,2462
2021-02-18,2,Sachsen-Anhalt,2187748,1582
2021-02-18,2,Schleswig-Holstein,2909428,3227
2021-02-18,2,Thueringen,2117352,2145
2021-02-19,2,Baden-Wuerttemberg,11104163,10631
2021-02-19,2,Bayern,13128448,11181
2021-02-19,2,Berlin,3663322,3669
2021-02-19,2,Brandenburg,2531551,2928
2021-02-19,2,Bremen,680171,528
2021-02-19,2,Hamburg,1852838,1413
2021-02-19,2,Hessen,6290768,3404
2021-02-19,2,Mecklenburg-Vorpommern,1610896,2692
2021-02-19,2,Niedersachsen,7987439,3734
2021-02-19,2,Nordrhein-Westfalen,17949911,2873
2021-02-19,2,Rheinland-Pfalz,4100019,2891
2021-02-19,2,Saarland,984937,661
2021-02-19,2,Sachsen,4061968,2381
2021-02-19,2,Sachsen-Anhalt,2187748,1419
2021-02-19,2,Schleswig-Holstein,2909428,3278
2021-02-19,2,Thueringen,2117352,2239
2021-02-20,2,Baden-Wuerttemberg,11104163,8246
2021-02-20,2,Bayern,13128448,5476
2021-02-20,2,Berlin,3663322,2778
2021-02-20,2,Bremen,680171,477
2021-02-20,2,Hamburg,1852838,972
2021-02-20,2,Hessen,6290768,3224
2021-02-20,2,Mecklenburg-Vorpommern,1610896,23
2021-02-20,2,Niedersachsen,7987439,2188
2021-02-20,2,Nordrhein-Westfalen,17949911,2332
2021-02-20,2,Rheinland-Pfalz,4100019,3535
2021-02-20,2,Saarland,984937,549
2021-02-20,2,Sachsen,4061968,2444
2021-02-20,2,Sachsen-Anhalt,2187748,413
2021-02-20,2,Schleswig-Holstein,2909428,2309
2021-02-20,2,Thueringen,2117352,1341
2021-02-21,2,Baden-Wuerttemberg,11104163,6269
2021-02-21,2,Bayern,13128448,3506
2021-02-21,2,Berlin,3663322,2823
2021-02-21,2,Bremen,680171,188
2021-02-21,2,Hamburg,1852838,947
